Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Lg Rank,Home Pts,Away Team,Away Elo,Away Lg Rank,Away Pts,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline
2011-09-11,@ ARI,0,0,CAR vs. ARI,ARI,1500.0,1.0,28,CAR,1500.0,1.0,21,1,7,-6.5,1,-302.0,266.0
2011-09-18,@ WAS,0,0,ARI vs. WAS,WAS,1550.0,1.0,22,ARI,1550.0,1.0,21,1,1,-4.5,0,-215.0,193.0
2011-09-25,@ SEA,1,0,ARI vs. SEA,SEA,1400.0,26.0,13,ARI,1500.0,8.0,10,1,3,3.0,1,140.0,-155.0
2011-10-02,@ ARI,0,0,NYG vs. ARI,ARI,1435.9935000197115,19.0,27,NYG,1547.9853938919734,4.0,31,0,-4,1.0,0,-103.0,-107.0
2011-10-09,@ MIN,0,0,ARI vs. MIN,MIN,1324.7116470808544,29.0,34,ARI,1401.5744973347241,22.0,10,1,24,-3.5,1,-190.0,171.0
2011-10-23,@ ARI,0,0,PIT vs. ARI,ARI,1340.6900374836607,20.0,20,PIT,1578.0106388133527,6.0,32,0,-12,4.0,0,193.0,-215.0
2011-10-30,@ BAL,0,0,ARI vs. BAL,BAL,1534.6651939605035,5.0,30,ARI,1320.365409817713,22.0,27,1,3,-12.0,0,-796.0,635.0
2011-11-06,@ ARI,1,0,LAR vs. ARI,ARI,1297.8103658838909,23.0,19,LAR,1380.3059360598545,23.0,13,1,6,-1.0,1,-117.0,106.0
2011-11-13,@ PHI,0,0,ARI vs. PHI,PHI,1468.8543928023025,20.0,17,ARI,1359.4642425987695,24.0,21,0,-4,-13.5,0,-700.0,569.0
2011-11-20,@ SFO,1,0,ARI vs. SFO,SFO,1760.8798238075283,2.0,23,ARI,1424.7063934213825,22.0,7,1,16,-10.0,1,-525.0,442.0
2011-11-27,@ LAR,1,0,ARI vs. LAR,LAR,1380.3059360598545,23.0,20,ARI,1297.8103658838909,23.0,23,0,-3,-1.0,0,-140.0,127.0
2011-12-04,@ ARI,0,0,DAL vs. ARI,ARI,1452.3770841956148,19.0,19,DAL,1610.0143856332488,8.0,13,1,6,4.0,1,180.0,-200.0
2011-12-11,@ ARI,1,0,SFO vs. ARI,ARI,1424.7063934213825,22.0,21,SFO,1760.8798238075283,2.0,19,1,2,3.5,1,149.0,-165.0
2011-12-18,@ ARI,0,0,CLE vs. ARI,ARI,1598.0458059230252,18.0,20,CLE,1365.2229964426344,24.0,17,1,3,-6.0,0,-245.0,218.0
2011-12-24,@ CIN,0,0,ARI vs. CIN,CIN,1520.447781475071,10.0,23,ARI,1618.7929338957858,14.0,16,1,7,-3.5,1,-200.0,180.0
2012-01-01,@ ARI,1,0,SEA vs. ARI,ARI,1500.0,8.0,23,SEA,1400.0,26.0,20,1,3,-2.5,1,-136.0,123.0
2011-09-11,@ CHI,0,0,ATL vs. CHI,CHI,1500.0,1.0,30,ATL,1500.0,1.0,12,1,18,1.0,1,105.0,-116.0
2011-09-18,@ ATL,0,0,PHI vs. ATL,ATL,1450.0,17.0,35,PHI,1550.0,1.0,31,1,4,2.5,1,120.0,-133.0
2011-09-25,@ TAM,1,0,ATL vs. TAM,TAM,1500.0,8.0,16,ATL,1514.0064999802885,8.0,13,1,3,-1.0,1,-113.0,102.0
2011-10-02,@ SEA,0,0,ATL vs. SEA,SEA,1464.0064999802885,19.0,28,ATL,1461.991893872262,19.0,30,0,-2,6.0,1,232.0,-261.0
2011-10-09,@ ATL,0,0,GNB vs. ATL,ATL,1512.2818157474944,14.0,14,GNB,1650.6990818184952,1.0,25,0,-11,6.0,0,221.0,-248.0
2011-10-16,@ ATL,1,0,CAR vs. ATL,ATL,1481.210639113749,15.0,31,CAR,1396.5428685528177,20.0,17,1,14,-3.5,1,-190.0,171.0
2011-10-23,@ DET,0,0,ATL vs. DET,DET,1626.844748853233,2.0,16,ATL,1519.2615739329908,14.0,23,0,-7,-4.5,0,-220.0,197.0
2011-11-06,@ IND,0,0,ATL vs. IND,IND,1243.1918230993547,25.0,7,ATL,1584.2674734305906,7.0,31,0,-24,6.5,0,264.0,-300.0
2011-11-13,@ ATL,1,0,NOR vs. ATL,ATL,1596.5775452961343,9.0,23,NOR,1553.528497127086,6.0,26,0,-3,-1.0,0,-114.0,103.0
2011-11-20,@ ATL,0,0,TEN vs. ATL,ATL,1540.4137999463387,12.0,23,TEN,1504.0942549685255,12.0,17,1,6,-6.0,0,-250.0,222.0
2011-11-27,@ ATL,0,0,MIN vs. ATL,ATL,1585.2059535403755,7.0,24,MIN,1354.1614142441983,26.0,14,1,10,-10.0,0,-490.0,416.0
2011-12-04,@ HOU,0,0,ATL vs. HOU,HOU,1656.8640464896368,3.0,17,ATL,1606.1219019712848,8.0,10,1,7,1.0,1,108.0,-119.0
2011-12-11,@ CAR,1,0,ATL vs. CAR,CAR,1396.5428685528177,20.0,23,ATL,1481.210639113749,15.0,31,0,-8,3.0,0,131.0,-145.0
2011-12-15,@ ATL,0,0,JAX vs. ATL,ATL,1591.1946371009483,8.0,41,JAX,1354.4742689616453,24.0,14,1,27,-14.0,1,-960.0,742.0
2011-12-26,@ NOR,1,0,ATL vs. NOR,NOR,1553.528497127086,6.0,45,ATL,1596.5775452961343,9.0,16,1,29,-7.0,1,-310.0,273.0
2012-01-01,@ ATL,1,0,TAM vs. ATL,ATL,1514.0064999802885,8.0,45,TAM,1500.0,8.0,24,1,21,-10.0,1,-470.0,400.0
2012-01-08,@ NYG,0,1,ATL vs. NYG,NYG,1558.0982074346746,10.0,24,ATL,1588.651861091175,7.0,2,1,22,-3.0,1,-144.0,130.0
2011-09-11,@ BAL,1,0,PIT vs. BAL,BAL,1500.0,1.0,35,PIT,1500.0,1.0,7,1,28,-1.0,1,-125.0,113.0
2011-09-18,@ TEN,0,0,BAL vs. TEN,TEN,1450.0,17.0,26,BAL,1550.0,1.0,13,1,13,5.5,1,216.0,-242.0
2011-09-25,@ LAR,0,0,BAL vs. LAR,LAR,1400.0,26.0,7,BAL,1485.9935000197115,8.0,37,0,-30,5.5,0,214.0,-240.0
2011-10-02,@ BAL,0,0,NYJ vs. BAL,BAL,1523.864708082735,4.0,34,NYJ,1535.9935000197115,4.0,17,1,17,-5.0,1,-239.0,213.0
2011-10-16,@ BAL,0,0,HOU vs. BAL,BAL,1575.6094728449236,3.0,29,HOU,1517.966625431857,8.0,14,1,15,-7.0,1,-311.0,274.0
2011-10-24,@ JAX,0,0,BAL vs. JAX,JAX,1345.3128456649094,21.0,12,BAL,1617.3892850433576,5.0,7,1,5,10.0,1,442.0,-525.0
2011-11-06,@ PIT,1,0,BAL vs. PIT,PIT,1500.0,1.0,20,BAL,1500.0,1.0,23,0,-3,-3.5,0,-196.0,176.0
2011-11-13,@ SEA,0,0,BAL vs. SEA,SEA,1359.0171089158684,24.0,22,BAL,1621.4167930634444,3.0,17,1,5,7.0,1,264.0,-300.0
2011-11-20,@ BAL,1,0,CIN vs. BAL,BAL,1539.503352413548,6.0,31,CIN,1580.09489021405,6.0,24,1,7,-7.0,0,-315.0,277.0
2011-11-24,@ BAL,0,0,SFO vs. BAL,BAL,1595.3185099807158,3.0,16,SFO,1773.4977700254187,2.0,6,1,10,-3.0,1,-176.0,159.0
2011-12-04,@ CLE,1,0,BAL vs. CLE,CLE,1395.582205988535,19.0,10,BAL,1668.9263057791095,3.0,24,0,-14,7.0,0,257.0,-291.0
2011-12-11,@ BAL,0,0,IND vs. BAL,BAL,1686.0981762703036,3.0,24,IND,1161.910705765704,32.0,10,1,14,-16.5,0,-1350.0,925.0
2011-12-18,@ LAC,0,0,BAL vs. LAC,LAC,1454.1610696289156,18.0,34,BAL,1690.7624804447898,2.0,14,1,20,1.0,1,-101.0,-109.0
2011-12-24,@ BAL,1,0,CLE vs. BAL,BAL,1668.9263057791095,3.0,20,CLE,1395.582205988535,19.0,14,1,6,-10.5,0,-617.0,510.0
2012-01-01,@ CIN,1,0,BAL vs. CIN,CIN,1580.09489021405,6.0,16,BAL,1539.503352413548,6.0,24,0,-8,2.5,0,138.0,-153.0
2012-01-15,@ BAL,0,1,HOU vs. BAL,BAL,1672.4890615468812,5.0,20,HOU,1542.5885929496956,3.0,13,1,7,-7.0,0,-311.0,274.0
2012-01-22,@ NWE,0,1,BAL vs. NWE,NWE,1783.6018672453324,2.0,23,BAL,1704.6198625353366,4.0,20,1,3,-7.0,0,-310.0,273.0
2011-09-11,@ KAN,0,0,BUF vs. KAN,KAN,1500.0,1.0,7,BUF,1500.0,1.0,41,0,-34,-3.5,0,-192.0,173.0
2011-09-18,@ BUF,0,0,LVR vs. BUF,BUF,1550.0,1.0,38,LVR,1550.0,1.0,35,1,3,-3.5,0,-190.0,171.0
2011-09-25,@ BUF,1,0,NWE vs. BUF,BUF,1600.0,1.0,34,NWE,1600.0,1.0,31,1,3,7.0,1,273.0,-310.0
2011-10-02,@ CIN,0,0,BUF vs. CIN,CIN,1435.9935000197115,19.0,23,BUF,1650.0,1.0,20,1,3,3.0,1,134.0,-148.0
2011-10-09,@ BUF,0,0,PHI vs. BUF,BUF,1572.584548028748,3.0,31,PHI,1401.7470005428802,22.0,24,1,7,3.0,1,143.0,-158.0
2011-10-16,@ NYG,0,0,BUF vs. NYG,NYG,1509.8716198338288,8.0,27,BUF,1599.8059193392003,3.0,24,1,3,-3.0,0,-185.0,166.0
2011-10-30,@ BUF,0,0,WAS vs. BUF,BUF,1537.1448595422078,6.0,23,WAS,1421.6032860044736,13.0,0,1,23,-4.0,1,-210.0,188.0
2011-11-06,@ BUF,1,0,NYJ vs. BUF,BUF,1571.1041081343485,4.0,11,NYJ,1551.7854206928782,7.0,27,0,-16,-2.5,0,-130.0,118.0
2011-11-13,@ DAL,0,0,BUF vs. DAL,DAL,1503.5763168166895,14.0,44,BUF,1518.3267872127105,9.0,7,1,37,-4.5,1,-222.0,199.0
2011-11-20,@ MIA,1,0,BUF vs. MIA,MIA,1400.3008257683675,28.0,35,BUF,1466.2052983571618,12.0,8,1,27,-3.0,1,-156.0,141.0
2011-11-27,@ NYJ,1,0,BUF vs. NYJ,NYJ,1551.7854206928782,7.0,28,BUF,1571.1041081343485,4.0,24,1,4,-9.5,0,-450.0,385.0
2011-12-04,@ BUF,0,0,TEN vs. BUF,BUF,1369.2634634177316,18.0,17,TEN,1504.8702721920513,14.0,23,0,-6,-1.0,0,-107.0,-103.0
2011-12-11,@ LAC,0,0,BUF vs. LAC,LAC,1415.0992032754953,18.0,37,BUF,1337.8447396124857,18.0,10,1,27,-7.0,1,-309.0,272.0
2011-12-18,@ BUF,1,0,MIA vs. BUF,BUF,1466.2052983571618,12.0,23,MIA,1400.3008257683675,28.0,30,0,-7,1.0,0,-103.0,-107.0
2011-12-24,@ BUF,0,0,DEN vs. BUF,BUF,1267.6072998073503,23.0,40,DEN,1615.153631896429,10.0,14,1,26,3.0,1,127.0,-140.0
2012-01-01,@ NWE,1,0,BUF vs. NWE,NWE,1600.0,1.0,49,BUF,1600.0,1.0,21,1,28,-10.0,1,-568.0,474.0
2011-09-18,@ CAR,0,0,GNB vs. CAR,CAR,1450.0,17.0,23,GNB,1550.0,1.0,30,0,-7,10.5,1,453.0,-539.0
2011-09-25,@ CAR,0,0,JAX vs. CAR,CAR,1414.0064999802885,26.0,16,JAX,1500.0,8.0,10,1,6,-3.5,1,-170.0,153.0
2011-10-02,@ CHI,0,0,CAR vs. CHI,CHI,1450.0,19.0,34,CAR,1476.135291917265,19.0,29,1,5,-7.0,0,-300.0,264.0
2011-10-09,@ CAR,1,0,NOR vs. CAR,CAR,1422.381199321882,22.0,27,NOR,1605.5472164411256,3.0,30,0,-3,6.5,1,252.0,-285.0
2011-10-23,@ CAR,0,0,WAS vs. CAR,CAR,1358.491933733576,21.0,33,WAS,1489.6273060350668,13.0,20,1,13,-1.5,1,-133.0,120.0
2011-10-30,@ CAR,0,0,MIN vs. CAR,CAR,1426.5159537641691,20.0,21,MIN,1336.0782989405493,23.0,24,0,-3,-3.0,0,-175.0,158.0
2011-11-13,@ CAR,0,0,TEN vs. CAR,CAR,1363.7871250600363,20.0,3,TEN,1468.7572035765218,14.0,30,0,-27,-3.5,0,-190.0,171.0
2011-11-20,@ DET,0,0,CAR vs. DET,DET,1547.7914919157179,6.0,49,CAR,1328.4500736680325,28.0,35,1,14,-7.0,1,-325.0,285.0
2011-11-27,@ IND,0,0,CAR vs. IND,IND,1202.6605129589698,32.0,19,CAR,1306.3979372354715,26.0,27,0,-8,3.5,0,160.0,-178.0
2011-12-04,@ TAM,1,0,CAR vs. TAM,TAM,1382.8573971937394,19.0,19,CAR,1341.8972940589638,27.0,38,0,-19,1.0,0,122.0,-135.0
2011-12-18,@ HOU,0,0,CAR vs. HOU,HOU,1726.5955935734937,2.0,13,CAR,1369.94293445157,24.0,28,0,-15,-4.5,0,-240.0,214.0
2011-12-24,@ CAR,1,0,TAM vs. CAR,CAR,1341.8972940589638,27.0,48,TAM,1382.8573971937394,19.0,16,1,32,-9.0,1,-350.0,305.0
2012-01-01,@ NOR,1,0,CAR vs. NOR,NOR,1605.5472164411256,3.0,45,CAR,1422.381199321882,22.0,17,1,28,-7.0,1,-300.0,264.0
2011-09-18,@ NOR,0,0,CHI vs. NOR,NOR,1450.0,17.0,30,CHI,1550.0,1.0,13,1,17,-4.5,1,-228.0,204.0
2011-09-25,@ CHI,1,0,GNB vs. CHI,CHI,1485.9935000197115,8.0,17,GNB,1585.9935000197115,1.0,27,0,-10,4.0,0,188.0,-210.0
2011-10-10,@ DET,1,0,CHI vs. DET,DET,1656.4462688336037,1.0,24,CHI,1503.754092595383,14.0,13,1,11,-6.5,1,-280.0,248.0
2011-10-16,@ CHI,1,0,MIN vs. CHI,CHI,1474.4149001453206,15.0,39,MIN,1385.5961069319178,20.0,10,1,29,-1.0,1,-128.0,116.0
2011-10-23,@ TAM,0,0,CHI vs. TAM,TAM,1591.2327366223271,6.0,18,CHI,1511.9042027251273,14.0,24,0,-6,1.5,0,111.0,-122.0
2011-11-07,@ PHI,0,0,CHI vs. PHI,PHI,1509.8471930660148,14.0,24,CHI,1573.1261605252446,7.0,30,0,-6,-9.0,0,-355.0,310.0
2011-11-13,@ CHI,1,0,DET vs. CHI,CHI,1503.754092595383,14.0,37,DET,1656.4462688336037,1.0,13,1,24,-2.5,1,-135.0,122.0
2011-11-20,@ CHI,0,0,LAC vs. CHI,CHI,1661.3774689755414,6.0,31,LAC,1412.5877738170655,18.0,20,1,11,-4.5,1,-232.0,207.0
2011-11-27,@ LVR,0,0,CHI vs. LVR,LVR,1551.8504452633833,7.0,25,CHI,1680.6538816652371,3.0,20,1,5,-3.0,1,-140.0,127.0
2011-12-04,@ CHI,0,0,KAN vs. CHI,CHI,1612.9225489966175,8.0,3,KAN,1395.8414256348858,19.0,10,0,-7,-9.0,0,-390.0,338.0
2011-12-11,@ DEN,0,0,CHI vs. DEN,DEN,1623.8051998019528,8.0,13,CHI,1535.1991520022723,8.0,10,1,3,-3.5,0,-170.0,153.0
2011-12-18,@ CHI,0,0,SEA vs. CHI,CHI,1497.6811453115154,12.0,14,SEA,1492.1732100603915,18.0,38,0,-24,-3.5,0,-195.0,175.0
