Aw_Tm,Aw_G,Aw_W,Aw_Wpct,Aw_Poss,Aw_TotPoss,Aw_OppPoss,Aw_TotOppPoss,Aw_PassOffEff,Aw_RushOffEff,Aw_PassDefEff,Aw_RushDefEff,Aw_TmOffEff,Aw_TmDefEff,Aw_TmEff,Aw_TmLuckW,Aw_Pts,Aw_TotPts,Aw_TotScorePlays,Aw_OppPts,Aw_TotOppPts,Aw_TotOppScorePlays,Aw_TmDiv,Aw_WStreak,Aw_AvgMoV,Aw_TotPtDiff,Aw_OppSOS,Aw_PassCmppct,Aw_PassAdjYdsAtt,Aw_RushYdsAtt,Aw_PassTDG,Aw_RushTDG,Aw_FGpct,Aw_PenYdsG,Aw_TOVG,Aw_TO,Aw_Dwn3Conv,Aw_OppPassCmppct,Aw_OppPassAdjYdsAtt,Aw_OppRushYdsAtt,Aw_OppPassTDG,Aw_OppRushTDG,Aw_OppFGpct,Aw_OppPenYdsG,Aw_OppTOVG,Aw_OppDwn3Conv,Aw_TmLuck,Game Date,Aw_Season,Aw_OffEffAdj,Aw_DefEffAdj,Hm_Tm,Hm_G,Hm_W,Hm_Wpct,Hm_Poss,Hm_TotPoss,Hm_OppPoss,Hm_TotOppPoss,Hm_PassOffEff,Hm_RushOffEff,Hm_PassDefEff,Hm_RushDefEff,Hm_TmOffEff,Hm_TmDefEff,Hm_TmEff,Hm_TmLuckW,Hm_Pts,Hm_TotPts,Hm_TotScorePlays,Hm_OppPts,Hm_TotOppPts,Hm_TotOppScorePlays,Hm_TmDiv,Hm_WStreak,Hm_AvgMoV,Hm_TotPtDiff,Hm_OppSOS,Hm_PassCmppct,Hm_PassAdjYdsAtt,Hm_RushYdsAtt,Hm_PassTDG,Hm_RushTDG,Hm_FGpct,Hm_PenYdsG,Hm_TOVG,Hm_TO,Hm_Dwn3Conv,Hm_OppPassCmppct,Hm_OppPassAdjYdsAtt,Hm_OppRushYdsAtt,Hm_OppPassTDG,Hm_OppRushTDG,Hm_OppFGpct,Hm_OppPenYdsG,Hm_OppTOVG,Hm_OppDwn3Conv,Hm_TmLuck,Hm_Season,Hm_OffEffAdj,Hm_DefEffAdj,Matchup,Home Team,Home Pts,Home Elo,Home Lg Rank,Away Team,Away Pts,Away Elo,Away Lg Rank,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline,Divisional Game,Playoff Game
WAS,1.0,1.0,1.0,14.0,14,14.0,14,-20.099999999999994,-1.9377777777777778,-33.599999999999994,-0.8070588235294118,1.9285714285714286,1.2142857142857142,0.7142857142857144,0.7495882977312083,27.0,27.0,5.0,17.0,17.0,3.0,NFC East,1,10.0,10,0.5,0.5479999999999999,5.77,2.2222222222222223,1.0,2.0,0.6666666666666666,55.0,0.0,3.0,0.2777777777777778,0.5710000000000001,3.76,3.3529411764705883,2.0,0.0,0.5,20.0,3.0,0.2777777777777778,0.2504117022687917,2020-09-20,2020,0.4465756079531399,0.05365965048616965,ARI,1.0,1.0,1.0,11.0,11,11.0,11,-22.5,0.8399999999999999,0.9000000000000057,0.7599999999999998,2.1818181818181817,1.8181818181818181,0.36363636363636354,0.6063755161446597,24.0,24.0,4.0,20.0,20.0,4.0,NFC West,1,4.0,4,0.5,0.65,4.98,5.0,1.0,2.0,0.3333333333333333,102.0,1.0,-1.0,0.5,0.5760000000000001,8.58,4.92,2.0,0.0,1.0,53.0,0.0,0.5,0.3936244838553403,2020,0.5067725395837601,0.1431361759473965,WAS vs. ARI,ARI,30,1550.0,1.0,WAS,15,1550.0,1.0,1,15,-7.5,1,-313.0,268.0,0,0
DET,2.0,0.0,0.0,11.0,22,10.0,20,-18.0,0.3383579638752052,3.5,2.2007142857142856,2.0,3.5606060606060606,-1.5606060606060608,0.5682140026010839,22.0,44.0,8.0,34.5,69.0,11.0,NFC North,-2,-12.5,-25,1.0,0.5885,6.355,4.498357963875206,1.5,1.0,0.375,73.5,1.0,-2.0,0.4375,0.5780000000000001,8.290000000000001,6.360714285714286,2.5,1.0,1.0,54.0,0.0,0.4375,-0.5682140026010839,2020-09-27,2020,0.2603247267998029,0.1187411492847019,ARI,2.0,2.0,1.0,11.0,22,11.0,22,-17.549999999999997,0.8399999999999999,-6.899999999999999,0.8434782608695652,2.454545454545454,1.5909090909090908,0.8636363636363635,1.444285496900056,27.0,54.0,10.0,17.5,35.0,7.0,NFC West,2,9.5,19,1.0,0.667,5.82,5.0,1.0,2.0,0.6666666666666666,99.5,1.0,0.0,0.45588235294117646,0.5760000000000001,7.609999999999999,5.003478260869565,1.5,0.5,1.0,47.5,1.0,0.45588235294117646,0.555714503099944,2020,0.5808442052499873,0.24750003458408198,DET vs. ARI,ARI,23,1600.0,1.0,DET,26,1414.0064999802885,22.0,0,-3,-4.5,0,-218.0,193.0,0,0
ARI,3.0,2.0,0.6666666666666666,10.333333333333334,31,10.666666666666666,32,-21.0,0.5190123456790122,0.03333333333333618,0.28676328502415444,2.488215488215488,1.927272727272727,0.5609427609427607,1.8721504354303098,25.666666666666668,77.0,14.0,20.333333333333332,61.0,13.0,NFC West,-1,5.333333333333333,16,0.5,0.6636666666666667,5.526666666666667,4.679012345679013,1.3333333333333333,1.6666666666666667,0.7777777777777777,79.0,1.6666666666666667,-3.0,0.4372549019607843,0.6206666666666667,7.996666666666666,4.446763285024154,1.6666666666666667,0.3333333333333333,1.0,47.0,0.6666666666666666,0.4372549019607843,0.1278495645696902,2020-10-04,2020,0.47085907423629747,0.2881462952021455,CAR,3.0,1.0,0.3333333333333333,9.666666666666666,29,10.0,30,-3.4666666666666686,-0.2326190476190478,-8.4,0.8142445492796124,2.3777777777777778,2.731986531986532,-0.3542087542087542,1.2762072400110038,22.666666666666668,68.0,15.0,27.0,81.0,14.0,NFC South,1,-4.333333333333333,-13,0.25,0.7396666666666666,7.59,3.927380952380952,0.6666666666666666,1.3333333333333333,1.0,57.333333333333336,1.3333333333333333,2.0,0.4446386946386946,0.7013333333333334,6.706666666666667,4.974244549279613,1.0,2.3333333333333335,1.0,45.666666666666664,2.0,0.4446386946386946,-0.27620724001100383,2020,0.4696194413774131,0.2681455404427327,ARI vs. CAR,CAR,31,1464.0064999802885,17.0,ARI,21,1525.527670641467,8.0,1,10,3.0,1,141.0,-157.0,0,0
ARI,4.0,2.0,0.5,10.0,40,10.0,40,-11.575,0.7514331723027374,-0.34999999999999787,0.37507246376811576,2.4494949494949494,2.4142045454545453,0.035290404040403955,2.1564910441551604,24.5,98.0,17.0,23.0,92.0,18.0,NFC West,-2,1.5,6,0.4444444444444444,0.69125,5.702500000000001,4.911433172302738,1.75,1.25,0.7777777777777777,66.5,1.5,-3.0,0.41127450980392155,0.64125,7.8275,4.535072463768116,1.75,0.75,0.875,53.25,0.75,0.41127450980392155,-0.15649104415516035,2020-10-11,2020,0.4083728265585142,0.3198947575325445,NYJ,4.0,0.0,0.0,10.5,42,10.0,40,-31.125,-0.11337643678160925,-1.8500000000000014,0.04833043659621783,1.5227272727272727,3.290909090909091,-1.7681818181818183,0.7243221229755259,16.25,65.0,13.0,32.75,131.0,21.0,AFC East,-4,-16.5,-66,0.16666666666666666,0.6024999999999999,4.1725,4.046623563218391,0.75,0.5,1.0,83.75,1.25,1.0,0.347957963089542,0.7262500000000001,7.1975,4.208330436596218,1.75,1.5,0.7916666666666666,68.0,1.5,0.347957963089542,-0.7243221229755259,2020,0.25347507381737006,0.2986827213594623,ARI vs. NYJ,NYJ,10,1315.7512647424771,27.0,ARI,30,1466.76545012671,11.0,0,-20,7.0,0,254.0,-295.0,0,0
ARI,5.0,3.0,0.6,10.0,50,10.0,50,-8.819999999999999,0.6158132045088566,-4.659999999999999,0.3466293995859212,2.5595959595959594,2.1313636363636363,0.4282323232323232,3.087591083882955,25.6,128.0,22.0,20.4,102.0,20.0,NFC West,1,5.2,26,0.3333333333333333,0.6990000000000001,6.422,4.775813204508856,1.6,1.6,0.8333333333333333,65.0,1.4,-4.0,0.41235294117647053,0.6220000000000001,7.366,4.506629399585921,1.6,0.6,0.9,48.6,0.6,0.41235294117647053,-0.087591083882955,2020-10-19,2020,0.43229198461829993,0.3129927132893636,DAL,5.0,2.0,0.4,11.4,57,11.0,55,-1.2400000000000007,0.04822136294883785,4.7399999999999975,0.36396514161220034,2.8453846153846154,3.2512820512820513,-0.4058974358974357,2.20522910490479,32.6,163.0,27.0,36.0,180.0,31.0,NFC East,1,-3.4,-17,0.41666666666666663,0.6836,8.065999999999999,4.208221362948838,2.0,1.8,0.875,54.8,2.2,-8.0,0.47122766122766124,0.644,8.260000000000002,4.5239651416122,2.4,1.4,0.9166666666666666,47.2,0.6,0.47122766122766124,-0.20522910490478985,2020,0.4542414532195462,0.42777417362891457,ARI vs. DAL,DAL,10,1465.0278070983709,16.0,ARI,38,1496.3052912247954,10.0,0,-28,-1.0,0,-114.0,103.0,0,0
SEA,5.0,5.0,1.0,10.4,52,10.4,52,21.319999999999997,0.9105128205128205,-11.280000000000001,-0.4404818920916484,3.2735042735042734,2.6823931623931623,0.5911111111111111,3.130406271738234,33.8,169.0,25.0,27.0,135.0,26.0,NFC West,5,6.8,34,0.5208333333333334,0.7283999999999999,9.77,5.07051282051282,3.8,0.8,1.0,33.8,0.8,6.0,0.30930402930402934,0.6704000000000001,7.022,3.719518107908352,1.6,1.2,0.9,43.6,2.0,0.30930402930402934,1.869593728261766,2020-10-25,2020,0.6605378584867083,0.5869593728261766,ARI,6.0,4.0,0.6666666666666666,10.0,60,10.0,60,-8.716666666666667,1.0627014799478567,-9.816666666666665,0.19428993175369982,2.766329966329966,1.9428030303030301,0.8235269360269358,4.047046067607937,27.666666666666668,166.0,28.0,18.666666666666668,112.0,22.0,NFC West,2,9.0,54,0.3466666666666667,0.645,6.858333333333334,5.222701479947857,1.6666666666666667,1.8333333333333333,0.8666666666666666,61.333333333333336,1.1666666666666667,0.0,0.4333710407239819,0.6233333333333334,6.685,4.3542899317537005,1.5,0.5,0.8333333333333334,46.5,1.1666666666666667,0.4333710407239819,-0.04704606760793695,2020,0.4630075280749382,0.30268051809062607,SEA vs. ARI,ARI,37,1541.816219798112,7.0,SEA,34,1684.8453457389448,1.0,1,3,3.5,1,166.0,-186.0,1,0
MIA,7.0,4.0,0.5714285714285714,10.571428571428571,74,10.857142857142858,76,-4.7571428571428545,-0.49059163059163063,-16.8,0.7942868170891622,2.547077922077922,1.8783189033189036,0.6687590187590188,4.49976553522546,26.857142857142858,188.0,33.0,18.571428571428573,130.0,21.0,AFC East,3,8.285714285714286,58,0.6190476190476191,0.698857142857143,6.96,3.6694083694083695,1.5714285714285714,1.0,1.0,35.714285714285715,1.2857142857142858,4.0,0.3645243645243645,0.6290000000000001,6.365714285714286,4.954286817089162,1.1428571428571428,1.2857142857142858,0.5833333333333334,52.142857142857146,1.8571428571428572,0.3645243645243645,-0.4997655352254604,2020-11-08,2020,0.41410760103776023,0.21711451834636342,ARI,7.0,5.0,0.7142857142857143,10.428571428571429,73,10.285714285714286,72,-6.828571428571428,1.0049129568384225,-10.828571428571427,0.5246294653126952,2.7777333777333775,2.070021645021645,0.7077117327117326,4.596979319463968,29.0,203.0,35.0,20.857142857142858,146.0,28.0,NFC West,3,8.142857142857142,57,0.45555555555555555,0.654,6.994285714285715,5.164912956838423,1.8571428571428572,1.7142857142857142,0.8472222222222222,58.285714285714285,1.2857142857142858,1.0,0.43098470157293683,0.6285714285714287,6.578571428571428,4.684629465312695,1.7142857142857142,0.5714285714285714,0.8571428571428571,51.0,1.4285714285714286,0.43098470157293683,0.4030206805360317,2020,0.5070562109956186,0.35572337114089064,MIA vs. ARI,ARI,31,1611.3107455687075,6.0,MIA,34,1581.869791162484,14.0,0,-3,-6.0,0,-241.0,211.0,0,0
BUF,9.0,7.0,0.7777777777777778,9.11111111111111,82,9.666666666666666,87,2.944444444444446,-0.2941016545535997,-6.422222222222221,0.25851964874663075,2.9253086419753087,2.7107182940516275,0.21459034792368126,4.90240766474035,26.88888888888889,242.0,44.0,25.88888888888889,233.0,41.0,AFC East,3,1.0,9,0.5821428571428571,0.6788888888888889,8.196666666666665,3.8658983454464004,2.111111111111111,1.0,0.8125,63.44444444444444,1.2222222222222223,3.0,0.4879501399109242,0.6743333333333333,6.998888888888889,4.4185196487466305,1.5555555555555556,1.4444444444444444,0.9375,46.77777777777778,1.5555555555555556,0.4879501399109242,2.09759233525965,2020-11-15,2020,0.6616450714788952,0.5287372742600838,ARI,8.0,5.0,0.625,10.25,82,10.0,80,-0.049999999999998934,0.9606501885849711,-7.1875,0.3940507821486082,2.861072261072261,2.3425189393939396,0.5185533216783216,5.042465681281301,29.25,234.0,40.0,22.5,180.0,33.0,NFC West,-1,6.75,54,0.47210884353741495,0.67325,7.6775,5.120650188584971,2.0,1.625,0.7976190476190476,59.875,1.25,0.0,0.4291949472096531,0.63925,6.92125,4.554050782148608,1.75,0.625,0.875,54.0,1.25,0.4291949472096531,-0.04246568128130068,2020,0.4852155072389451,0.35874786330893293,BUF vs. ARI,ARI,32,1557.083963621805,10.0,BUF,30,1664.1924627971578,3.0,1,2,-3.0,0,-153.0,138.0,0,0
ARI,9.0,6.0,0.6666666666666666,10.444444444444445,94,10.222222222222221,92,-1.4333333333333325,1.080577945408863,-8.044444444444444,0.338662423638269,2.8394716394716393,2.360016835016835,0.4794548044548044,5.5806303768003085,29.555555555555557,266.0,47.0,23.333333333333332,210.0,39.0,NFC West,1,6.222222222222222,56,0.5103174603174603,0.6748888888888889,7.5566666666666675,5.240577945408863,1.8888888888888888,1.6666666666666667,0.8229166666666666,57.666666666666664,1.3333333333333333,0.0,0.4242416624769566,0.6415555555555555,6.743333333333333,4.498662423638269,1.8888888888888888,0.5555555555555556,0.8888888888888888,55.666666666666664,1.3333333333333333,0.4242416624769566,0.4193696231996915,2020-11-19,2020,0.5232983123999828,0.3965645112376666,SEA,9.0,6.0,0.6666666666666666,10.666666666666666,96,10.555555555555555,95,6.92222222222222,0.7417420488008724,-2.6999999999999997,-0.69066057562627,3.0371320037986704,2.8348528015194683,0.20227920227920232,4.9080813728570964,32.22222222222222,290.0,47.0,29.555555555555557,266.0,49.0,NFC West,-2,2.6666666666666665,24,0.5870535714285714,0.701111111111111,8.31111111111111,4.901742048800873,3.111111111111111,1.0,1.0,34.77777777777778,1.5555555555555556,1.0,0.36457061457061457,0.7014444444444445,7.720000000000001,3.4693394243737306,1.7777777777777777,1.5555555555555556,0.875,45.888888888888886,1.6666666666666667,0.36457061457061457,1.0919186271429036,2020,0.5489816845783755,0.521057324830412,ARI vs. SEA,SEA,28,1684.8453457389448,1.0,ARI,21,1541.816219798112,7.0,1,7,-3.0,1,-164.0,147.0,1,0
ARI,10.0,6.0,0.6,10.2,102,10.1,101,-1.189999999999999,0.8731868175346434,-5.480000000000001,0.4210542457905711,2.818024475524475,2.435126262626263,0.38289821289821285,5.916488604037088,28.7,287.0,50.0,23.8,238.0,44.0,NFC West,-1,4.9,49,0.5276895943562611,0.6764,7.508,5.033186817534643,1.9,1.6,0.8229166666666666,63.4,1.2,0.0,0.4363629507747155,0.6595000000000001,6.862,4.581054245790571,1.9,0.6,0.9,58.0,1.2,0.4363629507747155,0.0835113959629119,2020-11-29,2020,0.4942897743119074,0.39571732814095856,NWE,10.0,4.0,0.4,8.6,86,9.1,91,-18.639999999999997,0.44907469079537315,-7.520000000000001,0.08287920661604882,2.478333333333333,2.631262626262626,-0.15292929292929291,4.4059758964001245,20.9,209.0,38.0,23.8,238.0,44.0,AFC East,-1,-2.9,-29,0.6040564373897708,0.6722,5.694,4.609074690795373,0.6,1.5,0.85,35.8,1.5,0.0,0.4294855144855145,0.6833,7.596000000000001,4.242879206616049,1.6,0.9,0.9629629629629629,42.7,1.5,0.4294855144855145,-0.40597589640012455,2020,0.42392199527534336,0.41553523138285114,ARI vs. NWE,NWE,20,1427.4584859353358,15.0,ARI,17,1560.0675670596995,11.0,1,3,1.0,1,104.0,-115.0,0,0
