Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Lg Rank,Home Pts,Away Team,Away Elo,Away Lg Rank,Away Pts,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline
2010-09-12,@ LAR,1,0,ARI vs. LAR,LAR,1500.0,1.0,13,ARI,1500.0,1.0,17,0,-4,3.0,0,147.0,-163.0
2010-09-19,@ ATL,0,0,ARI vs. ATL,ATL,1450.0,17.0,41,ARI,1550.0,1.0,7,1,34,-7.0,1,-280.0,248.0
2010-09-26,@ ARI,0,0,LVR vs. ARI,ARI,1485.9935000197115,9.0,24,LVR,1500.0,9.0,23,1,1,-5.5,0,-234.0,209.0
2010-10-03,@ LAC,0,0,ARI vs. LAC,LAC,1459.9838184071837,19.0,41,ARI,1538.008106127738,4.0,10,1,31,-10.0,1,-500.0,423.0
2010-10-10,@ ARI,0,0,NOR vs. ARI,ARI,1476.9645390974367,10.0,30,NOR,1555.709927338032,1.0,20,1,10,6.5,1,252.0,-285.0
2010-10-24,@ SEA,1,0,ARI vs. SEA,SEA,1543.7516361940845,13.0,22,ARI,1538.1067729015026,7.0,10,1,12,-6.5,1,-276.0,244.0
2010-10-31,@ ARI,0,0,TAM vs. ARI,ARI,1488.9190625581296,15.0,35,TAM,1564.810520162072,7.0,38,0,-3,-3.0,0,-174.0,157.0
2010-11-07,@ MIN,0,0,ARI vs. MIN,MIN,1405.8571463130522,19.0,27,ARI,1449.6702716859365,17.0,24,1,3,-7.0,0,-325.0,285.0
2010-11-14,@ ARI,1,0,SEA vs. ARI,ARI,1538.1067729015026,7.0,18,SEA,1543.7516361940845,13.0,36,0,-18,-3.5,0,-200.0,180.0
2010-11-21,@ KAN,0,0,ARI vs. KAN,KAN,1433.8363751141717,11.0,31,ARI,1356.745718998515,19.0,13,1,18,-7.0,1,-303.0,267.0
2010-11-29,@ ARI,1,0,SFO vs. ARI,ARI,1317.6614047043265,23.0,6,SFO,1425.740054487211,23.0,27,0,-21,1.0,0,113.0,-125.0
2010-12-05,@ ARI,1,0,LAR vs. ARI,ARI,1500.0,1.0,6,LAR,1500.0,1.0,19,0,-13,3.0,0,152.0,-169.0
2010-12-12,@ ARI,0,0,DEN vs. ARI,ARI,1255.8549425678125,27.0,43,DEN,1307.1311153413988,27.0,13,1,30,4.0,1,171.0,-190.0
2010-12-19,@ CAR,0,0,ARI vs. CAR,CAR,1226.5727217469241,32.0,19,ARI,1313.1810634196497,26.0,12,1,7,-2.5,1,-128.0,116.0
2010-12-25,@ ARI,0,0,DAL vs. ARI,ARI,1250.9690310744054,27.0,27,DAL,1487.7367338496163,21.0,26,1,1,7.0,1,269.0,-305.0
2011-01-02,@ SFO,1,0,ARI vs. SFO,SFO,1425.740054487211,23.0,38,ARI,1317.6614047043265,23.0,7,1,31,-6.0,1,-230.0,205.0
2010-09-12,@ PIT,0,0,ATL vs. PIT,PIT,1500.0,1.0,15,ATL,1500.0,1.0,9,1,6,1.0,1,102.0,-112.0
2010-09-26,@ NOR,1,0,ATL vs. NOR,NOR,1585.9935000197115,1.0,24,ATL,1514.0064999802885,9.0,27,0,-3,-3.0,0,-172.0,155.0
2010-10-03,@ ATL,0,0,SFO vs. ATL,ATL,1574.2205165379482,4.0,16,SFO,1386.9160182128549,28.0,14,1,2,-7.0,0,-309.0,272.0
2010-10-10,@ CLE,0,0,ATL vs. CLE,CLE,1447.5590734995562,23.0,10,ATL,1599.6049813963384,1.0,20,0,-10,3.0,0,144.0,-160.0
2010-10-17,@ PHI,0,0,ATL vs. PHI,PHI,1515.6788040689617,7.0,31,ATL,1629.0213581107564,1.0,17,1,14,-1.0,1,-118.0,107.0
2010-10-24,@ ATL,0,0,CIN vs. ATL,ATL,1563.265073634896,4.0,39,CIN,1435.3993190096307,17.0,32,1,7,-3.5,1,-195.0,175.0
2010-11-07,@ ATL,1,0,TAM vs. ATL,ATL,1595.651826480728,3.0,27,TAM,1604.059311034265,2.0,21,1,6,-10.0,0,-475.0,404.0
2010-11-11,@ ATL,0,0,BAL vs. ATL,ATL,1646.861524654041,1.0,26,BAL,1634.537526833104,1.0,21,1,5,-1.0,1,-125.0,113.0
2010-11-21,@ LAR,0,0,ATL vs. LAR,LAR,1429.358541167105,16.0,17,ATL,1695.0887022675747,1.0,34,0,-17,3.5,0,162.0,-180.0
2010-11-28,@ ATL,0,0,GNB vs. ATL,ATL,1712.8929615669215,1.0,20,GNB,1620.538457574474,4.0,17,1,3,-2.5,1,-125.0,113.0
2010-12-05,@ TAM,1,0,ATL vs. TAM,TAM,1604.059311034265,2.0,24,ATL,1595.651826480728,3.0,28,0,-4,3.0,0,139.0,-154.0
2010-12-12,@ CAR,1,0,ATL vs. CAR,CAR,1230.7564605138255,32.0,10,ATL,1774.706325032286,1.0,31,0,-21,7.0,0,264.0,-300.0
2010-12-19,@ SEA,0,0,ATL vs. SEA,SEA,1403.8804912180224,17.0,18,ATL,1778.8900637991874,1.0,34,0,-16,5.5,0,205.0,-229.0
2010-12-27,@ ATL,1,0,NOR vs. ATL,ATL,1514.0064999802885,9.0,14,NOR,1585.9935000197115,1.0,17,0,-3,-2.0,0,-129.0,117.0
2011-01-02,@ ATL,1,0,CAR vs. ATL,ATL,1774.706325032286,1.0,31,CAR,1230.7564605138255,32.0,10,1,21,-14.0,1,-940.0,730.0
2011-01-15,@ ATL,0,1,GNB vs. ATL,ATL,1724.60390110001,2.0,21,GNB,1678.7627941006647,3.0,48,0,-27,-2.5,0,-125.0,113.0
2010-09-13,@ NYJ,0,0,BAL vs. NYJ,NYJ,1500.0,1.0,9,BAL,1500.0,1.0,10,0,-1,-1.0,0,-119.0,108.0
2010-09-19,@ CIN,1,0,BAL vs. CIN,CIN,1450.0,17.0,15,BAL,1550.0,1.0,10,1,5,2.5,1,131.0,-145.0
2010-09-26,@ BAL,1,0,CLE vs. BAL,BAL,1485.9935000197115,9.0,24,CLE,1414.0064999802885,25.0,17,1,7,-12.0,0,-700.0,569.0
2010-10-03,@ PIT,1,0,BAL vs. PIT,PIT,1647.9853938919734,1.0,14,BAL,1525.7794834620518,4.0,17,0,-3,-2.0,0,-124.0,112.0
2010-10-10,@ BAL,0,0,DEN vs. BAL,BAL,1592.6752335627775,1.0,31,DEN,1525.8620455882342,10.0,17,1,14,-8.0,1,-375.0,326.0
2010-10-17,@ NWE,0,0,BAL vs. NWE,NWE,1575.7794834620518,1.0,23,BAL,1633.1768411611708,1.0,20,1,3,-3.0,0,-139.0,126.0
2010-10-24,@ BAL,0,0,BUF vs. BAL,BAL,1574.9910312690004,4.0,37,BUF,1321.1532536264265,26.0,34,1,3,-12.0,0,-621.0,513.0
2010-11-07,@ BAL,0,0,MIA vs. BAL,BAL,1593.8192991746243,3.0,26,MIA,1528.5663739690976,10.0,10,1,16,-5.0,1,-221.0,198.0
2010-11-21,@ CAR,0,0,BAL vs. CAR,CAR,1301.291890369134,27.0,13,BAL,1586.3103492195703,4.0,37,0,-24,13.0,0,671.0,-850.0
2010-11-28,@ BAL,0,0,TAM vs. BAL,BAL,1602.547358161856,4.0,17,TAM,1607.9800092707758,4.0,10,1,7,-7.5,0,-334.0,292.0
2010-12-05,@ BAL,1,0,PIT vs. BAL,BAL,1525.7794834620518,4.0,10,PIT,1647.9853938919734,1.0,13,0,-3,-3.0,0,-180.0,162.0
2010-12-13,@ HOU,0,0,BAL vs. HOU,HOU,1422.4757164297168,20.0,28,BAL,1599.3102477047964,7.0,34,0,-6,3.0,0,131.0,-145.0
2010-12-19,@ BAL,0,0,NOR vs. BAL,BAL,1625.8531063948014,5.0,30,NOR,1683.951562081393,3.0,24,1,6,-1.0,1,-125.0,113.0
2010-12-26,@ CLE,1,0,BAL vs. CLE,CLE,1414.0064999802885,25.0,10,BAL,1485.9935000197115,9.0,20,0,-10,3.5,0,171.0,-190.0
2011-01-02,@ BAL,1,0,CIN vs. BAL,BAL,1550.0,1.0,13,CIN,1450.0,17.0,7,1,6,-9.5,0,-430.0,369.0
2011-01-09,@ KAN,0,1,BAL vs. KAN,KAN,1505.4950798060272,8.0,7,BAL,1715.2132120052377,3.0,30,0,-23,3.0,0,139.0,-154.0
2011-01-15,@ PIT,1,1,BAL vs. PIT,PIT,1651.8438602391352,3.0,31,BAL,1738.2322840197928,1.0,24,1,7,-2.0,1,-124.0,112.0
2010-09-12,@ BUF,1,0,MIA vs. BUF,BUF,1500.0,1.0,10,MIA,1500.0,1.0,15,0,-5,3.0,0,140.0,-155.0
2010-09-19,@ GNB,0,0,BUF vs. GNB,GNB,1550.0,1.0,34,BUF,1450.0,17.0,7,1,27,-12.5,1,-670.0,548.0
2010-09-26,@ NWE,1,0,BUF vs. NWE,NWE,1485.9935000197115,9.0,38,BUF,1414.0064999802885,25.0,30,1,8,-14.0,0,-890.0,697.0
2010-10-03,@ BUF,1,0,NYJ vs. BUF,BUF,1374.2205165379482,28.0,14,NYJ,1574.2205165379482,4.0,38,0,-24,5.5,0,210.0,-235.0
2010-10-10,@ BUF,0,0,JAX vs. BUF,BUF,1350.195209202744,25.0,26,JAX,1505.3855216934458,10.0,36,0,-10,-2.5,0,-131.0,119.0
2010-10-31,@ KAN,0,0,BUF vs. KAN,KAN,1540.3076158960714,7.0,13,BUF,1302.3249857208025,28.0,10,1,3,-7.0,0,-325.0,285.0
2010-11-07,@ BUF,0,0,CHI vs. BUF,BUF,1282.062001643512,26.0,19,CHI,1467.3531733752081,10.0,22,0,-3,3.0,0,135.0,-149.0
2010-11-14,@ BUF,0,0,DET vs. BUF,BUF,1256.4573947022811,26.0,14,DET,1418.3120680541813,22.0,12,1,2,-1.5,1,-119.0,108.0
2010-11-21,@ CIN,0,0,BUF vs. CIN,CIN,1322.934913040541,24.0,31,BUF,1328.1996105753833,27.0,49,0,-18,-4.0,0,-210.0,188.0
2010-11-28,@ BUF,0,0,PIT vs. BUF,BUF,1377.442017680198,29.0,16,PIT,1603.9960431101435,4.0,19,0,-3,6.5,1,249.0,-282.0
2010-12-05,@ MIN,0,0,BUF vs. MIN,MIN,1456.52903995371,23.0,38,BUF,1356.095273667149,29.0,14,1,24,-5.0,1,-230.0,205.0
2010-12-12,@ BUF,0,0,CLE vs. BUF,BUF,1320.159278906389,29.0,13,CLE,1541.4996907357006,20.0,6,1,7,-1.0,1,-113.0,102.0
2010-12-19,@ MIA,1,0,BUF vs. MIA,MIA,1500.0,1.0,14,BUF,1500.0,1.0,17,0,-3,-5.5,0,-235.0,210.0
2010-12-26,@ BUF,1,0,NWE vs. BUF,BUF,1414.0064999802885,25.0,3,NWE,1485.9935000197115,9.0,34,0,-31,7.0,0,264.0,-300.0
2011-01-02,@ NYJ,1,0,BUF vs. NYJ,NYJ,1574.2205165379482,4.0,38,BUF,1374.2205165379482,28.0,7,1,31,-1.0,1,-125.0,113.0
2010-09-12,@ NYG,0,0,CAR vs. NYG,NYG,1500.0,1.0,31,CAR,1500.0,1.0,18,1,13,-5.5,1,-240.0,214.0
2010-09-19,@ CAR,1,0,TAM vs. CAR,CAR,1450.0,17.0,7,TAM,1550.0,1.0,20,0,-13,-4.0,0,-210.0,188.0
2010-09-26,@ CAR,0,0,CIN vs. CAR,CAR,1414.0064999802885,25.0,7,CIN,1514.0064999802885,9.0,20,0,-13,3.0,0,147.0,-163.0
2010-10-03,@ NOR,1,0,CAR vs. NOR,NOR,1525.7794834620518,4.0,16,CAR,1378.012999960577,28.0,14,1,2,-12.5,0,-650.0,534.0
2010-10-10,@ CAR,0,0,CHI vs. CAR,CAR,1348.0825560845967,25.0,6,CHI,1560.2311264522957,1.0,23,0,-17,-2.5,0,-140.0,127.0
2010-10-24,@ CAR,0,0,SFO vs. CAR,CAR,1325.3104675298873,26.0,23,SFO,1398.1489046948195,26.0,20,1,3,1.0,1,113.0,-125.0
2010-10-31,@ LAR,0,0,CAR vs. LAR,LAR,1452.3948060172713,17.0,20,CAR,1385.6418434512377,25.0,10,1,10,-2.5,1,-145.0,131.0
2010-11-07,@ CAR,1,0,NOR vs. CAR,CAR,1378.012999960577,28.0,3,NOR,1525.7794834620518,4.0,34,0,-31,5.5,0,218.0,-245.0
2010-11-14,@ TAM,1,0,CAR vs. TAM,TAM,1550.0,1.0,31,CAR,1450.0,17.0,16,1,15,-7.0,1,-282.0,249.0
2010-11-28,@ CLE,0,0,CAR vs. CLE,CLE,1454.273465283554,23.0,24,CAR,1285.0548814268484,32.0,23,1,1,-9.0,0,-360.0,314.0
2010-12-05,@ SEA,0,0,CAR vs. SEA,SEA,1431.3849746698709,17.0,31,CAR,1257.6484868125367,32.0,14,1,17,-4.5,1,-225.0,201.0
2010-12-23,@ PIT,0,0,CAR vs. PIT,PIT,1620.9658133367207,3.0,27,CAR,1288.7847540921684,32.0,3,1,24,-14.0,1,-1150.0,850.0
2010-09-12,@ CHI,1,0,DET vs. CHI,CHI,1500.0,1.0,19,DET,1500.0,1.0,14,1,5,-6.5,0,-280.0,248.0
