Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Pts,Away Team,Away Elo,Away Pts,Home W,Home Pt Diff
2023-01-22,@ SFO,0,1,DAL vs. SFO,SFO,1778.1191866215893,19,DAL,1643.2081557268975,12,1,7
2022-09-12,@ SEA,0,0,DEN vs. SEA,SEA,1500.0,17,DEN,1500.0,16,1,1
2022-09-18,@ DEN,0,0,HOU vs. DEN,DEN,1450.0,16,HOU,1450.0,9,1,7
2022-09-25,@ DEN,0,0,SFO vs. DEN,DEN,1500.0,11,SFO,1514.0064999802885,10,1,1
2022-10-02,@ LVR,1,0,DEN vs. LVR,LVR,1352.0146061080266,32,DEN,1552.0146061080266,23,1,9
2022-10-06,@ DEN,0,0,IND vs. DEN,DEN,1476.0399134432307,9,IND,1423.963491903822,12,0,-3
2022-10-17,@ LAC,1,0,DEN vs. LAC,LAC,1535.8771120970368,19,DEN,1418.6011382125566,16,1,3
2022-10-23,@ DEN,0,0,NYJ vs. DEN,DEN,1384.865440588374,9,NYJ,1607.0525105144502,16,0,-7
2022-10-30,@ JAX,0,0,DEN vs. JAX,JAX,1376.5481318809336,17,DEN,1363.0935885689953,21,0,-4
2022-11-13,@ TEN,0,0,DEN vs. TEN,TEN,1563.6099591286015,17,DEN,1415.028885673184,10,1,7
2022-11-20,@ DEN,1,0,LVR vs. DEN,DEN,1552.0146061080266,16,LVR,1352.0146061080266,22,0,-6
2022-12-11,@ DEN,1,0,KAN vs. DEN,DEN,1262.8693452795483,28,KAN,1644.0408635657782,34,0,-6
2022-12-25,@ LAR,0,0,DEN vs. LAR,LAR,1296.8248559238202,51,DEN,1316.8306053646459,14,1,37
2023-01-01,@ KAN,1,0,DEN vs. KAN,KAN,1644.0408635657782,27,DEN,1262.8693452795483,24,1,3
2023-01-08,@ DEN,1,0,LAC vs. DEN,DEN,1418.6011382125566,31,LAC,1535.8771120970368,28,1,3
2022-09-11,@ DET,0,0,PHI vs. DET,DET,1500.0,35,PHI,1500.0,38,0,-3
2022-09-18,@ DET,0,0,WAS vs. DET,DET,1450.0,36,WAS,1550.0,27,1,9
2022-09-25,@ MIN,1,0,DET vs. MIN,MIN,1500.0,28,DET,1514.0064999802885,24,1,4
2022-10-02,@ DET,0,0,SEA vs. DET,DET,1461.991893872262,45,SEA,1423.864708082735,48,0,-3
2022-10-09,@ NWE,0,0,DET vs. NWE,NWE,1427.8519086541642,29,DET,1406.526870905326,0,1,29
2022-10-30,@ DET,0,0,MIA vs. DET,DET,1338.7340907332127,27,MIA,1522.1624635778903,31,0,-4
2022-11-06,@ DET,1,0,GNB vs. DET,DET,1312.9246888472248,15,GNB,1423.6566488659062,9,1,6
2022-11-20,@ NYG,0,0,DET vs. NYG,NYG,1631.3950173230128,18,DET,1429.8839833460165,31,0,-13
2022-12-04,@ DET,0,0,JAX vs. DET,DET,1470.1240051053264,40,JAX,1448.036908833816,14,1,26
2022-12-11,@ DET,1,0,MIN vs. DET,DET,1514.0064999802885,34,MIN,1500.0,23,1,11
2022-12-18,@ NYJ,0,0,DET vs. NYJ,NYJ,1518.3707088859503,17,DET,1595.9958346763044,20,0,-3
2023-01-08,@ GNB,1,0,DET vs. GNB,GNB,1423.6566488659062,16,DET,1312.9246888472248,20,0,-4
2022-09-11,@ MIN,1,0,GNB vs. MIN,MIN,1500.0,23,GNB,1500.0,7,1,16
2022-09-25,@ TAM,0,0,GNB vs. TAM,TAM,1600.0,12,GNB,1514.0064999802885,14,0,-2
2022-10-02,@ GNB,0,0,NWE vs. GNB,GNB,1576.135291917265,27,NWE,1461.991893872262,24,1,3
2022-10-09,@ GNB,0,0,NYG vs. GNB,GNB,1610.2752771353628,22,NYG,1573.864708082735,27,0,-5
2022-10-16,@ GNB,0,0,NYJ vs. GNB,GNB,1555.0544737771029,10,NYJ,1557.3883818306663,27,0,-17
2022-10-23,@ WAS,0,0,GNB vs. WAS,WAS,1439.1468002123875,23,GNB,1505.3903450933187,21,1,2
2022-11-17,@ GNB,0,0,TEN vs. GNB,GNB,1441.7709333923149,17,TEN,1593.4421540457452,27,0,-10
2022-11-27,@ PHI,0,0,GNB vs. PHI,PHI,1699.2977096863713,40,GNB,1412.3097533352654,33,1,7
2022-12-19,@ GNB,0,0,LAR vs. GNB,GNB,1429.9572681155357,24,LAR,1333.2571330458984,12,1,12
2022-12-25,@ MIA,0,0,GNB vs. MIA,MIA,1484.4009216156362,20,GNB,1466.389545237614,26,0,-6
2023-01-01,@ GNB,1,0,MIN vs. GNB,GNB,1500.0,41,MIN,1500.0,17,1,24
2022-09-11,@ HOU,1,0,IND vs. HOU,HOU,1500.0,20,IND,1500.0,20,0,0
2022-10-02,@ HOU,0,0,LAC vs. HOU,HOU,1362.1287919369765,24,LAC,1450.0,34,0,-10
2022-10-09,@ JAX,1,0,HOU vs. JAX,JAX,1511.8798290661243,6,HOU,1324.5115715380366,13,0,-7
2022-10-23,@ LVR,0,0,HOU vs. LVR,LVR,1398.0903614680687,38,HOU,1399.1340578288025,20,1,18
2022-10-30,@ HOU,1,0,TEN vs. HOU,HOU,1348.9838583004882,10,TEN,1596.7811221320806,17,0,-7
2022-11-03,@ HOU,0,0,PHI vs. HOU,HOU,1329.6183934229277,17,PHI,1752.0300358236468,29,0,-12
2022-11-13,@ NYG,0,0,HOU vs. NYG,NYG,1615.874301183509,24,HOU,1321.5389141704723,16,1,8
2022-11-20,@ HOU,0,0,WAS vs. HOU,HOU,1306.0181980309685,10,WAS,1594.7012490674974,23,0,-13
2022-11-27,@ MIA,0,0,HOU vs. MIA,MIA,1610.2782691085947,30,HOU,1290.0660555614058,15,1,15
2022-12-18,@ HOU,0,0,KAN vs. HOU,HOU,1241.2333005372507,24,KAN,1654.0681209644972,30,0,-6
2022-12-24,@ TEN,1,0,HOU vs. TEN,TEN,1596.7811221320806,14,HOU,1348.9838583004882,19,0,-5
2023-01-01,@ HOU,1,0,JAX vs. HOU,HOU,1324.5115715380366,3,JAX,1511.8798290661243,31,0,-28
2023-01-08,@ IND,1,0,HOU vs. IND,IND,1500.0,31,HOU,1500.0,32,0,-1
2022-09-11,@ HOU,1,0,IND vs. HOU,HOU,1500.0,20,IND,1500.0,20,1,0
2022-09-18,@ JAX,1,0,IND vs. JAX,JAX,1450.0,24,IND,1450.0,0,1,24
2022-09-25,@ IND,0,0,KAN vs. IND,IND,1400.0,20,KAN,1600.0,17,1,3
2022-10-02,@ IND,1,0,TEN vs. IND,IND,1475.9746926647958,17,TEN,1461.991893872262,24,0,-7
2022-10-16,@ IND,1,0,JAX vs. IND,IND,1450.0,34,JAX,1450.0,27,1,7
2022-10-23,@ TEN,1,0,IND vs. TEN,TEN,1461.991893872262,19,IND,1475.9746926647958,10,1,9
