Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Lg Rank,Home Pts,Away Team,Away Elo,Away Lg Rank,Away Pts,Home W,Home Pt Diff
2020-10-29,@ CAR,1,0,ATL vs. CAR,CAR,1522.7687204950455,11.0,17,ATL,1355.2498439607655,27.0,25,0,-8
2020-11-08,@ ATL,0,0,DEN vs. ATL,ATL,1416.0139540697978,24.0,34,DEN,1503.5850658932472,17.0,27,1,7
2020-11-22,@ NOR,1,0,ATL vs. NOR,NOR,1712.4674749407325,2.0,24,ATL,1478.356186507499,20.0,9,1,15
2020-11-29,@ ATL,0,0,LVR vs. ATL,ATL,1457.7307507404116,20.0,43,LVR,1597.6950013012563,11.0,6,1,37
2020-12-06,@ ATL,1,0,NOR vs. ATL,ATL,1478.356186507499,20.0,16,NOR,1712.4674749407325,2.0,21,0,-5
2020-12-13,@ LAC,0,0,ATL vs. LAC,LAC,1310.9484340099366,25.0,20,ATL,1505.4838453374205,22.0,17,1,3
2020-12-20,@ ATL,1,0,TAM vs. ATL,ATL,1430.0880187177247,24.0,27,TAM,1586.7656965210138,11.0,31,0,-4
2020-12-27,@ KAN,0,0,ATL vs. KAN,KAN,1847.874831733556,1.0,17,ATL,1401.2221875648465,26.0,14,1,3
2021-01-03,@ TAM,1,0,ATL vs. TAM,TAM,1586.7656965210138,11.0,44,ATL,1430.0880187177247,24.0,27,1,17
2020-09-13,@ BAL,1,0,CLE vs. BAL,BAL,1500.0,1.0,38,CLE,1500.0,1.0,6,1,32
2020-09-20,@ HOU,0,0,BAL vs. HOU,HOU,1450.0,17.0,16,BAL,1550.0,1.0,33,0,-17
2020-09-28,@ BAL,0,0,KAN vs. BAL,BAL,1585.9935000197115,1.0,20,KAN,1600.0,1.0,34,0,-14
2020-10-04,@ WAS,0,0,BAL vs. WAS,WAS,1450.0,17.0,17,BAL,1538.008106127738,8.0,31,0,-14
2020-10-11,@ BAL,1,0,CIN vs. BAL,BAL,1575.6068354572337,5.0,27,CIN,1414.124854337694,17.0,3,1,24
2020-10-18,@ PHI,0,0,BAL vs. PHI,PHI,1408.9005873898545,19.0,28,BAL,1603.9081328206767,4.0,30,0,-2
2020-11-01,@ BAL,1,0,PIT vs. BAL,BAL,1628.461923988496,3.0,24,PIT,1740.5178868191408,1.0,28,0,-4
2020-11-08,@ IND,0,0,BAL vs. IND,IND,1614.4941934114458,6.0,10,BAL,1594.051245737217,6.0,24,0,-14
2020-11-15,@ NWE,0,0,BAL vs. NWE,NWE,1417.367562368159,16.0,23,BAL,1646.989831963076,4.0,17,1,6
2020-11-22,@ BAL,0,0,TEN vs. BAL,BAL,1568.041529526922,6.0,24,TEN,1549.6118393487668,6.0,30,0,-6
2020-12-02,@ PIT,1,0,BAL vs. PIT,PIT,1740.5178868191408,1.0,19,BAL,1628.461923988496,3.0,14,1,5
2020-12-08,@ BAL,0,0,DAL vs. BAL,BAL,1498.8069274015224,13.0,34,DAL,1333.4544953629554,27.0,17,1,17
2020-12-14,@ CLE,1,0,BAL vs. CLE,CLE,1500.0,1.0,42,BAL,1500.0,1.0,47,0,-5
2020-12-20,@ BAL,0,0,JAX vs. BAL,BAL,1596.1352537612042,11.0,40,JAX,1166.2905433559629,31.0,14,1,26
2020-12-27,@ BAL,0,0,NYG vs. BAL,BAL,1603.9026043506742,10.0,27,NYG,1445.145110972468,20.0,13,1,14
2021-01-03,@ CIN,1,0,BAL vs. CIN,CIN,1414.124854337694,17.0,3,BAL,1575.6068354572337,5.0,38,0,-35
2021-01-10,@ TEN,0,1,BAL vs. TEN,TEN,1599.2910370798922,7.0,13,BAL,1652.1213009428905,7.0,20,0,-7
2021-01-16,@ BUF,0,1,BAL vs. BUF,BUF,1814.4924193960783,1.0,17,BAL,1694.5764747406158,3.0,3,1,14
2020-09-13,@ BUF,1,0,NYJ vs. BUF,BUF,1500.0,1.0,27,NYJ,1500.0,1.0,17,1,10
2020-09-20,@ MIA,1,0,BUF vs. MIA,MIA,1450.0,17.0,28,BUF,1550.0,1.0,31,0,-3
2020-09-27,@ BUF,0,0,LAR vs. BUF,BUF,1585.9935000197115,1.0,35,LAR,1585.9935000197115,1.0,32,1,3
2020-10-04,@ LVR,0,0,BUF vs. LVR,LVR,1535.9935000197115,8.0,23,BUF,1635.9935000197115,1.0,30,0,-7
2020-10-13,@ TEN,0,0,BUF vs. TEN,TEN,1624.0253073352042,1.0,42,BUF,1671.987000039423,1.0,16,1,26
2020-10-19,@ BUF,0,0,KAN vs. BUF,BUF,1615.128269897403,4.0,17,KAN,1611.642600327757,4.0,26,0,-9
2020-10-25,@ NYJ,1,0,BUF vs. NYJ,NYJ,1500.0,1.0,10,BUF,1500.0,1.0,18,0,-8
2020-11-01,@ BUF,1,0,NWE vs. BUF,BUF,1579.649901574063,6.0,24,NWE,1415.172721927549,17.0,21,1,3
2020-11-08,@ BUF,0,0,SEA vs. BUF,BUF,1607.6026478292924,4.0,44,SEA,1653.6613026039795,3.0,34,1,10
2020-11-29,@ BUF,0,0,LAC vs. BUF,BUF,1599.2487472322205,4.0,27,LAC,1360.0776972147846,20.0,17,1,10
2020-12-07,@ SFO,0,0,BUF vs. SFO,SFO,1505.659687630267,16.0,24,BUF,1619.4014239016687,4.0,34,0,-10
2020-12-13,@ BUF,0,0,PIT vs. BUF,BUF,1653.593415957369,4.0,26,PIT,1721.5161228776083,1.0,15,1,11
2020-12-19,@ DEN,0,0,BUF vs. DEN,DEN,1497.0647339755326,20.0,19,BUF,1713.2456249037336,3.0,48,0,-29
2020-12-28,@ NWE,1,0,BUF vs. NWE,NWE,1415.172721927549,17.0,9,BUF,1579.649901574063,6.0,38,0,-29
2021-01-03,@ BUF,1,0,MIA vs. BUF,BUF,1550.0,1.0,56,MIA,1450.0,17.0,26,1,30
2021-01-09,@ BUF,0,1,IND vs. BUF,BUF,1785.8751375391669,2.0,27,IND,1627.0892574514844,7.0,24,1,3
2021-01-24,@ KAN,0,1,BUF vs. KAN,KAN,1800.7395756742176,1.0,38,BUF,1847.889238769821,3.0,24,1,14
2020-09-13,@ CAR,0,0,LVR vs. CAR,CAR,1500.0,1.0,30,LVR,1500.0,1.0,34,0,-4
2020-09-20,@ TAM,1,0,CAR vs. TAM,TAM,1450.0,17.0,31,CAR,1450.0,17.0,17,1,14
2020-09-27,@ LAC,0,0,CAR vs. LAC,LAC,1500.0,12.0,16,CAR,1400.0,22.0,21,0,-5
2020-10-18,@ CAR,0,0,CHI vs. CAR,CAR,1550.3702063493356,10.0,16,CHI,1604.0958372666423,4.0,23,0,-7
2020-10-25,@ NOR,1,0,CAR vs. NOR,NOR,1549.856932745673,10.0,27,CAR,1508.0409030351013,13.0,24,1,3
2020-11-08,@ KAN,0,0,CAR vs. KAN,KAN,1696.3974926923672,2.0,33,CAR,1398.209594241829,19.0,31,1,2
2020-11-15,@ CAR,1,0,TAM vs. CAR,CAR,1450.0,17.0,23,TAM,1450.0,17.0,46,0,-23
2020-11-22,@ CAR,0,0,DET vs. CAR,CAR,1360.5378300268583,22.0,20,DET,1449.0494124501545,16.0,0,1,20
2020-11-29,@ MIN,0,0,CAR vs. MIN,MIN,1454.8642326396896,15.0,28,CAR,1423.0070750307466,19.0,27,1,1
2020-12-13,@ CAR,0,0,DEN vs. CAR,CAR,1377.5788832692567,26.0,27,DEN,1458.5047620824864,22.0,32,0,-5
2020-12-19,@ GNB,0,0,CAR vs. GNB,GNB,1616.8239237641214,3.0,24,CAR,1339.0189113762106,24.0,16,1,8
2020-12-27,@ WAS,0,0,CAR vs. WAS,WAS,1498.0815708401528,17.0,13,CAR,1322.2092050408517,26.0,20,0,-7
2021-01-03,@ CAR,1,0,NOR vs. CAR,CAR,1508.0409030351013,13.0,7,NOR,1549.856932745673,10.0,33,0,-26
2020-09-13,@ DET,1,0,CHI vs. DET,DET,1500.0,1.0,23,CHI,1500.0,1.0,27,0,-4
2020-09-20,@ CHI,0,0,NYG vs. CHI,CHI,1550.0,1.0,17,NYG,1450.0,17.0,13,1,4
2020-10-04,@ CHI,0,0,IND vs. CHI,CHI,1611.5211706611785,1.0,11,IND,1535.9935000197115,8.0,19,0,-8
2020-10-08,@ CHI,0,0,TAM vs. CHI,CHI,1550.819905343074,5.0,20,TAM,1573.6160682553505,5.0,19,1,1
2020-10-26,@ LAR,0,0,CHI vs. LAR,LAR,1519.8857717371186,7.0,24,CHI,1646.4251405808766,3.0,10,1,14
2020-11-01,@ CHI,0,0,NOR vs. CHI,CHI,1578.9793133293851,6.0,23,NOR,1593.8680121781188,12.0,26,0,-3
2020-11-08,@ TEN,0,0,CHI vs. TEN,TEN,1560.1345877156502,6.0,24,CHI,1531.1206587096056,11.0,17,1,7
2020-11-16,@ CHI,1,0,MIN vs. CHI,CHI,1485.2864196184341,14.0,13,MIN,1482.8343116107515,16.0,19,0,-6
2020-11-29,@ GNB,1,0,CHI vs. GNB,GNB,1532.7643017229775,4.0,41,CHI,1434.9335387685462,15.0,25,1,16
2020-12-06,@ CHI,1,0,DET vs. CHI,CHI,1500.0,1.0,30,DET,1500.0,1.0,34,0,-4
2020-12-13,@ CHI,0,0,HOU vs. CHI,CHI,1340.6291629398402,17.0,36,HOU,1439.6315448113608,22.0,7,1,29
2020-12-20,@ MIN,1,0,CHI vs. MIN,MIN,1482.8343116107515,16.0,27,CHI,1485.2864196184341,14.0,33,0,-6
2020-12-27,@ JAX,0,0,CHI vs. JAX,JAX,1158.523192766493,31.0,17,CHI,1463.5764758695516,15.0,41,0,-24
2021-01-03,@ CHI,1,0,GNB vs. CHI,CHI,1434.9335387685462,15.0,16,GNB,1532.7643017229775,4.0,35,0,-19
2021-01-10,@ NOR,0,1,CHI vs. NOR,NOR,1687.3852828009387,4.0,21,CHI,1454.8125837129928,14.0,9,1,12
2020-09-13,@ CIN,0,0,LAC vs. CIN,CIN,1500.0,1.0,13,LAC,1500.0,1.0,16,0,-3
2020-09-17,@ CLE,1,0,CIN vs. CLE,CLE,1450.0,17.0,35,CIN,1450.0,17.0,30,1,5
2020-09-27,@ PHI,0,0,CIN vs. PHI,PHI,1414.0064999802885,22.0,23,CIN,1400.0,22.0,23,1,0
2020-10-04,@ CIN,0,0,JAX vs. CIN,CIN,1352.0146061080266,25.0,33,JAX,1437.8712080630235,17.0,25,1,8
2020-10-18,@ IND,0,0,CIN vs. IND,IND,1545.4252262983364,10.0,31,CIN,1385.823556974251,19.0,27,1,4
2020-10-25,@ CIN,1,0,CLE vs. CIN,CIN,1450.0,17.0,34,CLE,1450.0,17.0,37,0,-3
2020-11-01,@ CIN,0,0,TEN vs. CIN,CIN,1336.4669250142636,23.0,31,TEN,1645.7057800049738,3.0,20,1,11
2020-11-15,@ PIT,1,0,CIN vs. PIT,PIT,1781.6034414194492,1.0,36,CIN,1422.0381173035871,24.0,10,1,26
2020-11-22,@ WAS,0,0,CIN vs. WAS,WAS,1287.1070234945569,24.0,20,CIN,1410.8316661228234,24.0,9,1,11
2020-11-29,@ CIN,0,0,NYG vs. CIN,CIN,1343.742596645642,26.0,17,NYG,1432.878767195838,22.0,19,0,-2
2020-12-06,@ MIA,0,0,CIN vs. MIA,MIA,1581.2162211750187,9.0,19,CIN,1306.2960990104727,30.0,7,1,12
2020-12-13,@ CIN,0,0,DAL vs. CIN,CIN,1289.2528812592582,28.0,7,DAL,1305.6031047300216,25.0,30,0,-23
2020-12-21,@ CIN,1,0,PIT vs. CIN,CIN,1422.0381173035871,24.0,27,PIT,1781.6034414194492,1.0,17,1,10
2020-12-27,@ HOU,0,0,CIN vs. HOU,HOU,1360.3765423558905,26.0,31,CIN,1333.4321785380093,30.0,37,0,-6
2020-09-27,@ CLE,0,0,WAS vs. CLE,CLE,1500.0,12.0,34,WAS,1500.0,12.0,20,1,14
2020-10-04,@ DAL,0,0,CLE vs. DAL,DAL,1464.0064999802885,17.0,38,CLE,1550.0,8.0,49,0,-11
2020-10-11,@ CLE,0,0,IND vs. CLE,CLE,1587.8712080630235,5.0,32,IND,1596.694765337816,5.0,23,1,9
2020-10-18,@ PIT,1,0,CLE vs. PIT,PIT,1639.525080350633,1.0,38,CLE,1639.1407471025032,4.0,7,1,31
2020-11-01,@ CLE,0,0,LVR vs. CLE,CLE,1610.0312409279065,6.0,6,LVR,1526.3310105954072,14.0,16,0,-10
2020-11-15,@ CLE,0,0,HOU vs. CLE,CLE,1548.213550774481,11.0,10,HOU,1386.7853101364321,22.0,7,1,3
2020-11-22,@ CLE,0,0,PHI vs. CLE,CLE,1576.5211258882955,6.0,22,PHI,1406.9869748273638,20.0,17,1,5
2020-11-29,@ JAX,0,0,CLE vs. JAX,JAX,1197.0628836934857,27.0,25,CLE,1603.891394533622,4.0,27,0,-2
2020-12-06,@ TEN,0,0,CLE vs. TEN,TEN,1660.7799352627576,4.0,35,CLE,1612.6626253281345,4.0,41,0,-6
2020-12-20,@ NYG,0,0,CLE vs. NYG,NYG,1478.3062058702608,20.0,6,CLE,1600.0663921055277,6.0,20,0,-14
2020-12-27,@ NYJ,0,0,CLE vs. NYJ,NYJ,1241.7863479055836,31.0,23,CLE,1633.2274870033204,5.0,16,1,7
2021-01-03,@ CLE,1,0,PIT vs. CLE,CLE,1639.1407471025032,4.0,24,PIT,1639.525080350633,1.0,22,1,2
2021-01-10,@ PIT,1,1,CLE vs. PIT,PIT,1573.1535913408277,4.0,37,CLE,1605.8831513272894,7.0,48,0,-11
2021-01-17,@ KAN,0,1,CLE vs. KAN,KAN,1766.7880172572895,1.0,22,CLE,1651.1868727934232,3.0,17,1,5
2020-09-13,@ LAR,0,0,DAL vs. LAR,LAR,1500.0,1.0,20,DAL,1500.0,1.0,17,1,3
2020-09-27,@ SEA,0,0,DAL vs. SEA,SEA,1600.0,1.0,38,DAL,1500.0,12.0,31,1,7
2020-10-11,@ DAL,1,0,NYG vs. DAL,DAL,1426.135291917265,17.0,37,NYG,1347.6439404596144,27.0,34,1,3
2020-10-25,@ WAS,1,0,DAL vs. WAS,WAS,1322.4653719827725,20.0,25,DAL,1419.5168785250542,19.0,3,1,22
2020-11-01,@ PHI,1,0,DAL vs. PHI,PHI,1432.1792145472084,20.0,23,DAL,1355.9023254643446,20.0,9,1,14
2020-11-08,@ DAL,0,0,PIT vs. DAL,DAL,1316.706425415152,24.0,19,PIT,1774.9285650704198,1.0,24,0,-5
2020-11-22,@ MIN,0,0,DAL vs. MIN,MIN,1533.1871924606394,16.0,28,DAL,1310.0315490661226,25.0,31,0,-3
2020-11-26,@ DAL,1,0,WAS vs. DAL,DAL,1419.5168785250542,19.0,16,WAS,1322.4653719827725,20.0,41,0,-25
2020-12-20,@ DAL,0,0,SFO vs. DAL,DAL,1353.2518538792228,24.0,41,SFO,1425.5889263215436,20.0,33,1,8
2020-12-27,@ DAL,1,0,PHI vs. DAL,DAL,1355.9023254643446,20.0,37,PHI,1432.1792145472084,20.0,17,1,20
2021-01-03,@ NYG,1,0,DAL vs. NYG,NYG,1347.6439404596144,27.0,23,DAL,1426.135291917265,17.0,19,1,4
2020-09-14,@ DEN,0,0,TEN vs. DEN,DEN,1500.0,1.0,14,TEN,1500.0,1.0,16,0,-2
2020-09-20,@ PIT,0,0,DEN vs. PIT,PIT,1550.0,1.0,26,DEN,1450.0,17.0,21,1,5
2020-09-27,@ DEN,0,0,TAM vs. DEN,DEN,1414.0064999802885,22.0,10,TAM,1500.0,12.0,28,0,-18
2020-10-01,@ NYJ,0,0,DEN vs. NYJ,NYJ,1364.0064999802885,25.0,28,DEN,1376.135291917265,25.0,37,0,-9
2020-10-18,@ NWE,0,0,DEN vs. NWE,NWE,1525.8620455882342,11.0,12,DEN,1424.3905271550764,17.0,18,0,-6
2020-10-25,@ DEN,1,0,KAN vs. DEN,DEN,1488.5919451613597,16.0,16,KAN,1662.1442116728053,3.0,43,0,-27
2020-11-01,@ DEN,1,0,LAC vs. DEN,DEN,1461.6790648170243,17.0,31,LAC,1404.9370438040496,17.0,30,1,1
2020-11-15,@ LVR,1,0,DEN vs. LVR,LVR,1609.6345992580964,10.0,37,DEN,1441.2428334555461,16.0,12,1,25
2020-11-22,@ DEN,0,0,MIA vs. DEN,DEN,1413.7416445088822,20.0,20,MIA,1651.6009899328665,6.0,13,1,7
2020-11-29,@ DEN,0,0,NOR vs. DEN,DEN,1493.4671915759336,15.0,3,NOR,1733.0929107078198,3.0,31,0,-28
2020-12-06,@ KAN,1,0,DEN vs. KAN,KAN,1662.1442116728053,3.0,22,DEN,1488.5919451613597,16.0,16,1,6
2020-12-27,@ LAC,1,0,DEN vs. LAC,LAC,1404.9370438040496,17.0,19,DEN,1461.6790648170243,17.0,16,1,3
2021-01-03,@ DEN,1,0,LVR vs. DEN,DEN,1441.2428334555461,16.0,31,LVR,1609.6345992580964,10.0,32,0,-1
2020-09-20,@ GNB,1,0,DET vs. GNB,GNB,1550.0,1.0,42,DET,1450.0,17.0,21,1,21
2020-10-04,@ DET,0,0,NOR vs. DET,DET,1488.4788293388215,17.0,29,NOR,1462.1287919369765,17.0,35,0,-6
2020-10-18,@ JAX,0,0,DET vs. JAX,JAX,1319.970297343742,19.0,16,DET,1434.6940080305753,17.0,34,0,-18
2020-11-01,@ DET,0,0,IND vs. DET,DET,1507.4643956905797,14.0,21,IND,1573.9466744108527,7.0,41,0,-20
2020-11-08,@ MIN,1,0,DET vs. MIN,MIN,1427.1339842217265,21.0,34,DET,1466.9168766899866,17.0,20,1,14
2020-11-15,@ DET,0,0,WAS vs. DET,DET,1411.2165493009616,16.0,30,WAS,1324.9398866437498,22.0,27,1,3
2020-11-26,@ DET,0,0,HOU vs. DET,DET,1386.5801674462662,15.0,25,HOU,1427.335113891595,20.0,41,0,-16
2020-12-13,@ DET,1,0,GNB vs. DET,DET,1450.0,17.0,24,GNB,1550.0,1.0,31,0,-7
2020-12-20,@ TEN,0,0,DET vs. TEN,TEN,1611.66672837281,6.0,46,DET,1375.5057893408125,20.0,25,1,21
2020-12-26,@ DET,0,0,TAM vs. DET,DET,1355.0728454518419,20.0,7,TAM,1615.631527673892,10.0,47,0,-40
2021-01-03,@ DET,1,0,MIN vs. DET,DET,1466.9168766899866,17.0,35,MIN,1427.1339842217265,21.0,37,0,-2
2020-09-13,@ MIN,1,0,GNB vs. MIN,MIN,1500.0,1.0,34,GNB,1500.0,1.0,43,0,-9
2020-09-27,@ NOR,0,0,GNB vs. NOR,NOR,1500.0,12.0,30,GNB,1585.9935000197115,1.0,37,0,-7
2020-10-18,@ TAM,0,0,GNB vs. TAM,TAM,1520.340136331782,10.0,38,GNB,1643.0871934805025,1.0,10,1,28
2020-10-25,@ HOU,0,0,GNB vs. HOU,HOU,1375.2627587207508,20.0,20,GNB,1576.1224949883365,6.0,35,0,-15
2020-11-01,@ GNB,1,0,MIN vs. GNB,GNB,1500.0,1.0,22,MIN,1500.0,1.0,28,0,-6
2020-11-05,@ SFO,0,0,GNB vs. SFO,SFO,1494.2828376371629,16.0,17,GNB,1518.8610200046537,6.0,34,0,-17
2020-11-15,@ GNB,0,0,JAX vs. GNB,GNB,1565.329823761015,4.0,24,JAX,1211.8160203611426,27.0,20,1,4
2020-11-22,@ IND,0,0,GNB vs. IND,IND,1617.9125946436416,6.0,34,GNB,1576.8876203151606,2.0,31,1,3
2020-12-06,@ GNB,0,0,PHI vs. GNB,GNB,1569.0459828240528,4.0,30,PHI,1357.5923104015685,27.0,16,1,14
2020-12-27,@ GNB,0,0,TEN vs. GNB,GNB,1633.6336300994803,2.0,40,TEN,1632.0996722617806,5.0,14,1,26
2021-01-16,@ GNB,0,1,LAR vs. GNB,GNB,1706.9056215243318,2.0,32,LAR,1619.6656260088212,8.0,18,1,14
2021-01-24,@ GNB,0,1,TAM vs. GNB,GNB,1744.6081475571184,2.0,26,TAM,1733.1707401343574,4.0,31,0,-5
2020-09-10,@ KAN,0,0,HOU vs. KAN,KAN,1500.0,1.0,34,HOU,1500.0,1.0,20,1,14
2020-09-27,@ PIT,0,0,HOU vs. PIT,PIT,1585.9935000197115,1.0,28,HOU,1414.0064999802885,22.0,21,1,7
2020-10-04,@ HOU,0,0,MIN vs. HOU,HOU,1386.9160182128549,25.0,23,MIN,1375.9746926647958,25.0,31,0,-8
2020-10-11,@ HOU,1,0,JAX vs. HOU,HOU,1335.3419552053265,27.0,30,JAX,1375.760959833356,17.0,14,1,16
2020-10-18,@ TEN,1,0,HOU vs. TEN,TEN,1680.8840374772242,1.0,42,HOU,1391.1326176949406,19.0,36,1,6
2020-11-08,@ JAX,1,0,HOU vs. JAX,JAX,1375.760959833356,17.0,25,HOU,1335.3419552053265,27.0,27,0,-2
2020-11-22,@ HOU,0,0,NWE vs. HOU,HOU,1358.4777350226177,24.0,27,NWE,1496.3158648043132,16.0,20,1,7
2020-12-06,@ HOU,1,0,IND vs. HOU,HOU,1471.4967592933745,20.0,20,IND,1603.517578138878,9.0,26,0,-6
2020-12-20,@ IND,1,0,HOU vs. IND,IND,1603.517578138878,9.0,27,HOU,1471.4967592933745,20.0,20,1,7
2021-01-03,@ HOU,1,0,TEN vs. HOU,HOU,1391.1326176949406,19.0,38,TEN,1680.8840374772242,1.0,41,0,-3
2020-09-13,@ JAX,1,0,IND vs. JAX,JAX,1500.0,1.0,27,IND,1500.0,1.0,20,1,7
2020-09-20,@ IND,0,0,MIN vs. IND,IND,1450.0,17.0,28,MIN,1450.0,17.0,11,1,17
2020-09-27,@ IND,0,0,NYJ vs. IND,IND,1500.0,12.0,36,NYJ,1400.0,22.0,7,1,29
2020-11-12,@ TEN,1,0,IND vs. TEN,TEN,1605.9688268068217,4.0,17,IND,1561.5556071855867,10.0,34,0,-17
2020-11-29,@ IND,1,0,TEN vs. IND,IND,1561.5556071855867,10.0,26,TEN,1605.9688268068217,4.0,45,0,-19
2020-12-13,@ LVR,0,0,IND vs. LVR,LVR,1539.7087010305895,12.0,27,IND,1635.3827926208917,7.0,44,0,-17
2020-12-27,@ PIT,0,0,IND vs. PIT,PIT,1570.0358675032912,2.0,28,IND,1687.332877082493,5.0,24,1,4
2021-01-03,@ IND,1,0,JAX vs. IND,IND,1500.0,1.0,28,JAX,1500.0,1.0,14,1,14
2020-09-20,@ TEN,1,0,JAX vs. TEN,TEN,1550.0,1.0,33,JAX,1550.0,1.0,30,1,3
2020-09-24,@ JAX,0,0,MIA vs. JAX,JAX,1500.0,12.0,13,MIA,1414.0064999802885,22.0,31,0,-18
2020-10-25,@ LAC,0,0,JAX vs. LAC,LAC,1366.3053203269342,19.0,39,JAX,1285.905383167753,20.0,29,1,10
2020-11-22,@ JAX,0,0,PIT vs. JAX,JAX,1200.258223806997,28.0,3,PIT,1792.8098926002128,1.0,27,0,-24
2020-12-06,@ MIN,0,0,JAX vs. MIN,MIN,1500.2924244011795,16.0,27,JAX,1188.291652898973,31.0,24,1,3
2020-12-13,@ JAX,1,0,TEN vs. JAX,JAX,1550.0,1.0,10,TEN,1550.0,1.0,31,0,-21
2020-09-20,@ LAC,1,0,KAN vs. LAC,LAC,1550.0,1.0,20,KAN,1550.0,1.0,23,0,-3
2020-10-05,@ KAN,0,0,NWE vs. KAN,KAN,1647.9853938919734,1.0,26,NWE,1564.0064999802885,8.0,10,1,16
2020-10-11,@ KAN,1,0,LVR vs. KAN,KAN,1686.1298482840277,1.0,32,LVR,1500.0,11.0,40,0,-8
2020-11-01,@ KAN,0,0,NYJ vs. KAN,KAN,1689.0570920171408,2.0,35,NYJ,1248.5888314508095,28.0,9,1,26
2020-11-22,@ LVR,1,0,KAN vs. LVR,LVR,1500.0,11.0,31,KAN,1686.1298482840277,1.0,35,0,-4
2020-11-29,@ TAM,0,0,KAN vs. TAM,TAM,1566.1403749135795,10.0,24,KAN,1751.070435963463,2.0,27,0,-3
2020-12-13,@ MIA,0,0,KAN vs. MIA,MIA,1598.2594389262333,7.0,27,KAN,1791.5664954369204,1.0,33,0,-6
2020-12-20,@ NOR,0,0,KAN vs. NOR,NOR,1681.9354618216985,3.0,29,KAN,1816.3020745710037,1.0,32,0,-3
2021-01-03,@ KAN,1,0,LAC vs. KAN,KAN,1550.0,1.0,21,LAC,1550.0,1.0,38,0,-17
2020-10-04,@ TAM,0,0,LAC vs. TAM,TAM,1537.8712080630235,8.0,38,LAC,1435.9935000197115,17.0,31,1,7
2020-10-12,@ NOR,0,0,LAC vs. NOR,NOR,1515.9136132452227,11.0,30,LAC,1400.2486398273845,17.0,27,1,3
