Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Lg Rank,Home Pts,Away Team,Away Elo,Away Lg Rank,Away Pts,Home W,Home Pt Diff
2018-11-04,@ CAR,1,0,TAM vs. CAR,CAR,1610.822342722469,5.0,42,TAM,1423.6246990935288,16.0,28,1,14
2018-11-08,@ PIT,0,0,CAR vs. PIT,PIT,1625.0094598048381,8.0,52,CAR,1636.2184598989008,5.0,21,1,31
2018-11-18,@ DET,0,0,CAR vs. DET,DET,1405.3343045805555,19.0,20,CAR,1584.6059145460847,6.0,19,1,1
2018-11-25,@ CAR,0,0,SEA vs. CAR,CAR,1510.8761436135508,8.0,27,SEA,1544.7690207659437,10.0,30,0,-3
2018-12-02,@ TAM,1,0,CAR vs. TAM,TAM,1423.6246990935288,16.0,24,CAR,1610.822342722469,5.0,17,1,7
2018-12-09,@ CLE,0,0,CAR vs. CLE,CLE,1457.794192642877,22.0,26,CAR,1400.581910732553,12.0,20,1,6
2018-12-17,@ CAR,1,0,NOR vs. CAR,CAR,1358.741797705001,15.0,9,NOR,1740.7335671997548,1.0,12,0,-3
2018-12-30,@ NOR,1,0,CAR vs. NOR,NOR,1740.7335671997548,1.0,14,CAR,1358.741797705001,15.0,33,0,-19
2018-09-09,@ GNB,1,0,CHI vs. GNB,GNB,1500.0,1.0,24,CHI,1500.0,1.0,23,1,1
2018-09-17,@ CHI,0,0,SEA vs. CHI,CHI,1450.0,16.0,24,SEA,1450.0,16.0,17,1,7
2018-09-30,@ CHI,0,0,TAM vs. CHI,CHI,1537.8712080630235,4.0,48,TAM,1525.527670641467,4.0,10,1,38
2018-10-14,@ MIA,0,0,CHI vs. MIA,MIA,1504.0106479767605,6.0,31,CHI,1586.095577242692,3.0,28,1,3
2018-10-21,@ CHI,0,0,NWE vs. CHI,CHI,1524.4976014816255,8.0,31,NWE,1615.5934717494727,3.0,38,0,-7
2018-10-28,@ CHI,0,0,NYJ vs. CHI,CHI,1487.31497315028,13.0,24,NYJ,1450.4930750185742,16.0,10,1,14
2018-11-11,@ CHI,1,0,DET vs. CHI,CHI,1558.478051669901,8.0,34,DET,1438.7559486059697,17.0,22,1,12
2018-11-18,@ CHI,1,0,MIN vs. CHI,CHI,1591.8996956953154,6.0,25,MIN,1570.2845919787076,11.0,20,1,5
2018-11-22,@ DET,1,0,CHI vs. DET,DET,1438.7559486059697,17.0,16,CHI,1558.478051669901,8.0,23,0,-7
2018-12-02,@ NYG,0,0,CHI vs. NYG,NYG,1349.2007786531808,25.0,30,CHI,1667.2995510572373,2.0,27,1,3
2018-12-09,@ CHI,0,0,LAR vs. CHI,CHI,1581.109997010823,7.0,15,LAR,1771.1434998324546,1.0,6,1,9
2018-12-16,@ CHI,1,0,GNB vs. CHI,CHI,1500.0,1.0,24,GNB,1500.0,1.0,17,1,7
2018-12-23,@ SFO,0,0,CHI vs. SFO,SFO,1386.0945454054424,28.0,9,CHI,1673.9649811404854,5.0,14,0,-5
2018-12-30,@ MIN,1,0,CHI vs. MIN,MIN,1570.2845919787076,11.0,10,CHI,1591.8996956953154,6.0,24,0,-14
2019-01-06,@ CHI,0,1,PHI vs. CHI,CHI,1723.5700427777729,3.0,15,PHI,1645.0282039890046,12.0,16,0,-1
2018-09-09,@ IND,0,0,CIN vs. IND,IND,1500.0,1.0,23,CIN,1500.0,1.0,34,0,-11
2018-10-07,@ CIN,0,0,MIA vs. CIN,CIN,1573.9190330994238,3.0,27,MIA,1550.6697994017802,3.0,17,1,10
2018-10-14,@ CIN,1,0,PIT vs. CIN,CIN,1620.5781845244435,3.0,21,PIT,1495.088292632194,13.0,28,0,-7
2018-10-21,@ KAN,0,0,CIN vs. KAN,KAN,1626.8348725108242,2.0,45,CIN,1553.265141654757,3.0,10,1,35
2018-10-28,@ CIN,0,0,TAM vs. CIN,CIN,1513.697221967568,8.0,37,TAM,1466.935486936225,13.0,34,1,3
2018-11-11,@ CIN,0,0,NOR vs. CIN,CIN,1557.0080098102644,7.0,14,NOR,1760.4924671980689,3.0,51,0,-37
2018-11-25,@ CIN,1,0,CLE vs. CIN,CIN,1472.022912508006,10.0,20,CLE,1422.0605200086886,22.0,35,0,-15
2018-12-02,@ CIN,0,0,DEN vs. CIN,CIN,1414.881902444576,14.0,10,DEN,1561.124072665005,14.0,24,0,-14
2018-12-09,@ LAC,0,0,CIN vs. LAC,LAC,1659.6683558458064,4.0,26,CIN,1384.7671119631505,20.0,21,1,5
2018-12-16,@ CIN,0,0,LVR vs. CIN,CIN,1367.7223576955041,20.0,30,LVR,1365.1811158024611,30.0,16,1,14
2018-12-23,@ CLE,1,0,CIN vs. CLE,CLE,1422.0605200086886,22.0,26,CIN,1472.022912508006,10.0,18,1,8
2018-12-30,@ PIT,1,0,CIN vs. PIT,PIT,1495.088292632194,13.0,16,CIN,1620.5781845244435,3.0,13,1,3
2018-09-09,@ CLE,1,0,PIT vs. CLE,CLE,1500.0,1.0,21,PIT,1500.0,1.0,21,0,0
2018-09-16,@ NOR,0,0,CLE vs. NOR,NOR,1450.0,16.0,21,CLE,1450.0,16.0,18,1,3
2018-09-20,@ CLE,0,0,NYJ vs. CLE,CLE,1400.0,24.0,21,NYJ,1500.0,8.0,17,1,4
2018-09-30,@ LVR,0,0,CLE vs. LVR,LVR,1388.4788293388215,30.0,45,CLE,1464.0064999802885,15.0,42,1,3
2018-10-14,@ CLE,0,0,LAC vs. CLE,CLE,1479.109341828164,13.0,14,LAC,1553.1675873355714,6.0,38,0,-24
2018-10-21,@ TAM,0,0,CLE vs. TAM,TAM,1413.1326421188946,21.0,26,CLE,1439.608644907226,22.0,23,1,3
2018-10-28,@ PIT,1,0,CLE vs. PIT,PIT,1500.0,1.0,33,CLE,1500.0,1.0,18,1,15
2018-11-04,@ CLE,0,0,KAN vs. CLE,CLE,1359.2361084816637,23.0,21,KAN,1688.7379648466513,2.0,37,0,-16
2018-12-02,@ HOU,0,0,CLE vs. HOU,HOU,1705.129269069689,2.0,29,CLE,1479.2015300721184,19.0,13,1,16
2018-12-15,@ DEN,0,0,CLE vs. DEN,DEN,1501.1773887442134,15.0,16,CLE,1499.634305670429,20.0,17,0,-1
2018-09-16,@ DAL,1,0,NYG vs. DAL,DAL,1450.0,16.0,20,NYG,1450.0,16.0,13,1,7
2018-09-23,@ SEA,0,0,DAL vs. SEA,SEA,1400.0,24.0,24,DAL,1500.0,8.0,13,1,11
2018-09-30,@ DAL,0,0,DET vs. DAL,DAL,1435.9935000197115,15.0,26,DET,1464.0064999802885,15.0,24,1,2
2018-10-07,@ HOU,0,0,DAL vs. HOU,HOU,1415.5809973150126,18.0,19,DAL,1490.0161815928163,10.0,16,1,3
2018-10-14,@ DAL,0,0,JAX vs. DAL,DAL,1429.465036419438,13.0,40,JAX,1534.369779640483,6.0,7,1,33
2018-10-21,@ WAS,1,0,DAL vs. WAS,WAS,1557.5028899815159,8.0,20,DAL,1494.1193906719168,11.0,17,1,3
2018-11-05,@ DAL,0,0,TEN vs. DAL,DAL,1453.1411447770251,16.0,14,TEN,1449.8039695090872,16.0,28,0,-14
2018-11-11,@ PHI,1,0,DAL vs. PHI,PHI,1486.493239825011,12.0,20,DAL,1402.6609014193405,17.0,27,0,-7
2018-11-22,@ DAL,1,0,WAS vs. DAL,DAL,1494.1193906719168,11.0,31,WAS,1557.5028899815159,8.0,23,1,8
2018-11-29,@ DAL,0,0,NOR vs. DAL,DAL,1567.8832525835403,7.0,13,NOR,1805.624752548832,1.0,10,1,3
2018-12-09,@ DAL,1,0,PHI vs. DAL,DAL,1402.6609014193405,17.0,29,PHI,1486.493239825011,12.0,23,1,6
2018-12-16,@ IND,0,0,DAL vs. IND,IND,1573.8268715307127,10.0,23,DAL,1679.2603101218049,8.0,0,1,23
2018-12-23,@ DAL,0,0,TAM vs. DAL,DAL,1614.5364372850431,8.0,27,TAM,1374.9580246250123,22.0,20,1,7
2018-12-30,@ NYG,1,0,DAL vs. NYG,NYG,1450.0,16.0,35,DAL,1450.0,16.0,36,0,-1
2019-01-05,@ DAL,0,1,SEA vs. DAL,DAL,1656.9587160743838,8.0,24,SEA,1626.6692344132796,8.0,22,1,2
2019-01-12,@ LAR,0,1,DAL vs. LAR,LAR,1648.2059856856256,1.0,30,DAL,1702.6107191584415,3.0,22,1,8
2018-09-09,@ DEN,0,0,SEA vs. DEN,DEN,1500.0,1.0,27,SEA,1500.0,1.0,24,1,3
2018-09-16,@ DEN,1,0,LVR vs. DEN,DEN,1550.0,1.0,20,LVR,1450.0,16.0,19,1,1
2018-10-01,@ DEN,1,0,KAN vs. DEN,DEN,1523.864708082735,4.0,23,KAN,1623.864708082735,1.0,27,0,-4
2018-10-07,@ NYJ,0,0,DEN vs. NYJ,NYJ,1400.0,18.0,34,DEN,1487.8712080630235,10.0,16,1,18
2018-10-14,@ DEN,0,0,LAR vs. DEN,DEN,1425.4884284619634,13.0,20,LAR,1679.1423623754022,1.0,23,0,-3
2018-10-28,@ KAN,1,0,DEN vs. KAN,KAN,1623.864708082735,1.0,30,DEN,1523.864708082735,4.0,23,1,7
2018-11-04,@ DEN,0,0,HOU vs. DEN,DEN,1427.5735926394755,19.0,17,HOU,1609.9990030225104,7.0,19,0,-2
2018-11-18,@ LAC,1,0,DEN vs. LAC,LAC,1677.581904072727,4.0,22,DEN,1401.6534842941696,21.0,23,0,-1
2018-11-25,@ DEN,0,0,PIT vs. DEN,DEN,1484.692172737449,17.0,24,PIT,1689.0722054406233,4.0,17,1,7
2018-12-09,@ SFO,0,0,DEN vs. SFO,SFO,1208.3520263793978,31.0,20,DEN,1591.2388631464307,12.0,14,1,6
2018-12-24,@ LVR,1,0,DEN vs. LVR,LVR,1450.0,16.0,27,DEN,1550.0,1.0,14,1,13
2018-12-30,@ DEN,1,0,LAC vs. DEN,DEN,1401.6534842941696,21.0,9,LAC,1677.581904072727,4.0,23,0,-14
2018-09-10,@ DET,0,0,NYJ vs. DET,DET,1500.0,1.0,17,NYJ,1500.0,1.0,48,0,-31
2018-09-16,@ SFO,0,0,DET vs. SFO,SFO,1450.0,16.0,30,DET,1450.0,16.0,27,1,3
2018-09-23,@ DET,0,0,NWE vs. DET,DET,1400.0,24.0,26,NWE,1500.0,8.0,10,1,16
2018-10-07,@ DET,1,0,GNB vs. DET,DET,1409.9838184071837,18.0,31,GNB,1500.2893835910036,10.0,23,1,8
2018-10-21,@ MIA,0,0,DET vs. MIA,MIA,1565.608623737827,3.0,21,DET,1472.694868137613,13.0,32,0,-11
2018-10-28,@ DET,0,0,SEA vs. DET,DET,1535.7563331570968,13.0,14,SEA,1512.6269910606395,11.0,28,0,-14
2018-11-04,@ MIN,1,0,DET vs. MIN,MIN,1526.6078788485067,12.0,24,DET,1482.4326617361705,16.0,9,1,15
2018-12-02,@ DET,0,0,LAR vs. DET,DET,1450.557563737371,19.0,16,LAR,1756.4771711939368,1.0,30,0,-14
2018-12-23,@ DET,1,0,MIN vs. DET,DET,1482.4326617361705,16.0,9,MIN,1526.6078788485067,12.0,27,0,-18
2018-12-30,@ GNB,1,0,DET vs. GNB,GNB,1500.2893835910036,10.0,0,DET,1409.9838184071837,18.0,31,0,-31
2018-09-16,@ GNB,1,0,MIN vs. GNB,GNB,1550.0,1.0,29,MIN,1550.0,1.0,29,0,0
2018-09-23,@ WAS,0,0,GNB vs. WAS,WAS,1485.9935000197115,8.0,31,GNB,1500.0,8.0,17,1,14
2018-10-15,@ GNB,0,0,SFO vs. GNB,GNB,1437.5783338605743,13.0,33,SFO,1351.6910696765265,25.0,30,1,3
2018-10-28,@ LAR,0,0,GNB vs. LAR,LAR,1707.8588351454448,1.0,29,GNB,1475.4639319305702,11.0,27,1,2
2018-11-04,@ NWE,0,0,GNB vs. NWE,NWE,1669.2511427647844,4.0,31,GNB,1454.676272691881,16.0,17,1,14
2018-11-11,@ GNB,0,0,MIA vs. GNB,GNB,1432.148877291355,17.0,31,MIA,1504.0362535271113,11.0,12,1,19
2018-11-15,@ SEA,0,0,GNB vs. SEA,SEA,1495.1757986033924,13.0,27,GNB,1492.349154317024,13.0,24,1,3
2018-11-25,@ MIN,1,0,GNB vs. MIN,MIN,1550.0,1.0,24,GNB,1550.0,1.0,17,1,7
2018-12-23,@ NYJ,0,0,GNB vs. NYJ,NYJ,1319.3810394823643,28.0,38,GNB,1373.991270323207,22.0,44,0,-6
2018-09-09,@ NWE,0,0,HOU vs. NWE,NWE,1500.0,1.0,27,HOU,1500.0,1.0,20,1,7
2018-09-16,@ TEN,1,0,HOU vs. TEN,TEN,1450.0,16.0,20,HOU,1450.0,16.0,17,1,3
2018-09-23,@ HOU,0,0,NYG vs. HOU,HOU,1400.0,24.0,22,NYG,1400.0,24.0,27,0,-5
2018-09-30,@ IND,1,0,HOU vs. IND,IND,1461.991893872262,15.0,34,HOU,1350.0,30.0,37,0,-3
2018-10-21,@ JAX,1,0,HOU vs. JAX,JAX,1469.7154253880044,11.0,7,HOU,1527.80173547074,11.0,20,0,-13
2018-10-25,@ HOU,0,0,MIA vs. HOU,HOU,1569.5194662708943,8.0,42,MIA,1502.547158718343,8.0,23,1,19
2018-11-18,@ WAS,0,0,HOU vs. WAS,WAS,1575.2598150299607,6.0,21,HOU,1635.9191113678162,7.0,23,0,-2
2018-11-26,@ HOU,1,0,TEN vs. HOU,HOU,1450.0,16.0,34,TEN,1450.0,16.0,17,1,17
2018-12-09,@ HOU,1,0,IND vs. HOU,HOU,1350.0,30.0,21,IND,1461.991893872262,15.0,24,0,-3
2018-12-15,@ NYJ,0,0,HOU vs. NYJ,NYJ,1333.4823012382944,26.0,22,HOU,1647.3738253523043,5.0,29,0,-7
2018-12-23,@ PHI,0,0,HOU vs. PHI,PHI,1559.6985771596205,14.0,32,HOU,1661.4750871082344,5.0,30,1,2
2018-12-30,@ HOU,1,0,JAX vs. HOU,HOU,1527.80173547074,11.0,20,JAX,1469.7154253880044,11.0,3,1,17
2019-01-05,@ HOU,1,1,IND vs. HOU,HOU,1618.3120457514026,6.0,7,IND,1705.4959607637302,8.0,21,0,-14
2018-09-16,@ WAS,0,0,IND vs. WAS,WAS,1550.0,1.0,9,IND,1450.0,16.0,21,0,-12
2018-09-23,@ PHI,0,0,IND vs. PHI,PHI,1500.0,8.0,20,IND,1514.0064999802885,8.0,16,1,4
2018-10-04,@ NWE,0,0,IND vs. NWE,NWE,1510.8513712593983,10.0,38,IND,1396.4108965572493,18.0,24,1,14
2018-10-14,@ NYJ,0,0,IND vs. NYJ,NYJ,1462.38277960106,13.0,42,IND,1362.3093520577372,25.0,34,1,8
2018-10-28,@ LVR,0,0,IND vs. LVR,LVR,1367.1830994232107,26.0,28,IND,1391.6137594572378,23.0,42,0,-14
2018-11-11,@ IND,1,0,JAX vs. IND,IND,1438.1036881256316,19.0,29,JAX,1379.4253730906044,19.0,26,1,3
2018-11-18,@ IND,1,0,TEN vs. IND,IND,1479.7385836761366,13.0,38,TEN,1575.353854155844,10.0,10,1,28
2018-11-25,@ IND,0,0,MIA vs. IND,IND,1543.1615557701205,10.0,27,MIA,1443.8359765014422,12.0,24,1,3
2018-12-02,@ JAX,1,0,IND vs. JAX,JAX,1379.4253730906044,19.0,6,IND,1438.1036881256316,19.0,0,1,6
2018-12-23,@ IND,0,0,NYG vs. IND,IND,1638.5507443674744,8.0,28,NYG,1442.2996413113601,22.0,27,1,1
2018-12-30,@ TEN,1,0,IND vs. TEN,TEN,1575.353854155844,10.0,17,IND,1479.7385836761366,13.0,33,0,-16
2019-01-12,@ KAN,0,1,IND vs. KAN,KAN,1613.571647896265,3.0,31,IND,1743.2060695287933,3.0,13,1,18
2018-09-09,@ NYG,0,0,JAX vs. NYG,NYG,1500.0,1.0,15,JAX,1500.0,1.0,20,0,-5
2018-09-16,@ JAX,0,0,NWE vs. JAX,JAX,1550.0,1.0,31,NWE,1550.0,1.0,20,1,11
2018-09-23,@ JAX,1,0,TEN vs. JAX,JAX,1600.0,1.0,6,TEN,1500.0,8.0,9,0,-3
2018-09-30,@ JAX,0,0,NYJ vs. JAX,JAX,1535.9935000197115,4.0,31,NYJ,1435.9935000197115,15.0,12,1,19
2018-10-07,@ KAN,0,0,JAX vs. KAN,KAN,1659.8582081024465,1.0,30,JAX,1571.987000039423,3.0,14,1,16
2018-10-28,@ JAX,0,0,PHI vs. JAX,JAX,1427.99769458785,16.0,18,PHI,1437.9209183277653,16.0,24,0,-6
2018-11-18,@ JAX,0,0,PIT vs. JAX,JAX,1337.7904775400993,19.0,16,PIT,1676.6220051576543,6.0,20,0,-4
2018-12-06,@ TEN,1,0,JAX vs. TEN,TEN,1500.0,8.0,30,JAX,1600.0,1.0,9,1,21
2018-12-16,@ JAX,0,0,WAS vs. JAX,JAX,1337.3957794626788,26.0,13,WAS,1379.3325395370514,15.0,16,0,-3
2018-12-23,@ MIA,0,0,JAX vs. MIA,MIA,1479.5707619410148,14.0,7,JAX,1293.4018245431907,28.0,17,0,-10
2018-09-09,@ LAC,1,0,KAN vs. LAC,LAC,1500.0,1.0,28,KAN,1500.0,1.0,38,0,-10
2018-09-16,@ PIT,0,0,KAN vs. PIT,PIT,1450.0,16.0,37,KAN,1550.0,1.0,42,0,-5
2018-09-23,@ KAN,0,0,SFO vs. KAN,KAN,1585.9935000197115,1.0,38,SFO,1500.0,8.0,27,1,11
2018-10-14,@ NWE,0,0,KAN vs. NWE,NWE,1544.9529157589104,6.0,43,KAN,1697.4754285013864,1.0,40,1,3
2018-11-19,@ LAR,0,0,KAN vs. LAR,LAR,1705.1567859190027,1.0,54,KAN,1714.333896209117,1.0,51,1,3
2018-12-02,@ LVR,1,0,KAN vs. LVR,LVR,1292.3742678246856,28.0,33,KAN,1663.013510934183,3.0,40,0,-7
2018-12-13,@ KAN,1,0,LAC vs. KAN,KAN,1500.0,1.0,28,LAC,1500.0,1.0,29,0,-1
2018-12-23,@ SEA,0,0,KAN vs. SEA,SEA,1551.6651894641768,8.0,38,KAN,1654.569672867968,2.0,31,1,7
2018-12-30,@ KAN,1,0,LVR vs. KAN,KAN,1663.013510934183,3.0,35,LVR,1292.3742678246856,28.0,3,1,32
2019-01-20,@ KAN,0,1,NWE vs. KAN,KAN,1681.4074407087842,3.0,31,NWE,1645.275852260355,4.0,37,0,-6
2018-09-23,@ LAR,0,0,LAC vs. LAR,LAR,1585.9935000197115,1.0,35,LAC,1500.0,8.0,23,1,12
2018-09-30,@ LAC,0,0,SFO vs. LAC,LAC,1462.1287919369765,15.0,29,SFO,1462.1287919369765,15.0,27,1,2
