Game Date,Location,Divisional Game,Playoff Game,Matchup,Home Team,Home Elo,Home Lg Rank,Home Pts,Away Team,Away Elo,Away Lg Rank,Away Pts,Home W,Home Pt Diff
2013-12-15,@ TEN,0,0,ARI vs. TEN,TEN,1403.6430153502324,20.0,34,ARI,1601.704456506368,9.0,37,0,-3
2013-12-22,@ SEA,1,0,ARI vs. SEA,SEA,1643.8100281330967,3.0,10,ARI,1502.8023901422937,12.0,17,0,-7
2013-12-29,@ ARI,1,0,SFO vs. ARI,ARI,1553.560430604831,7.0,20,SFO,1548.2926223389093,7.0,23,0,-3
2013-09-08,@ NOR,1,0,ATL vs. NOR,NOR,1500.0,1.0,23,ATL,1500.0,1.0,17,1,6
2013-09-15,@ ATL,0,0,LAR vs. ATL,ATL,1450.0,17.0,31,LAR,1550.0,1.0,24,1,7
2013-09-22,@ MIA,0,0,ATL vs. MIA,MIA,1600.0,1.0,27,ATL,1514.0064999802885,9.0,23,1,4
2013-09-29,@ ATL,0,0,NWE vs. ATL,ATL,1476.135291917265,16.0,23,NWE,1625.527670641467,1.0,30,0,-7
2013-10-07,@ ATL,0,0,NYJ vs. ATL,ATL,1446.4007652579553,21.0,28,NYJ,1500.2899218752325,11.0,30,0,-2
2013-10-20,@ ATL,1,0,TAM vs. ATL,ATL,1404.0944396483721,26.0,31,TAM,1316.267117877844,28.0,23,1,8
2013-11-03,@ CAR,1,0,ATL vs. CAR,CAR,1535.076115874941,10.0,34,ATL,1396.0716690861348,20.0,10,1,24
2013-11-10,@ ATL,0,0,SEA vs. ATL,ATL,1365.072837341852,22.0,10,SEA,1701.948076148145,2.0,33,0,-23
2013-11-17,@ TAM,1,0,ATL vs. TAM,TAM,1316.267117877844,28.0,41,ATL,1404.0944396483721,26.0,28,1,13
2013-11-21,@ ATL,1,0,NOR vs. ATL,ATL,1500.0,1.0,13,NOR,1500.0,1.0,17,0,-4
2013-12-01,@ BUF,0,0,ATL vs. BUF,BUF,1462.6883627903433,24.0,31,ATL,1289.5582188822818,25.0,34,0,-3
2013-12-08,@ GNB,0,0,ATL vs. GNB,GNB,1338.4000624142034,17.0,22,ATL,1362.5975153165537,27.0,21,1,1
2013-12-15,@ ATL,0,0,WAS vs. ATL,ATL,1309.1208413600286,29.0,27,WAS,1297.079352349795,29.0,26,1,1
2013-12-23,@ SFO,0,0,ATL vs. SFO,SFO,1708.6159747638558,4.0,34,ATL,1357.3886253098826,25.0,24,1,10
2013-12-29,@ ATL,1,0,CAR vs. ATL,ATL,1396.0716690861348,20.0,20,CAR,1535.076115874941,10.0,21,0,-1
2013-09-05,@ DEN,0,0,BAL vs. DEN,DEN,1500.0,1.0,49,BAL,1500.0,1.0,27,1,22
2013-09-15,@ BAL,1,0,CLE vs. BAL,BAL,1450.0,17.0,14,CLE,1450.0,17.0,6,1,8
2013-09-22,@ BAL,0,0,HOU vs. BAL,BAL,1500.0,9.0,30,HOU,1600.0,1.0,9,1,21
2013-09-29,@ BUF,0,0,BAL vs. BUF,BUF,1450.0,16.0,23,BAL,1564.0064999802885,8.0,20,1,3
2013-10-06,@ MIA,0,0,BAL vs. MIA,MIA,1586.1317712434845,6.0,23,BAL,1498.1642063695244,11.0,26,0,-3
2013-10-13,@ BAL,0,0,GNB vs. BAL,BAL,1560.560001435911,7.0,17,GNB,1518.657095420992,17.0,19,0,-2
2013-10-20,@ PIT,1,0,BAL vs. PIT,PIT,1400.682006158083,25.0,19,BAL,1504.5587581042698,12.0,16,1,3
2013-11-03,@ CLE,1,0,BAL vs. CLE,CLE,1450.0,17.0,24,BAL,1450.0,17.0,18,1,6
2013-11-10,@ BAL,1,0,CIN vs. BAL,BAL,1391.4755220390114,17.0,20,CIN,1597.21405297726,6.0,17,1,3
2013-11-17,@ CHI,0,0,BAL vs. CHI,CHI,1495.8832411333283,9.0,23,BAL,1468.0479992123726,14.0,20,1,3
2013-11-24,@ BAL,0,0,NYJ vs. BAL,BAL,1422.045263886409,17.0,19,NYJ,1501.3271269077297,14.0,3,1,16
2013-11-28,@ BAL,1,0,PIT vs. BAL,BAL,1504.5587581042698,12.0,22,PIT,1400.682006158083,25.0,20,1,2
2013-12-08,@ BAL,0,0,MIN vs. BAL,BAL,1544.1635913186408,14.0,29,MIN,1371.8252280004203,27.0,26,1,3
2013-12-16,@ DET,0,0,BAL vs. DET,DET,1478.0668935380684,12.0,16,BAL,1571.2141419482891,12.0,18,0,-2
2013-12-22,@ BAL,0,0,NWE vs. BAL,BAL,1608.1213731598637,11.0,7,NWE,1610.2408987166884,4.0,41,0,-34
2013-12-29,@ CIN,1,0,BAL vs. CIN,CIN,1597.21405297726,6.0,34,BAL,1391.4755220390114,17.0,17,1,17
2013-09-08,@ BUF,1,0,NWE vs. BUF,BUF,1500.0,1.0,21,NWE,1500.0,1.0,23,0,-2
2013-09-15,@ BUF,0,0,CAR vs. BUF,BUF,1450.0,17.0,24,CAR,1450.0,17.0,23,1,1
2013-09-22,@ NYJ,1,0,BUF vs. NYJ,NYJ,1500.0,9.0,27,BUF,1500.0,9.0,20,1,7
2013-10-03,@ CLE,0,0,BUF vs. CLE,CLE,1515.7535005231687,11.0,37,BUF,1515.842293610764,11.0,24,1,13
2013-10-13,@ BUF,0,0,CIN vs. BUF,BUF,1465.829515258551,18.0,24,CIN,1558.8297953133274,7.0,27,0,-3
2013-10-20,@ MIA,1,0,BUF vs. MIA,MIA,1523.7359761770979,7.0,21,BUF,1428.9025816680983,22.0,23,0,-2
2013-10-27,@ NOR,0,0,BUF vs. NOR,NOR,1642.3213913479988,3.0,35,BUF,1492.221079264747,16.0,17,1,18
2013-11-03,@ BUF,0,0,KAN vs. BUF,BUF,1462.5716256475368,16.0,13,KAN,1747.3985520579288,1.0,23,0,-10
2013-11-10,@ PIT,0,0,BUF vs. PIT,PIT,1387.9242848037136,22.0,23,BUF,1446.3196157850964,20.0,10,1,13
2013-11-17,@ BUF,1,0,NYJ vs. BUF,BUF,1500.0,9.0,37,NYJ,1500.0,9.0,14,1,23
2013-12-08,@ TAM,0,0,BUF vs. TAM,TAM,1437.7473635070796,27.0,27,BUF,1389.6490663560714,24.0,6,1,21
2013-12-15,@ JAX,0,0,BUF vs. JAX,JAX,1448.1763185789368,24.0,20,BUF,1346.52708449686,24.0,27,0,-7
2013-12-22,@ BUF,1,0,MIA vs. BUF,BUF,1428.9025816680983,22.0,19,MIA,1523.7359761770979,7.0,0,1,19
2013-12-29,@ NWE,1,0,BUF vs. NWE,NWE,1500.0,1.0,34,BUF,1500.0,1.0,20,1,14
2013-09-08,@ CAR,0,0,SEA vs. CAR,CAR,1500.0,1.0,7,SEA,1500.0,1.0,12,0,-5
2013-09-22,@ CAR,0,0,NYG vs. CAR,CAR,1400.0,25.0,38,NYG,1414.0064999802885,25.0,0,1,38
2013-10-13,@ MIN,0,0,CAR vs. MIN,MIN,1413.7872007853357,21.0,10,CAR,1410.5800124737548,25.0,35,0,-25
2013-10-20,@ CAR,0,0,LAR vs. CAR,CAR,1461.0415508640979,21.0,30,LAR,1485.9949171462506,12.0,15,1,15
2013-10-24,@ TAM,1,0,CAR vs. TAM,TAM,1278.6439689137392,29.0,13,CAR,1514.626466991003,14.0,31,0,-18
2013-11-10,@ SFO,0,0,CAR vs. SFO,SFO,1648.1504725636871,5.0,9,CAR,1566.0749476192238,7.0,10,0,-1
2013-11-18,@ CAR,0,0,NWE vs. CAR,CAR,1627.6716428010761,4.0,24,NWE,1634.049036187245,3.0,20,1,4
2013-11-24,@ MIA,0,0,CAR vs. MIA,MIA,1480.299581024188,14.0,16,CAR,1678.5893204234067,5.0,20,0,-4
2013-12-01,@ CAR,1,0,TAM vs. CAR,CAR,1514.626466991003,14.0,27,TAM,1278.6439689137392,29.0,6,1,21
2013-12-08,@ NOR,1,0,CAR vs. NOR,NOR,1645.9532574483123,3.0,31,CAR,1722.370118403008,3.0,13,1,18
2013-12-15,@ CAR,0,0,NYJ vs. CAR,CAR,1661.5468170853555,6.0,30,NYJ,1435.2017824564718,17.0,20,1,10
2013-12-22,@ CAR,1,0,NOR vs. CAR,CAR,1722.370118403008,3.0,17,NOR,1645.9532574483123,3.0,13,1,4
2014-01-12,@ CAR,0,1,SFO vs. CAR,CAR,1734.7042698064943,3.0,10,SFO,1781.4436668645026,1.0,23,0,-13
2013-09-08,@ CHI,0,0,CIN vs. CHI,CHI,1500.0,1.0,24,CIN,1500.0,1.0,21,1,3
2013-09-15,@ CHI,1,0,MIN vs. CHI,CHI,1550.0,1.0,31,MIN,1450.0,17.0,30,1,1
2013-09-22,@ PIT,0,0,CHI vs. PIT,PIT,1400.0,25.0,23,CHI,1585.9935000197115,1.0,40,0,-17
2013-09-29,@ DET,1,0,CHI vs. DET,DET,1523.864708082735,8.0,40,CHI,1611.5211706611785,1.0,32,1,8
2013-10-06,@ CHI,0,0,NOR vs. CHI,CHI,1549.1674043909363,6.0,18,NOR,1677.5189202815907,1.0,26,0,-8
2013-10-10,@ CHI,0,0,NYG vs. CHI,CHI,1516.841853268708,7.0,27,NYG,1306.0406694840244,27.0,21,1,6
2013-10-20,@ WAS,0,0,CHI vs. WAS,WAS,1380.7046509687666,25.0,45,CHI,1539.75063316966,6.0,41,1,4
2013-11-04,@ GNB,1,0,CHI vs. GNB,GNB,1629.4439979785675,8.0,20,CHI,1468.3373389372023,9.0,27,0,-7
2013-11-10,@ CHI,1,0,DET vs. CHI,CHI,1611.5211706611785,1.0,19,DET,1523.864708082735,8.0,21,0,-2
2013-11-24,@ LAR,0,0,CHI vs. LAR,LAR,1454.976548313929,18.0,42,CHI,1541.885976459292,9.0,21,1,21
2013-12-01,@ MIN,1,0,CHI vs. MIN,MIN,1450.0,17.0,23,CHI,1550.0,1.0,20,1,3
2013-12-09,@ CHI,0,0,DAL vs. CHI,CHI,1405.6201784294828,14.0,45,DAL,1565.218384726572,10.0,28,1,17
2013-12-15,@ CLE,0,0,CHI vs. CLE,CLE,1340.44977779513,24.0,31,CHI,1477.0983239103673,12.0,38,0,-7
2013-12-22,@ PHI,0,0,CHI vs. PHI,PHI,1562.48763097161,11.0,54,CHI,1508.387978378042,11.0,11,1,43
2013-12-29,@ CHI,1,0,GNB vs. CHI,CHI,1468.3373389372023,9.0,28,GNB,1629.4439979785675,8.0,33,0,-5
2013-09-16,@ CIN,1,0,PIT vs. CIN,CIN,1450.0,17.0,20,PIT,1450.0,17.0,10,1,10
2013-09-22,@ CIN,0,0,GNB vs. CIN,CIN,1500.0,9.0,34,GNB,1500.0,9.0,30,1,4
2013-09-29,@ CLE,1,0,CIN vs. CLE,CLE,1452.0146061080266,16.0,17,CIN,1550.0,8.0,6,1,11
2013-10-06,@ CIN,0,0,NWE vs. CIN,CIN,1486.261105584858,11.0,13,NWE,1655.2621973007767,1.0,6,1,7
2013-10-20,@ DET,0,0,CIN vs. DET,DET,1574.454447509511,6.0,24,CIN,1595.7567289037802,6.0,27,0,-3
2013-10-27,@ CIN,0,0,NYJ vs. CIN,CIN,1642.6949199417397,4.0,49,NYJ,1539.0232803607398,9.0,9,1,40
2013-10-31,@ MIA,0,0,CIN vs. MIA,MIA,1426.435700877446,14.0,22,CIN,1678.2029481596296,5.0,20,1,2
2013-11-17,@ CIN,1,0,CLE vs. CIN,CIN,1550.0,8.0,41,CLE,1452.0146061080266,16.0,20,1,21
2013-12-01,@ LAC,0,0,CIN vs. LAC,LAC,1486.54327821771,12.0,10,CIN,1567.4714180931237,8.0,17,0,-7
2013-12-08,@ CIN,0,0,IND vs. CIN,CIN,1606.0310816278493,7.0,42,IND,1583.0886011032055,7.0,28,1,14
2013-12-15,@ PIT,1,0,CIN vs. PIT,PIT,1450.0,17.0,30,CIN,1450.0,17.0,20,1,10
2013-12-22,@ CIN,0,0,MIN vs. CIN,CIN,1576.4726964905042,8.0,42,MIN,1429.8837799869,25.0,14,1,28
2014-01-05,@ CIN,0,1,LAC vs. CIN,CIN,1649.6645400779087,6.0,10,LAC,1641.26655169538,12.0,27,0,-17
2013-09-08,@ CLE,0,0,MIA vs. CLE,CLE,1500.0,1.0,10,MIA,1500.0,1.0,23,0,-13
2013-09-22,@ MIN,0,0,CLE vs. MIN,MIN,1414.0064999802885,25.0,27,CLE,1400.0,25.0,31,0,-4
2013-10-13,@ CLE,0,0,DET vs. CLE,CLE,1565.7662788753817,7.0,17,DET,1517.5613789319852,7.0,31,0,-14
2013-10-20,@ GNB,0,0,CLE vs. GNB,GNB,1574.6583387526332,11.0,31,CLE,1508.8732102978558,12.0,13,1,18
2013-10-27,@ KAN,0,0,CLE vs. KAN,KAN,1729.1888835251082,1.0,23,CLE,1468.2289124251527,16.0,17,1,6
2013-11-24,@ CLE,1,0,PIT vs. CLE,CLE,1451.7536321921432,17.0,11,PIT,1519.9467774697807,17.0,27,0,-16
2013-12-01,@ CLE,0,0,JAX vs. CLE,CLE,1411.4433043444185,20.0,28,JAX,1366.2383493984976,25.0,32,0,-4
2013-12-08,@ NWE,0,0,CLE vs. NWE,NWE,1662.8708035819122,3.0,27,CLE,1354.9742514591878,24.0,26,1,1
2013-12-22,@ NYJ,0,0,CLE vs. NYJ,NYJ,1413.8348324179615,19.0,24,CLE,1309.1601233274555,25.0,13,1,11
2013-12-29,@ PIT,1,0,CLE vs. PIT,PIT,1519.9467774697807,17.0,20,CLE,1451.7536321921432,17.0,7,1,13
2013-09-08,@ DAL,1,0,NYG vs. DAL,DAL,1500.0,1.0,36,NYG,1500.0,1.0,31,1,5
2013-09-15,@ KAN,0,0,DAL vs. KAN,KAN,1550.0,1.0,17,DAL,1550.0,1.0,16,1,1
2013-09-22,@ DAL,0,0,LAR vs. DAL,DAL,1500.0,9.0,31,LAR,1485.9935000197115,9.0,7,1,24
2013-09-29,@ LAC,0,0,DAL vs. LAC,LAC,1461.991893872262,16.0,30,DAL,1547.9853938919734,8.0,21,1,9
2013-10-06,@ DAL,0,0,DEN vs. DAL,DAL,1485.856601954997,11.0,48,DEN,1650.9504244866735,1.0,51,0,-3
2013-10-13,@ DAL,1,0,WAS vs. DAL,DAL,1457.9752874236158,18.0,31,WAS,1426.135291917265,21.0,16,1,15
2013-10-20,@ PHI,1,0,DAL vs. PHI,PHI,1497.7391349980735,12.0,3,DAL,1503.4059283721142,12.0,17,0,-14
2013-10-27,@ DET,0,0,DAL vs. DET,DET,1527.5162564715515,9.0,31,DAL,1552.5904835592587,9.0,30,1,1
2013-11-03,@ DAL,0,0,MIN vs. DAL,DAL,1498.9882640092417,11.0,27,MIN,1287.8441639826622,24.0,23,1,4
2013-11-10,@ NOR,0,0,DAL vs. NOR,NOR,1599.464708927299,4.0,49,DAL,1521.8622006886394,10.0,17,1,32
2013-11-24,@ NYG,1,0,DAL vs. NYG,NYG,1500.0,1.0,21,DAL,1500.0,1.0,24,0,-3
2013-11-28,@ DAL,0,0,LVR vs. DAL,DAL,1537.6953606713603,9.0,31,LVR,1369.4937947984681,20.0,24,1,7
2013-12-15,@ DAL,0,0,GNB vs. DAL,DAL,1493.7402392456875,12.0,36,GNB,1391.8767363707284,17.0,37,0,-1
2013-12-22,@ WAS,1,0,DAL vs. WAS,WAS,1426.135291917265,21.0,23,DAL,1457.9752874236158,18.0,24,0,-1
2013-12-29,@ DAL,1,0,PHI vs. DAL,DAL,1503.4059283721142,12.0,22,PHI,1497.7391349980735,12.0,24,0,-2
2013-09-15,@ NYG,0,0,DEN vs. NYG,NYG,1450.0,17.0,23,DEN,1550.0,1.0,41,0,-18
2013-09-23,@ DEN,1,0,LVR vs. DEN,DEN,1585.9935000197115,1.0,37,LVR,1500.0,9.0,21,1,16
2013-09-29,@ DEN,0,0,PHI vs. DEN,DEN,1623.864708082735,1.0,52,PHI,1451.8357936304756,16.0,20,1,32
2013-10-13,@ DEN,0,0,JAX vs. DEN,DEN,1678.8317390180546,1.0,35,JAX,1304.93423381986,27.0,19,1,16
2013-10-20,@ IND,0,0,DEN vs. IND,IND,1564.7796751451092,6.0,39,DEN,1689.2431358993852,1.0,33,1,6
2013-10-27,@ DEN,0,0,WAS vs. DEN,DEN,1622.0602305301954,2.0,45,WAS,1452.1179452012243,23.0,21,1,24
2013-11-10,@ LAC,1,0,DEN vs. LAC,LAC,1483.7782621686156,12.0,20,DEN,1649.3838202104575,2.0,28,0,-8
2013-11-17,@ DEN,1,0,KAN vs. DEN,DEN,1677.2059405487205,2.0,27,KAN,1763.650561920369,1.0,17,1,10
2013-11-24,@ NWE,0,0,DEN vs. NWE,NWE,1583.1313585649145,5.0,34,DEN,1739.3958146106604,2.0,31,1,3
2013-12-01,@ KAN,1,0,DEN vs. KAN,KAN,1763.650561920369,1.0,28,DEN,1677.2059405487205,2.0,35,0,-7
2013-12-08,@ DEN,0,0,TEN vs. DEN,DEN,1710.9194428395435,2.0,51,TEN,1419.3755996425682,17.0,28,1,23
2013-12-12,@ DEN,1,0,LAC vs. DEN,DEN,1649.3838202104575,2.0,20,LAC,1483.7782621686156,12.0,27,0,-7
2013-12-22,@ HOU,0,0,DEN vs. HOU,HOU,1197.4084160833497,32.0,13,DEN,1648.4648113700434,2.0,37,0,-24
2013-12-29,@ LVR,1,0,DEN vs. LVR,LVR,1500.0,9.0,14,DEN,1585.9935000197115,1.0,34,0,-20
2014-01-12,@ DEN,1,1,LAC vs. DEN,DEN,1665.1317339883142,1.0,24,LAC,1692.4748840588688,6.0,17,1,7
2014-01-19,@ DEN,0,1,NWE vs. DEN,DEN,1719.0586256447516,1.0,26,NWE,1732.928477359787,3.0,16,1,10
2013-09-08,@ DET,1,0,MIN vs. DET,DET,1500.0,1.0,34,MIN,1500.0,1.0,24,1,10
2013-09-22,@ WAS,0,0,DET vs. WAS,WAS,1400.0,25.0,20,DET,1485.9935000197115,9.0,27,0,-7
2013-10-06,@ GNB,1,0,DET vs. GNB,GNB,1450.0,16.0,22,DET,1586.2184743529772,6.0,9,1,13
2013-11-17,@ PIT,0,0,DET vs. PIT,PIT,1446.249799071497,19.0,37,DET,1625.2274152194814,4.0,27,1,10
2013-11-24,@ DET,0,0,TAM vs. DET,DET,1551.5304368211976,9.0,21,TAM,1385.0429813502892,26.0,24,0,-3
2013-11-28,@ DET,1,0,GNB vs. DET,DET,1586.2184743529772,6.0,40,GNB,1450.0,16.0,10,1,30
2013-12-08,@ PHI,0,0,DET vs. PHI,PHI,1611.1581211101711,10.0,34,DET,1514.5055060156355,10.0,20,1,14
2013-12-22,@ DET,0,0,NYG vs. DET,DET,1441.1596623264938,15.0,20,NYG,1421.0196231593222,22.0,23,0,-3
2013-12-29,@ MIN,1,0,DET vs. MIN,MIN,1500.0,1.0,14,DET,1500.0,1.0,13,1,1
2013-09-08,@ SFO,0,0,GNB vs. SFO,SFO,1500.0,1.0,34,GNB,1500.0,1.0,28,1,6
2013-09-15,@ GNB,0,0,WAS vs. GNB,GNB,1450.0,17.0,38,WAS,1450.0,17.0,20,1,18
2013-10-27,@ MIN,1,0,GNB vs. MIN,MIN,1301.9855253358933,27.0,31,GNB,1615.3026366253364,8.0,44,0,-13
2013-11-10,@ GNB,0,0,PHI vs. GNB,GNB,1557.7891565845287,7.0,13,PHI,1449.7666102914527,15.0,27,0,-14
2013-11-17,@ NYG,0,0,GNB vs. NYG,NYG,1462.26440950116,19.0,27,GNB,1492.72574355586,9.0,13,1,14
2013-11-24,@ GNB,1,0,MIN vs. GNB,GNB,1615.3026366253364,8.0,26,MIN,1301.9855253358933,27.0,26,0,0
2013-12-22,@ GNB,0,0,PIT vs. GNB,GNB,1456.1299980355552,15.0,31,PIT,1526.2549642356348,19.0,38,0,-7
2014-01-05,@ GNB,0,1,SFO vs. GNB,GNB,1500.0,1.0,20,SFO,1500.0,1.0,23,0,-3
2013-09-09,@ LAC,0,0,HOU vs. LAC,LAC,1500.0,1.0,28,HOU,1500.0,1.0,31,0,-3
2013-09-15,@ HOU,1,0,TEN vs. HOU,HOU,1550.0,1.0,30,TEN,1550.0,1.0,24,1,6
2013-09-29,@ HOU,0,0,SEA vs. HOU,HOU,1535.9935000197115,8.0,20,SEA,1624.0253073352042,1.0,23,0,-3
2013-10-06,@ SFO,0,0,HOU vs. SFO,SFO,1498.2749127327347,11.0,34,HOU,1498.397971685693,11.0,3,1,31
2013-10-13,@ HOU,0,0,LAR vs. HOU,HOU,1448.3802620795184,18.0,13,LAR,1433.9143000335143,18.0,38,0,-25
2013-10-20,@ KAN,0,0,HOU vs. KAN,KAN,1715.4503588854986,1.0,17,HOU,1396.2996449667821,22.0,16,1,1
2013-11-03,@ HOU,1,0,IND vs. HOU,HOU,1382.5611203271726,26.0,24,IND,1631.9625805142991,4.0,27,0,-3
2013-11-17,@ HOU,0,0,LVR vs. HOU,HOU,1334.198436108086,24.0,23,LVR,1378.361000950933,19.0,28,0,-5
2013-11-24,@ HOU,1,0,JAX vs. HOU,HOU,1290.519931282932,26.0,6,JAX,1320.5491759999793,30.0,13,0,-7
2013-12-01,@ HOU,0,0,NWE vs. HOU,HOU,1244.8307578844137,25.0,31,NWE,1654.2166599950604,4.0,34,0,-3
2013-12-05,@ JAX,1,0,HOU vs. JAX,JAX,1320.5491759999793,30.0,27,HOU,1290.519931282932,26.0,20,1,7
2013-12-15,@ IND,1,0,HOU vs. IND,IND,1631.9625805142991,4.0,25,HOU,1382.5611203271726,26.0,3,1,22
2013-12-29,@ TEN,1,0,HOU vs. TEN,TEN,1550.0,1.0,16,HOU,1550.0,1.0,10,1,6
2013-09-08,@ IND,0,0,LVR vs. IND,IND,1500.0,1.0,21,LVR,1500.0,1.0,17,1,4
2013-09-15,@ IND,0,0,MIA vs. IND,IND,1550.0,1.0,20,MIA,1550.0,1.0,24,0,-4
2013-09-22,@ SFO,0,0,IND vs. SFO,SFO,1500.0,9.0,7,IND,1500.0,9.0,27,0,-20
2013-09-29,@ JAX,1,0,IND vs. JAX,JAX,1375.9746926647958,27.0,3,IND,1550.0,8.0,37,0,-34
2013-10-06,@ IND,0,0,SEA vs. IND,IND,1576.8593522064248,6.0,34,SEA,1661.6208356692227,1.0,28,1,6
2013-10-14,@ LAC,0,0,IND vs. LAC,LAC,1456.7432702435308,18.0,19,IND,1638.821132703468,4.0,9,1,10
2013-11-10,@ IND,0,0,LAR vs. IND,IND,1651.1842541952378,4.0,8,LAR,1371.64729638666,20.0,38,0,-30
2013-11-14,@ TEN,1,0,IND vs. TEN,TEN,1436.252275655473,14.0,27,IND,1567.8550022679688,4.0,30,0,-3
2013-12-01,@ IND,1,0,TEN vs. IND,IND,1567.8550022679688,4.0,22,TEN,1436.252275655473,14.0,14,1,8
2013-12-22,@ KAN,0,0,IND vs. KAN,KAN,1607.994949802023,2.0,7,IND,1549.6847807727668,8.0,23,0,-16
2013-12-29,@ IND,1,0,JAX vs. IND,IND,1550.0,8.0,30,JAX,1375.9746926647958,27.0,10,1,20
2014-01-04,@ IND,0,1,KAN vs. IND,IND,1625.0595178092121,6.0,45,KAN,1506.6193512048685,6.0,44,1,1
2014-01-11,@ NWE,0,1,IND vs. NWE,NWE,1686.9999688713135,3.0,43,IND,1658.6455659690591,2.0,22,1,21
2013-09-08,@ JAX,0,0,KAN vs. JAX,JAX,1500.0,1.0,2,KAN,1500.0,1.0,28,0,-26
2013-09-15,@ LVR,0,0,JAX vs. LVR,LVR,1450.0,17.0,19,JAX,1450.0,17.0,9,1,10
2013-09-22,@ SEA,0,0,JAX vs. SEA,SEA,1600.0,1.0,45,JAX,1400.0,25.0,17,1,28
2013-10-06,@ LAR,0,0,JAX vs. LAR,LAR,1389.7331933950034,21.0,34,JAX,1349.115340458371,27.0,20,1,14
2013-10-20,@ JAX,0,0,LAC vs. JAX,JAX,1294.5228369385295,28.0,6,LAC,1530.7847278018896,12.0,24,0,-18
2013-10-27,@ JAX,0,0,SFO vs. JAX,JAX,1274.0993393010672,29.0,10,SFO,1637.1416427274976,4.0,42,0,-32
2013-11-10,@ TEN,1,0,JAX vs. TEN,TEN,1517.4717758233987,12.0,27,JAX,1263.0905094648776,25.0,29,0,-2
2013-12-22,@ JAX,1,0,TEN vs. JAX,JAX,1263.0905094648776,25.0,16,TEN,1517.4717758233987,12.0,20,0,-4
2013-09-19,@ PHI,0,0,KAN vs. PHI,PHI,1485.9935000197115,9.0,16,KAN,1600.0,1.0,26,0,-10
2013-09-29,@ KAN,0,0,NYG vs. KAN,KAN,1634.157706389236,1.0,31,NYG,1361.991893872262,27.0,7,1,24
2013-10-06,@ TEN,0,0,KAN vs. TEN,TEN,1601.724684232794,6.0,17,KAN,1651.4262640343036,1.0,26,0,-9
2013-10-13,@ KAN,1,0,LVR vs. KAN,KAN,1694.3220262676184,1.0,24,LVR,1465.4997075223957,18.0,7,1,17
2013-11-24,@ KAN,1,0,LAC vs. KAN,KAN,1701.460687858429,2.0,38,LAC,1401.6556237065492,17.0,41,0,-3
2013-12-08,@ WAS,0,0,KAN vs. WAS,WAS,1315.5043602143262,27.0,10,KAN,1573.9641036882394,3.0,45,0,-35
2013-12-15,@ LVR,1,0,KAN vs. LVR,LVR,1465.4997075223957,18.0,31,KAN,1694.3220262676184,1.0,56,0,-25
2013-12-29,@ LAC,1,0,KAN vs. LAC,LAC,1401.6556237065492,17.0,27,KAN,1701.460687858429,2.0,24,1,3
2013-09-15,@ PHI,0,0,LAC vs. PHI,PHI,1550.0,1.0,30,LAC,1450.0,17.0,33,0,-3
2013-09-22,@ TEN,0,0,LAC vs. TEN,TEN,1500.0,9.0,20,LAC,1514.0064999802885,9.0,17,1,3
2013-10-06,@ LVR,1,0,LAC vs. LVR,LVR,1398.122291956688,21.0,27,LAC,1524.1206858092385,11.0,17,1,10
2013-11-03,@ WAS,0,0,LAC vs. WAS,WAS,1424.7943555209622,20.0,30,LAC,1551.208225439352,9.0,24,1,6
2013-11-17,@ MIA,0,0,LAC vs. MIA,MIA,1425.9990629003846,14.0,20,LAC,1455.9561418303526,14.0,16,1,4
