Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_PassOffEff,Aw_RushOffEff,Aw_PassDefEff,Aw_RushDefEff,Aw_TmOffEff,Aw_TmDefEff,Aw_TmEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_TmDiv,Aw_WStreak,Aw_AvgMoV,Aw_TotPtDiff,Aw_OppSOS,Aw_PassCmppct,Aw_PassAdjYdsAtt,Aw_RushYdsAtt,Aw_PassTDG,Aw_RushTDG,Aw_FGpct,Aw_PenYdsG,Aw_TOVG,Aw_TO,Aw_Dwn3Conv,Aw_OppPassCmppct,Aw_OppPassAdjYdsAtt,Aw_OppRushYdsAtt,Aw_OppPassTDG,Aw_OppRushTDG,Aw_OppFGpct,Aw_OppPenYdsG,Aw_OppTOVG,Aw_OppDwn3Conv,Aw_TmLuck,Game Date,Aw_Season,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_PassOffEff,Hm_RushOffEff,Hm_PassDefEff,Hm_RushDefEff,Hm_TmOffEff,Hm_TmDefEff,Hm_TmEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_TmDiv,Hm_WStreak,Hm_AvgMoV,Hm_TotPtDiff,Hm_OppSOS,Hm_PassCmppct,Hm_PassAdjYdsAtt,Hm_RushYdsAtt,Hm_PassTDG,Hm_RushTDG,Hm_FGpct,Hm_PenYdsG,Hm_TOVG,Hm_TO,Hm_Dwn3Conv,Hm_OppPassCmppct,Hm_OppPassAdjYdsAtt,Hm_OppRushYdsAtt,Hm_OppPassTDG,Hm_OppRushTDG,Hm_OppFGpct,Hm_OppPenYdsG,Hm_OppTOVG,Hm_OppDwn3Conv,Hm_TmLuck,Hm_Season,Matchup,Home Team,Home Elo,Home Lg Rank,Away Team,Away Elo,Away Lg Rank,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline,Divisional Game,Playoff Game
LAR,8.0,0.7272727272727273,13.0,14.0,-8.200000000000003,0.25035326086956555,-19.299999999999997,0.3595840301003346,2.1875,1.1428571428571428,0.680672268907563,7.033396539559121,33.0,17.0,NFC West,1.0,6.0,123.0,0.43623015873015875,0.622,7.89,4.16,1.0,4.2,1.0,55.0,1.0,5.0,0.38461538461538464,0.622,5.57,4.269230769230769,1.0,4.3,0.5,52.0,2.0,0.38461538461538464,0.9666034604408793,2017-12-03,2017.0,ARI,5.0,0.45454545454545453,13.0,14.0,-19.700000000000003,-1.4096467391304346,-6.299999999999997,-0.2126770421607378,1.4166666666666667,2.2142857142857144,0.059523809523809534,4.348747765303203,18.0,28.0,NFC West,1.0,-6.0,-75.0,0.40750000000000003,0.579,6.29,2.5,1.0,2.5,0.7083333333333333,61.0,2.0,-4.0,0.4,0.643,6.81,3.696969696969697,2.0,3.7,1.0,60.0,1.0,0.4,0.6512522346967966,2017.0,LAR vs. ARI,ARI,1501.545593926331,14.0,LAR,1571.9645408712165,3.0,0,-16,7.5,0,273.0,-310.0,1,0
TEN,8.0,0.6666666666666666,12.5,13.5,-21.65,0.6154159175111693,-18.25,-0.3963891633728587,1.55,1.4835164835164836,0.19558823529411762,6.189463238495725,21.5,20.0,AFC South,2.0,3.5,-16.0,0.4439164370982553,0.636,5.89,4.5250626566416035,1.0,4.5,1.0,52.0,1.0,-4.0,0.3798076923076923,0.5900000000000001,6.255,3.513257575757576,1.5,3.5,1.0,64.0,1.0,0.3798076923076923,1.8105367615042747,2017-12-10,2017.0,ARI,5.0,0.4166666666666667,13.0,14.0,-19.85,-1.3263134057971013,-5.549999999999997,-0.20822071417499788,1.3511904761904763,2.25,-0.26968864468864473,4.510837784547807,17.5,29.5,NFC West,-1.0,-8.0,-91.0,0.4365702479338843,0.571,6.1850000000000005,2.583333333333333,1.0,2.6,0.6666666666666666,59.5,2.0,-5.0,0.4,0.66,6.76,3.7014260249554365,2.0,3.7,1.0,56.5,1.0,0.4,0.4891622154521933,2017.0,TEN vs. ARI,ARI,1440.696497723357,20.0,TEN,1605.537606444214,7.0,1,5,2.5,1,129.0,-143.0,0,0
ARI,6.0,0.46153846153846156,13.0,14.0,-20.0,-1.242980072463768,-6.299999999999997,-0.2126770421607378,1.2857142857142858,2.2142857142857144,0.059523809523809534,5.292848358815273,17.0,28.0,NFC West,1.0,-6.0,-86.0,0.4557449494949495,0.579,6.08,2.6666666666666665,1.0,2.7,0.7083333333333333,58.0,2.0,-3.0,0.4,0.643,6.71,3.696969696969697,2.0,3.7,1.0,53.0,1.0,0.4,0.7071516411847272,2017-12-17,2017.0,WAS,5.0,0.38461538461538464,13.0,14.0,-11.799999999999997,-0.4978820332480818,-8.299999999999997,0.42368659420289845,1.5384615384615385,2.0,0.16666666666666696,5.614939828105086,20.0,30.0,NFC East,-2.0,-8.0,-59.0,0.6441618566618567,0.667,6.4,3.411764705882353,2.0,3.4,1.0,44.0,1.0,-4.0,0.3333333333333333,0.613,7.51,4.333333333333333,2.0,4.3,1.0,54.0,1.0,0.3333333333333333,-0.6149398281050864,2017.0,ARI vs. WAS,WAS,1415.9231876463375,22.0,ARI,1512.7859224448923,19.0,1,5,-4.0,1,-202.0,181.0,0,0
NYG,2.0,0.14285714285714285,12.5,13.0,-18.65,-0.43742451690821227,3.5,0.247921499082965,1.1423611111111112,1.8461538461538463,-0.7465867465867464,4.277181646885674,17.0,24.5,NFC East,-4.0,-8.5,-127.0,0.5332039755116678,0.615,5.529999999999999,3.4722222222222223,1.0,3.45,1.0,53.5,1.0,-4.0,0.3333333333333333,0.634,7.905,4.1575682382134,2.0,4.2,1.0,50.5,1.0,0.3333333333333333,-2.2771816468856736,2017-12-24,2017.0,ARI,6.0,0.42857142857142855,13.5,13.5,-20.4,-0.9163134057971014,-5.549999999999997,-0.3019026313863269,1.2678571428571428,1.9404761904761907,-0.26968864468864473,5.628706586052052,16.5,26.0,NFC West,-1.0,-5.5,-91.0,0.45027344450421375,0.571,5.975,2.993333333333333,1.0,3.0,0.75,59.5,2.0,-4.0,0.4,0.66,6.76,3.6077441077441077,2.0,3.6,1.0,56.5,1.0,0.4,0.37129341394794757,2017.0,NYG vs. ARI,ARI,1449.196525355576,19.0,NYG,1260.979578358807,31.0,1,23,-3.0,1,-173.0,156.0,0,0
ARI,7.0,0.4666666666666667,14.0,13.0,-20.799999999999997,-1.1689059983896937,-6.299999999999997,-0.391128220611916,1.2857142857142858,1.6666666666666667,0.059523809523809534,6.628114414178949,17.0,24.0,NFC West,1.0,-5.0,-68.0,0.4283151372437087,0.579,5.87,2.740740740740741,1.0,2.7,0.775,58.0,2.0,-3.0,0.4,0.643,6.71,3.5185185185185186,2.0,3.5,1.0,60.0,1.0,0.4,0.371885585821051,2017-12-31,2017.0,SEA,9.0,0.6,14.0,14.0,-13.599999999999994,-0.36910619858989424,-16.0,0.01035326086956534,1.7142857142857142,1.4166666666666667,0.4285714285714285,8.764400742581717,24.0,17.0,NFC West,1.0,3.0,36.0,0.4766872016872017,0.628,5.97,3.5405405405405403,2.0,3.5,1.0,73.0,1.0,7.0,0.38461538461538464,0.625,5.87,3.92,1.0,3.9,1.0,62.0,1.0,0.38461538461538464,0.2355992574182828,2017.0,ARI vs. SEA,SEA,1555.11561665473,6.0,ARI,1482.8136676537133,11.0,0,-2,-8.0,0,-374.0,325.0,1,0
GNB,1.0,1.0,11.0,15.0,-16.0,-0.9096467391304346,-33.900000000000006,1.0903532608695654,1.5454545454545454,0.6,0.9454545454545454,0.8186597390295454,17.0,9.0,NFC North,1.0,8.0,8.0,0.5,0.667,6.21,3.0,1.0,3.0,1.0,70.0,1.0,0.0,0.5625,0.519,5.0,5.0,0.0,5.0,1.0,50.0,1.0,0.5625,0.18134026097045464,2017-09-17,2017.0,ATL,1.0,1.0,9.0,13.0,14.299999999999997,-1.1270380434782608,-17.099999999999994,2.6693006292906176,2.5555555555555554,1.3076923076923077,1.2478632478632476,0.6718150297886709,23.0,17.0,NFC South,1.0,6.0,6.0,0.5,0.7,10.93,2.782608695652174,1.0,2.8,1.0,73.0,0.0,0.0,0.45454545454545453,0.65,4.9,6.578947368421052,1.0,6.6,1.0,40.0,0.0,0.45454545454545453,0.3281849702113291,2017.0,GNB vs. ATL,ATL,1550.0,1.0,GNB,1550.0,1.0,1,11,-3.5,1,-177.0,159.0,0,0
ATL,2.0,1.0,10.5,12.0,9.0,0.09276871980676349,-14.699999999999996,1.346493611746758,2.6944444444444446,1.6993006993006992,0.9951437451437452,1.3881498634498648,28.5,20.0,NFC South,2.0,8.5,17.0,1.0,0.6895,9.805,4.0024154589371985,1.0,4.0,1.0,53.5,0.0,2.0,0.45454545454545453,0.655,5.48,5.2561403508771924,1.5,5.25,1.0,55.0,1.0,0.45454545454545453,0.6118501365501352,2017-09-24,2017.0,DET,2.0,1.0,13.5,12.0,14.649999999999999,-0.234878220611916,-31.699999999999996,-0.9374245169082123,2.1730769230769234,1.3391608391608392,0.833916083916084,1.6185206233633713,29.5,16.5,NFC North,2.0,13.0,26.0,0.0,0.7105000000000001,7.6850000000000005,3.6747685185185186,3.0,3.65,1.0,75.0,1.0,3.0,0.48333333333333334,0.6255,4.4,2.9722222222222223,1.0,2.95,0.75,52.5,2.5,0.48333333333333334,0.3814793766366287,2017.0,ATL vs. DET,DET,1585.9935000197115,1.0,ATL,1600.0,1.0,0,-4,3.0,0,151.0,-167.0,0,0
BUF,2.0,0.6666666666666666,13.0,12.0,-8.900000000000006,-0.9096467391304346,-42.2,-1.1596467391304346,1.5,1.0,0.5,1.6187564242259747,21.0,12.0,AFC East,1.0,9.0,13.0,1.0,0.68,7.61,3.0,2.0,3.0,1.0,50.0,0.0,3.0,0.375,0.625,4.13,2.75,0.0,2.8,1.0,62.0,2.0,0.375,0.38124357577402535,2017-10-01,2017.0,ATL,3.0,1.0,12.0,13.0,3.700000000000003,1.3125754830917877,-17.099999999999994,0.023686594202898537,2.5555555555555554,2.0,0.7424242424242427,1.972133653372841,30.0,23.0,NFC South,3.0,6.0,21.0,1.0,0.6859999999999999,8.68,5.222222222222222,1.0,5.2,1.0,68.0,0.0,-1.0,0.45454545454545453,0.65,6.06,3.933333333333333,1.0,3.9,1.0,70.0,0.0,0.45454545454545453,1.027866346627159,2017.0,BUF vs. ATL,ATL,1647.9853938919734,1.0,BUF,1564.0064999802885,3.0,0,-6,-8.0,0,-380.0,330.0,0,0
MIA,2.0,0.5,11.5,12.0,-38.5,-0.5623685133239831,6.75,-0.8025038819875772,0.75,1.541958041958042,-0.42832167832167833,1.3728843219208553,11.0,18.5,AFC East,1.0,-6.0,-26.0,0.20833333333333331,0.6419999999999999,2.87,3.3472782258064515,1.0,3.35,1.0,37.0,1.5,-2.0,0.22916666666666666,0.745,8.065,3.1071428571428577,1.0,3.1,0.6666666666666666,74.0,0.5,0.22916666666666666,0.6271156780791447,2017-10-15,2017.0,ATL,3.0,0.75,12.5,12.0,-10.399999999999999,1.235947130601366,-14.699999999999996,-0.07455901983218904,2.2777777777777777,2.0454545454545454,0.3712121212121213,2.3003186235841704,26.5,23.0,NFC South,-1.0,5.0,15.0,0.8888888888888888,0.6825,6.9399999999999995,5.145593869731801,1.0,5.15,1.0,56.5,1.5,-4.0,0.4494949494949495,0.625,6.0649999999999995,3.8350877192982455,1.0,3.8,1.0,62.5,0.0,0.4494949494949495,0.6996813764158296,2017.0,MIA vs. ATL,ATL,1586.1298482840275,2.0,MIA,1485.3416794210116,15.0,0,-3,-14.0,0,-800.0,638.0,0,0
ATL,3.0,0.6,12.0,11.0,-14.700000000000003,1.3125754830917877,-17.099999999999994,0.023686594202898537,2.0,2.0,0.0,2.7051992201981956,23.0,23.0,NFC South,-2.0,4.0,12.0,0.7916666666666666,0.6859999999999999,6.11,5.222222222222222,1.0,5.2,1.0,68.0,1.0,-4.0,0.45454545454545453,0.6,6.06,3.933333333333333,1.0,3.9,1.0,55.0,0.0,0.45454545454545453,0.2948007798018044,2017-10-22,2017.0,NWE,4.0,0.6666666666666666,13.0,13.5,-2.0500000000000043,0.11497125747397963,-5.700000000000003,0.722706202046036,2.4272727272727272,1.9333333333333336,0.23333333333333317,3.4230835201913905,28.5,26.5,AFC East,2.0,4.0,13.0,0.48666666666666664,0.7125,7.130000000000001,4.024617996604414,2.0,4.0,1.0,60.5,0.5,3.0,0.4807692307692308,0.6635,7.994999999999999,4.632352941176471,2.0,4.65,1.0,64.5,1.5,0.4807692307692308,0.5769164798086095,2017.0,ATL vs. NWE,NWE,1601.6903489987242,3.0,ATL,1522.0188891540088,9.0,1,16,-3.0,1,-150.0,136.0,0,0
ATL,3.0,0.5,12.0,11.0,-8.149999999999999,1.3330433193490978,-14.699999999999996,0.282826379149135,1.7083333333333335,2.0454545454545454,-0.2007575757575757,2.7614885709298593,20.0,23.0,NFC South,-3.0,0.5,-4.0,0.7666666666666666,0.6859999999999999,6.735,5.242690058479532,1.0,5.25,1.0,56.5,0.5,-4.0,0.4494949494949495,0.625,6.0649999999999995,4.19247311827957,1.5,4.2,1.0,60.0,0.0,0.4494949494949495,0.23851142907014067,2017-10-29,2017.0,NYJ,3.0,0.42857142857142855,13.0,14.0,-1.0,-0.8263134057971016,-14.700000000000003,0.5775327480490526,1.4285714285714286,1.5,-0.3166666666666669,3.2243553852447495,20.0,21.0,AFC East,-2.0,-3.0,-24.0,0.6444444444444445,0.667,6.04,3.083333333333333,2.0,3.1,1.0,70.0,2.0,-2.0,0.35294117647058826,0.578,6.63,4.487179487179487,2.0,4.5,0.5833333333333333,51.0,2.0,0.35294117647058826,-0.22435538524474952,2017.0,ATL vs. NYJ,NYJ,1466.2669957252435,19.0,ATL,1483.2877016150549,15.0,0,-5,6.5,1,248.0,-280.0,0,0
ATL,4.0,0.5714285714285714,12.0,11.0,-1.5999999999999943,1.3125754830917877,-12.299999999999997,0.023686594202898537,1.4705882352941178,2.0,0.0,3.3907034742762265,23.0,23.0,NFC South,1.0,4.0,1.0,0.7103174603174603,0.6859999999999999,7.36,5.222222222222222,1.0,5.2,1.0,68.0,1.0,-5.0,0.4444444444444444,0.65,6.07,3.933333333333333,2.0,3.9,1.0,55.0,0.0,0.4444444444444444,0.6092965257237735,2017-11-05,2017.0,CAR,5.0,0.625,12.5,12.0,-28.15,-0.696743513323983,-0.5,-0.3392763687600642,1.5384615384615383,1.7833333333333332,0.25,4.527156387507288,20.0,20.5,NFC South,1.0,3.0,6.0,0.5547619047619048,0.597,4.795,3.2129032258064516,1.0,3.2,1.0,37.5,2.0,-7.0,0.4540441176470588,0.6685000000000001,7.015000000000001,3.5703703703703704,1.0,3.55,1.0,49.5,0.5,0.4540441176470588,0.4728436124927118,2017.0,ATL vs. CAR,CAR,1543.2788900291182,9.0,ATL,1530.840182817301,10.0,1,3,3.0,1,134.0,-148.0,1,0
