Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_PassOffEff,Aw_RushOffEff,Aw_PassDefEff,Aw_RushDefEff,Aw_TmOffEff,Aw_TmDefEff,Aw_TmEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_TmDiv,Aw_WStreak,Aw_AvgMoV,Aw_TotPtDiff,Aw_OppSOS,Aw_PassCmppct,Aw_PassAdjYdsAtt,Aw_RushYdsAtt,Aw_PassTDG,Aw_RushTDG,Aw_FGpct,Aw_PenYdsG,Aw_TOVG,Aw_TO,Aw_Dwn3Conv,Aw_OppPassCmppct,Aw_OppPassAdjYdsAtt,Aw_OppRushYdsAtt,Aw_OppPassTDG,Aw_OppRushTDG,Aw_OppFGpct,Aw_OppPenYdsG,Aw_OppTOVG,Aw_OppDwn3Conv,Aw_TmLuck,Game Date,Aw_Season,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_PassOffEff,Hm_RushOffEff,Hm_PassDefEff,Hm_RushDefEff,Hm_TmOffEff,Hm_TmDefEff,Hm_TmEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_TmDiv,Hm_WStreak,Hm_AvgMoV,Hm_TotPtDiff,Hm_OppSOS,Hm_PassCmppct,Hm_PassAdjYdsAtt,Hm_RushYdsAtt,Hm_PassTDG,Hm_RushTDG,Hm_FGpct,Hm_PenYdsG,Hm_TOVG,Hm_TO,Hm_Dwn3Conv,Hm_OppPassCmppct,Hm_OppPassAdjYdsAtt,Hm_OppRushYdsAtt,Hm_OppPassTDG,Hm_OppRushTDG,Hm_OppFGpct,Hm_OppPenYdsG,Hm_OppTOVG,Hm_OppDwn3Conv,Hm_TmLuck,Hm_Season,Matchup,Home Team,Home Elo,Home Lg Rank,Away Team,Away Elo,Away Lg Rank,Home W,Home Pt Diff,Home Spread,Home Spread W,Home Moneyline,Away Moneyline,Divisional Game,Playoff Game
ARI,1.0,1.0,13.0,12.0,22.799999999999997,0.8142857142857141,-16.799999999999997,-1.2857142857142856,2.3846153846153846,1.5833333333333333,0.8012820512820513,0.7613743762621755,31.0,19.0,NFC West,1,12.0,12,0.5,0.594,11.47,4.8,3.0,4.8,1.0,30.0,1.0,0,0.5,0.625,6.85,2.7,1.0,2.7,1.0,73.0,1.0,0.5,0.23862562373782448,2015-09-20,2015,CHI,0.0,0.0,11.0,10.0,-33.900000000000006,1.7415584415584426,40.5,0.4476190476190478,2.090909090909091,3.1,-1.0090909090909093,0.33016732236833063,23.0,31.0,NFC North,-1,-8.0,-8,0.5,0.5,5.22,5.727272727272728,1.0,5.7,1.0,64.0,1.0,-1,0.6470588235294118,0.7829999999999999,10.83,4.433333333333334,3.0,4.4,1.0,74.0,0.0,0.6470588235294118,-0.33016732236833063,2015,ARI vs. CHI,CHI,1450.0,17.0,ARI,1550.0,1.0,0,-25,2.0,0,108.0,-119.0,0,0
SFO,1.0,0.5,11.5,10.0,-6.799999999999997,0.7533262436488244,13.900000000000006,-0.21747899159663864,1.6515151515151516,2.525252525252525,-0.8737373737373735,1.101630467771304,19.0,23.0,NFC West,-1,-4.0,-8,0.0,0.6855,6.85,4.73904052936311,1.0,4.75,0.8333333333333333,51.5,1.0,-1,0.4142156862745098,0.7485,10.01,3.7682352941176473,1.5,3.8,0.5,41.5,0.5,0.4142156862745098,-0.10163046777130402,2015-09-27,2015,ARI,2.0,1.0,13.0,13.0,19.15,0.4678571428571425,-21.799999999999997,-0.6892857142857143,3.0384615384615383,1.6130952380952381,1.4253663003663006,1.6125213121876762,39.5,21.0,NFC West,2,18.5,37,0.0,0.651,10.32,4.453571428571428,3.5,4.449999999999999,1.0,44.0,1.5,0,0.5277777777777778,0.6565,5.865,3.2964285714285717,1.0,3.3,1.0,121.5,1.5,0.5277777777777778,0.38747868781232375,2015,SFO vs. ARI,ARI,1585.9935000197115,1.0,SFO,1485.9935000197115,10.0,1,40,-7.0,1,-301.0,265.0,1,0
LAR,1.0,0.3333333333333333,11.0,12.0,-24.200000000000003,-0.04126984126984112,-13.099999999999994,-0.11071428571428577,0.6666666666666666,1.8461538461538463,-0.7333333333333333,0.8281679833949337,10.0,24.0,NFC West,-2,-6.0,-17,0.25,0.655,5.19,3.9444444444444446,1.0,3.9,1.0,80.0,1.0,-1,0.2,0.833,5.07,3.875,1.0,3.9,1.0,53.0,1.0,0.2,0.1718320166050663,2015-10-04,2015,ARI,3.0,1.0,13.0,13.0,15.5,0.121428571428571,-26.799999999999997,-0.43399014778325107,3.6923076923076925,1.5833333333333333,2.0494505494505497,2.6016751950211745,47.0,19.0,NFC West,3,25.0,77,0.25,0.625,9.44,4.107142857142857,3.0,4.1,1.0,30.0,1.0,3,0.5,0.625,4.88,3.5517241379310347,1.0,3.6,1.0,73.0,2.0,0.5,0.3983248049788255,2015,LAR vs. ARI,ARI,1621.987000039423,1.0,LAR,1440.0161815928163,14.0,0,-2,-7.0,0,-285.0,252.0,1,0
ARI,3.0,0.75,13.0,13.5,8.75,0.4678571428571425,-21.799999999999997,-0.263423645320197,3.0384615384615383,1.4975490196078431,1.4253663003663006,3.0503028777701573,39.0,21.0,NFC West,-1,18.5,75,0.27777777777777773,0.6275,9.305,4.453571428571428,2.5,4.449999999999999,1.0,27.0,1.5,0,0.4807692307692308,0.646,5.865,3.722290640394089,1.0,3.75,1.0,69.5,1.5,0.4807692307692308,-0.050302877770157295,2015-10-11,2015,DET,0.0,0.0,12.0,12.0,-19.4,-1.3259920634920634,9.300000000000004,-0.6631336405529957,1.2666666666666666,2.1818181818181817,-0.6980769230769232,1.1556933550493136,14.0,25.0,NFC North,-4,-7.5,-30,0.4444444444444444,0.6595,5.54,2.6597222222222223,1.5,2.65,1.0,38.0,2.5,0,0.31666666666666665,0.7735000000000001,8.86,3.32258064516129,1.5,3.3,1.0,67.0,2.5,0.31666666666666665,-1.1556933550493136,2015,ARI vs. DET,DET,1338.3791643307773,30.0,ARI,1547.9573875521708,6.0,0,-25,4.5,0,181.0,-202.0,0,0
ARI,4.0,0.8,13.0,14.0,15.5,0.8142857142857141,-26.799999999999997,-0.43399014778325107,2.625,1.411764705882353,1.5625,3.945368454406564,42.0,19.0,NFC West,1,25.0,100,0.20833333333333331,0.63,9.44,4.8,3.0,4.8,1.0,30.0,1.0,6,0.46153846153846156,0.625,4.88,3.5517241379310347,1.0,3.6,1.0,73.0,2.0,0.46153846153846156,0.05463154559343586,2015-10-18,2015,PIT,3.0,0.6,13.0,11.0,-8.799999999999997,1.0748917748917748,-1.2000000000000028,-0.40506912442396326,1.5,1.6363636363636365,0.0714285714285714,3.085424629197032,21.0,20.0,AFC North,1,4.0,25,0.5,0.731,6.5,5.0606060606060606,1.0,5.1,0.75,63.0,1.0,3,0.4666666666666667,0.7170000000000001,7.27,3.5806451612903225,2.0,3.6,1.0,54.0,1.0,0.4666666666666667,-0.08542462919703198,2015,ARI vs. PIT,PIT,1538.0296179871152,7.0,ARI,1570.9907342536944,6.0,1,12,5.5,1,205.0,-230.0,0,0
BAL,1.0,0.16666666666666666,13.5,13.0,-21.0,-0.055714285714285605,4.700000000000003,-0.9386175115207374,1.8928571428571428,2.2202380952380953,-0.41529304029304026,2.5280809252605017,23.5,26.5,AFC North,-2,-4.0,-19,0.42333333333333334,0.6205,5.85,3.93,1.5,3.95,0.8333333333333333,64.0,2.0,-5,0.3550420168067227,0.6385000000000001,8.51,3.047096774193548,2.0,3.05,1.0,56.0,0.5,0.3550420168067227,-1.5280809252605017,2015-10-26,2015,ARI,4.0,0.6666666666666666,13.0,14.5,8.75,0.4678571428571425,-21.799999999999997,-0.263423645320197,2.5048076923076925,1.4975490196078431,1.1818910256410255,4.120482783289538,36.5,21.0,NFC West,-1,18.5,88,0.2866666666666667,0.637,9.305,4.453571428571428,2.5,4.449999999999999,1.0,44.0,1.5,3,0.4391025641025641,0.6054999999999999,5.865,3.722290640394089,1.5,3.75,1.0,69.5,1.5,0.4391025641025641,-0.1204827832895381,2015,BAL vs. ARI,ARI,1516.2614281462495,8.0,BAL,1343.7216753562357,25.0,1,8,-10.0,0,-455.0,389.0,0,0
ARI,5.0,0.7142857142857143,13.0,14.0,15.5,0.8142857142857141,-22.799999999999997,-0.43399014778325107,2.3846153846153846,1.411764705882353,0.8012820512820513,4.825542111431701,31.0,19.0,NFC West,1,12.0,96,0.26666666666666666,0.644,9.44,4.8,2.0,4.8,1.0,40.0,1.0,5,0.4166666666666667,0.625,4.9,3.5517241379310347,1.0,3.6,1.0,66.0,2.0,0.4166666666666667,0.17445788856829925,2015-11-01,2015,CLE,2.0,0.2857142857142857,14.0,15.0,-1.5999999999999943,-0.5690476190476192,-7.900000000000006,1.1809523809523812,1.6666666666666667,1.9285714285714286,-0.19999999999999996,2.689376575166757,23.0,27.0,AFC North,-2,-3.0,-35,0.5805555555555556,0.5710000000000001,7.62,3.4166666666666665,2.0,3.4,1.0,74.0,2.0,-6,0.4,0.605,7.0,5.166666666666667,2.0,5.2,0.9,81.0,1.0,0.4,-0.6893765751667571,2015,ARI vs. CLE,CLE,1399.8164924436423,20.0,ARI,1543.2891083100674,4.0,0,-14,7.0,0,271.0,-308.0,0,0
ARI,6.0,0.75,13.5,13.5,16.450000000000003,0.4678571428571425,-20.0,-0.4911022167487684,2.3256410256410254,1.4751131221719458,0.7647435897435897,5.604152892036556,32.5,19.5,NFC West,2,13.0,110,0.2693877551020408,0.637,9.96,4.453571428571428,2.5,4.449999999999999,1.0,35.0,1.5,3,0.4391025641025641,0.6054999999999999,5.325,3.4946120689655173,1.5,3.5,1.0,65.0,2.0,0.4391025641025641,0.39584710796344424,2015-11-15,2015,SEA,4.0,0.5,13.5,12.5,-9.899999999999999,0.3721656392388102,-26.699999999999996,-0.13756613756613767,1.4725490196078432,1.4,-0.15245098039215688,4.719125912524381,21.5,19.5,NFC West,2,-1.0,27,0.5238095238095238,0.6595,7.075,4.357879924953096,1.0,4.35,1.0,47.0,1.0,-1,0.38461538461538464,0.6115,5.37,3.848148148148148,0.5,3.8499999999999996,1.0,36.0,1.0,0.38461538461538464,-0.7191259125243814,2015,ARI vs. SEA,SEA,1530.174172501709,12.0,ARI,1573.7404882388853,6.0,0,-7,-3.0,0,-150.0,136.0,1,0
CIN,8.0,0.8888888888888888,13.0,13.0,18.599999999999994,0.014285714285714235,-16.200000000000003,0.8838509316770189,2.5384615384615383,1.1875,0.6181818181818182,6.154014373733967,28.0,19.0,AFC North,-1,6.0,83,0.4537202380952381,0.667,9.18,4.0,2.0,4.0,1.0,67.0,2.0,3,0.4,0.653,5.5,4.869565217391305,1.0,4.9,1.0,64.0,1.0,0.4,1.8459856262660326,2015-11-22,2015,ARI,7.0,0.7777777777777778,14.0,14.0,15.5,0.121428571428571,-22.799999999999997,-0.43399014778325107,2.3846153846153846,1.5384615384615385,0.7282051282051281,6.219263715278483,34.0,20.0,NFC West,3,12.0,117,0.2982142857142857,0.63,9.44,4.107142857142857,3.0,4.1,1.0,40.0,2.0,1,0.46153846153846156,0.586,5.75,3.5517241379310347,1.0,3.6,1.0,66.0,2.0,0.46153846153846156,0.7807362847215167,2015,CIN vs. ARI,ARI,1617.503446863072,4.0,CIN,1660.9320247470328,3.0,1,3,-4.0,0,-199.0,179.0,0,0
ARI,8.0,0.8,14.5,13.5,12.25,-0.053764478764478874,-20.0,-0.4419950738916256,2.3256410256410254,1.560897435897436,0.6003663003663003,6.773777353461151,34.0,21.5,NFC West,4,10.0,120,0.3638447971781305,0.637,9.415,3.931949806949807,3.0,3.9499999999999997,1.0,40.0,2.0,0,0.458041958041958,0.575,6.045,3.54371921182266,1.5,3.55,1.0,69.5,1.5,0.458041958041958,1.226222646538849,2015-11-29,2015,SFO,3.0,0.3,12.5,13.0,-21.799999999999997,-0.3516417050691245,-1.1499999999999986,0.10252100840336142,1.1538461538461537,1.6129807692307692,-1.141826923076923,2.900060906730183,15.0,23.5,NFC West,-1,-15.0,-113,0.5253086419753087,0.585,5.77,3.634072580645161,0.5,3.6500000000000004,1.0,37.5,0.5,-1,0.358974358974359,0.7035,7.66,4.088235294117647,1.5,4.1,1.0,54.5,1.0,0.358974358974359,0.0999390932698172,2015,ARI vs. SFO,SFO,1485.9935000197115,10.0,ARI,1585.9935000197115,1.0,0,-6,7.5,1,318.0,-365.0,1,0
