G,Week,Date,Day,Location,Opp,W/L,Tm Pts,Opp Pts,OT,Pass Cmp,Pass Att,Pass Cmp %,Pass Yds,Pass TD,Pass Y/A,Pass Adj Y/A,Pass Rate,Sacks,Sack Yds,Rush Att,Rush Yds,Rush Y/A,Rush TD,Tot Plays,Tot Yds,Avg Yds,FGA,FGM,XPA,XPM,Punt Att,Punt Yds,1st Dwn Pass,1st Dwn Rush,1st Dwn Penalty,Tot 1st Dwn,3rd Dwn Conv,3rd Dwn Att,4th Dwn Conv,4th Dwn Att,Pen,Pen Yds,Fmbl,Int,Tot TO,ToP,Opp Pass Cmp,Opp Pass Att,Opp Pass Cmp %,Opp Pass Yds,Opp Pass TD,Opp Pass Y/A,Opp Pass Adj Y/A,Opp Pass Rate,Opp Sacks,Opp Sack Yds,Opp Rush Att,Opp Rush Yds,Opp Rush Y/A,Opp Rush TD,Opp Tot Plays,Opp Tot Yds,Opp Avg Yds,Opp FGA,Opp FGM,Opp XPA,Opp XPM,Opp Punt Att,Opp Punt Yds,Opp 1st Dwn Pass,Opp 1st Dwn Rush,Opp 1st Dwn Penalty,Opp Tot 1st Dwn,Opp 3rd Dwn Conv,Opp 3rd Dwn Att,Opp 4th Dwn Conv,Opp 4th Dwn Att,Opp Pen,Opp Pen Yds,Opp Fmbl,Opp Int,Opp Tot TO,Opp ToP,Playoffs,Tm,Tm Div,Opp Div
1.0,1.0,2020-09-13,Sun,@,SFO,W,24.0,20.0,,26.0,40.0,0.65,224.0,1.0,5.6,4.98,77.5,2.0,6.0,36.0,180.0,5.0,5.0,78.0,404.0,5.18,3.0,1.0,3.0,3.0,4.0,191.0,12.0,13.0,4.0,29.0,7.0,14.0,0.0,0.0,9.0,102.0,0.0,1.0,1.0,31:26,19.0,33.0,0.5760000000000001,243.0,2.0,7.4,8.58,100.9,3.0,16.0,25.0,123.0,4.92,4.9,61.0,366.0,6.0,2.0,2.0,2.0,2.0,5.0,178.0,10.0,6.0,2.0,18.0,2.0,11.0,0.0,2.0,5.0,53.0,0.0,0.0,0.0,28:34,0,ARI,NFC West,NFC West
2.0,2.0,2020-09-20,Sun,,WAS,W,30.0,15.0,,26.0,38.0,0.684,278.0,1.0,7.3,6.66,87.4,3.0,8.0,32.0,160.0,5.0,5.0,73.0,438.0,6.0,3.0,3.0,3.0,3.0,4.0,197.0,13.0,8.0,1.0,22.0,7.0,17.0,2.0,2.0,11.0,97.0,0.0,1.0,1.0,33:45,19.0,33.0,0.5760000000000001,199.0,1.0,6.0,6.64,85.3,4.0,24.0,23.0,117.0,5.086956521739131,5.1,60.0,316.0,5.27,1.0,1.0,0.0,0.0,6.0,284.0,10.0,7.0,2.0,19.0,4.0,12.0,1.0,1.0,6.0,42.0,2.0,0.0,2.0,26:15,0,ARI,NFC West,NFC East
3.0,3.0,2020-09-27,Sun,,DET,L,23.0,26.0,,23.0,35.0,0.657,268.0,2.0,7.7,4.94,72.1,1.0,2.0,27.0,109.0,4.037037037037037,4.0,63.0,377.0,5.98,1.0,1.0,3.0,2.0,2.0,92.0,16.0,10.0,2.0,28.0,4.0,10.0,1.0,1.0,7.0,38.0,0.0,3.0,3.0,27:10,22.0,31.0,0.71,232.0,2.0,7.5,8.77,113.9,4.0,38.0,27.0,90.0,3.333333333333333,3.3,62.0,322.0,5.19,4.0,4.0,2.0,2.0,4.0,222.0,16.0,3.0,3.0,22.0,4.0,12.0,1.0,1.0,7.0,46.0,0.0,0.0,0.0,32:50,0,ARI,NFC West,NFC North
4.0,4.0,2020-10-04,Sun,@,CAR,L,21.0,31.0,,24.0,31.0,0.774,133.0,3.0,4.3,6.23,116.7,1.0,0.0,23.0,129.0,5.608695652173913,5.6,55.0,262.0,4.76,0.0,0.0,3.0,3.0,5.0,207.0,11.0,6.0,4.0,21.0,3.0,9.0,0.0,0.0,5.0,29.0,1.0,0.0,1.0,22:52,26.0,37.0,0.703,276.0,2.0,7.5,7.32,98.5,0.0,0.0,35.0,168.0,4.8,4.8,72.0,444.0,6.17,2.0,1.0,4.0,4.0,1.0,42.0,17.0,11.0,2.0,30.0,7.0,11.0,1.0,1.0,10.0,72.0,0.0,1.0,1.0,37:08,0,ARI,NFC West,NFC South
5.0,5.0,2020-10-11,Sun,@,NYJ,W,30.0,10.0,,27.0,37.0,0.73,369.0,1.0,10.0,9.3,102.2,1.0,11.0,30.0,127.0,4.233333333333333,4.2,68.0,496.0,7.29,1.0,1.0,3.0,3.0,4.0,167.0,17.0,9.0,2.0,28.0,5.0,12.0,1.0,1.0,10.0,59.0,0.0,1.0,1.0,32:15,18.0,33.0,0.545,162.0,1.0,4.9,5.52,78.1,3.0,33.0,28.0,123.0,4.392857142857143,4.4,64.0,285.0,4.45,1.0,1.0,1.0,1.0,6.0,279.0,8.0,9.0,4.0,21.0,4.0,13.0,0.0,2.0,6.0,30.0,0.0,0.0,0.0,27:45,0,ARI,NFC West,AFC East
6.0,6.0,2020-10-19,Mon,@,DAL,W,38.0,10.0,,9.0,24.0,0.375,177.0,2.0,7.4,9.04,91.8,1.0,11.0,35.0,261.0,7.457142857142857,7.5,60.0,438.0,7.3,1.0,1.0,5.0,5.0,4.0,151.0,7.0,13.0,2.0,22.0,7.0,13.0,1.0,1.0,7.0,43.0,0.0,0.0,0.0,26:23,34.0,54.0,0.63,247.0,1.0,4.6,3.28,64.4,3.0,19.0,27.0,97.0,3.592592592592593,3.6,84.0,344.0,4.1,2.0,1.0,1.0,1.0,3.0,130.0,15.0,8.0,4.0,27.0,6.0,15.0,3.0,3.0,6.0,36.0,2.0,2.0,4.0,33:37,0,ARI,NFC West,NFC East
7.0,7.0,2020-10-25,Sun,,SEA,W,37.0,34.0,OT,34.0,48.0,0.708,360.0,3.0,7.5,7.81,104.5,0.0,0.0,33.0,159.0,4.818181818181818,4.8,81.0,519.0,6.41,4.0,3.0,4.0,4.0,2.0,95.0,17.0,11.0,3.0,31.0,5.0,12.0,1.0,2.0,6.0,40.0,1.0,1.0,2.0,30:13,33.0,50.0,0.66,372.0,3.0,7.4,5.94,83.1,2.0,16.0,30.0,200.0,6.666666666666667,6.7,82.0,572.0,6.98,2.0,2.0,4.0,4.0,3.0,153.0,21.0,11.0,1.0,33.0,5.0,13.0,1.0,1.0,8.0,78.0,0.0,3.0,3.0,39:32,0,ARI,NFC West,NFC West
8.0,9.0,2020-11-08,Sun,,MIA,L,31.0,34.0,,21.0,26.0,0.8079999999999999,264.0,3.0,10.2,12.46,147.4,1.0,19.0,37.0,178.0,4.8108108108108105,4.8,64.0,442.0,6.91,2.0,1.0,4.0,4.0,1.0,42.0,17.0,6.0,3.0,26.0,5.0,12.0,2.0,3.0,7.0,71.0,1.0,0.0,1.0,31:03,20.0,28.0,0.7140000000000001,221.0,2.0,7.9,9.32,118.3,3.0,27.0,25.0,91.0,3.64,3.6,56.0,312.0,5.57,2.0,2.0,4.0,4.0,3.0,125.0,12.0,8.0,4.0,24.0,4.0,8.0,0.0,0.0,7.0,75.0,0.0,0.0,0.0,28:57,0,ARI,NFC West,AFC East
9.0,10.0,2020-11-15,Sun,,BUF,W,32.0,30.0,,22.0,32.0,0.688,236.0,1.0,7.4,6.59,87.5,3.0,9.0,35.0,217.0,6.2,6.2,70.0,453.0,6.47,4.0,4.0,2.0,2.0,3.0,132.0,11.0,14.0,1.0,26.0,5.0,13.0,1.0,1.0,7.0,40.0,1.0,1.0,2.0,29:40,33.0,50.0,0.66,296.0,3.0,5.9,5.32,85.1,0.0,0.0,18.0,73.0,4.055555555555555,4.1,68.0,369.0,5.43,3.0,3.0,3.0,3.0,4.0,186.0,15.0,5.0,2.0,22.0,6.0,13.0,0.0,0.0,9.0,69.0,0.0,2.0,2.0,30:20,0,ARI,NFC West,AFC East
10.0,11.0,2020-11-19,Thu,@,SEA,L,21.0,28.0,,29.0,42.0,0.69,257.0,2.0,6.1,7.07,101.0,3.0,12.0,18.0,57.0,3.1666666666666665,3.2,63.0,314.0,4.98,0.0,0.0,3.0,3.0,4.0,182.0,17.0,5.0,2.0,24.0,6.0,11.0,0.0,1.0,10.0,115.0,0.0,0.0,0.0,24:53,23.0,28.0,0.821,182.0,2.0,6.5,7.93,117.6,3.0,15.0,31.0,165.0,5.32258064516129,5.3,62.0,347.0,5.6,2.0,2.0,3.0,2.0,4.0,174.0,12.0,8.0,2.0,22.0,8.0,14.0,0.0,0.0,8.0,79.0,0.0,0.0,0.0,35:07,0,ARI,NFC West,NFC West
