G,Week,Date,Day,Location,Opp,W/L,Tm Pts,Opp Pts,OT,Pass Cmp,Pass Att,Pass Cmp %,Pass Yds,Pass TD,Pass Y/A,Pass Adj Y/A,Pass Rate,Sacks,Sack Yds,Rush Att,Rush Yds,Rush Y/A,Rush TD,Tot Plays,Tot Yds,Avg Yds,FGA,FGM,XPA,XPM,Punt Att,Punt Yds,1st Dwn Pass,1st Dwn Rush,1st Dwn Penalty,Tot 1st Dwn,3rd Dwn Conv,3rd Dwn Att,4th Dwn Conv,4th Dwn Att,Pen,Pen Yds,Fmbl,Int,Tot TO,ToP,Opp Pass Cmp,Opp Pass Att,Opp Pass Cmp %,Opp Pass Yds,Opp Pass TD,Opp Pass Y/A,Opp Pass Adj Y/A,Opp Pass Rate,Opp Sacks,Opp Sack Yds,Opp Rush Att,Opp Rush Yds,Opp Rush Y/A,Opp Rush TD,Opp Tot Plays,Opp Tot Yds,Opp Avg Yds,Opp FGA,Opp FGM,Opp XPA,Opp XPM,Opp Punt Att,Opp Punt Yds,Opp 1st Dwn Pass,Opp 1st Dwn Rush,Opp 1st Dwn Penalty,Opp Tot 1st Dwn,Opp 3rd Dwn Conv,Opp 3rd Dwn Att,Opp 4th Dwn Conv,Opp 4th Dwn Att,Opp Pen,Opp Pen Yds,Opp Fmbl,Opp Int,Opp Tot TO,Opp ToP,Playoffs,Tm,Tm Div,Opp Div
11.0,12.0,2013-11-24,Sun,,IND,W,40.0,11.0,,26.0,38.0,0.684,290.0,2.0,7.6,8.68,108.4,3.0,24.0,30.0,120.0,4.0,4.0,71.0,410.0,5.77,5.0,4.0,4.0,4.0,2.0,72.0,18.0,5.0,4.0,27.0,7.0,14.0,0.0,0.0,9.0,84.0,0.0,0.0,0.0,36:49,20.0,39.0,0.513,159.0,1.0,4.1,3.44,59.7,1.0,4.0,15.0,80.0,5.333333333333333,5.3,55.0,239.0,4.35,1.0,1.0,0.0,0.0,5.0,223.0,9.0,4.0,2.0,15.0,5.0,13.0,0.0,2.0,6.0,89.0,0.0,1.0,1.0,23:11,0,ARI,NFC West,AFC South
12.0,13.0,2013-12-01,Sun,@,PHI,L,21.0,24.0,,24.0,41.0,0.585,260.0,3.0,6.3,5.61,81.4,5.0,42.0,22.0,90.0,4.090909090909091,4.1,68.0,350.0,5.15,0.0,0.0,3.0,3.0,5.0,231.0,15.0,6.0,3.0,24.0,4.0,12.0,1.0,2.0,6.0,55.0,1.0,2.0,3.0,30:39,21.0,34.0,0.618,202.0,3.0,5.9,7.71,107.7,5.0,35.0,34.0,105.0,3.088235294117647,3.1,73.0,307.0,4.21,1.0,1.0,3.0,3.0,8.0,354.0,14.0,5.0,4.0,23.0,5.0,16.0,1.0,1.0,5.0,48.0,0.0,0.0,0.0,29:21,0,ARI,NFC West,NFC East
13.0,14.0,2013-12-08,Sun,,LAR,W,30.0,10.0,,27.0,32.0,0.8440000000000001,262.0,1.0,8.2,8.81,111.2,1.0,7.0,32.0,107.0,3.34375,3.3,65.0,369.0,5.68,2.0,0.0,4.0,4.0,4.0,189.0,14.0,6.0,5.0,25.0,8.0,14.0,0.0,0.0,6.0,31.0,1.0,0.0,1.0,35:07,16.0,27.0,0.593,157.0,0.0,5.8,2.48,44.8,4.0,24.0,19.0,100.0,5.2631578947368425,5.3,50.0,257.0,5.14,1.0,1.0,1.0,1.0,5.0,257.0,7.0,3.0,4.0,14.0,3.0,11.0,0.0,1.0,11.0,90.0,0.0,2.0,2.0,24:53,0,ARI,NFC West,NFC West
14.0,15.0,2013-12-15,Sun,@,TEN,W,37.0,34.0,OT,20.0,30.0,0.667,215.0,1.0,7.2,7.83,98.6,2.0,16.0,36.0,145.0,4.027777777777778,4.0,68.0,360.0,5.29,3.0,3.0,4.0,4.0,4.0,212.0,12.0,11.0,1.0,24.0,6.0,12.0,0.0,0.0,9.0,69.0,0.0,0.0,0.0,30:58,36.0,58.0,0.621,394.0,4.0,6.8,6.62,90.7,3.0,8.0,19.0,66.0,3.473684210526316,3.5,80.0,460.0,5.75,3.0,2.0,4.0,4.0,3.0,145.0,23.0,3.0,6.0,32.0,7.0,14.0,0.0,0.0,3.0,16.0,1.0,2.0,3.0,33:44,0,ARI,NFC West,AFC South
15.0,16.0,2013-12-22,Sun,@,SEA,W,17.0,10.0,,13.0,25.0,0.52,168.0,1.0,6.7,0.32,47.2,2.0,10.0,43.0,139.0,3.232558139534884,3.2,70.0,307.0,4.39,3.0,3.0,0.0,0.0,5.0,244.0,6.0,4.0,6.0,16.0,6.0,19.0,0.0,0.0,7.0,46.0,0.0,4.0,4.0,37:24,11.0,27.0,0.407,89.0,1.0,3.3,2.37,46.7,4.0,19.0,20.0,103.0,5.15,5.2,51.0,192.0,3.76,2.0,1.0,1.0,1.0,9.0,335.0,6.0,3.0,1.0,10.0,2.0,13.0,0.0,0.0,9.0,102.0,1.0,1.0,2.0,22:36,0,ARI,NFC West,NFC West
16.0,17.0,2013-12-29,Sun,,SFO,L,20.0,23.0,,28.0,49.0,0.5710000000000001,399.0,2.0,8.1,8.04,88.7,1.0,8.0,22.0,83.0,3.772727272727273,3.8,72.0,482.0,6.69,4.0,2.0,2.0,2.0,3.0,148.0,16.0,3.0,0.0,19.0,4.0,15.0,3.0,4.0,3.0,30.0,1.0,1.0,2.0,32:20,21.0,34.0,0.618,292.0,2.0,8.6,9.76,108.9,2.0,18.0,23.0,83.0,3.608695652173913,3.6,59.0,375.0,6.36,4.0,3.0,2.0,2.0,6.0,258.0,15.0,3.0,1.0,19.0,3.0,13.0,0.0,1.0,4.0,20.0,0.0,0.0,0.0,27:40,0,ARI,NFC West,NFC West
1.0,1.0,2013-09-08,Sun,@,NOR,L,17.0,23.0,,25.0,38.0,0.6579999999999999,279.0,2.0,7.3,7.21,94.1,3.0,25.0,14.0,88.0,6.285714285714286,6.3,55.0,367.0,6.67,1.0,1.0,2.0,2.0,6.0,281.0,14.0,3.0,1.0,18.0,3.0,11.0,0.0,1.0,2.0,19.0,1.0,1.0,2.0,24:49,26.0,35.0,0.743,341.0,2.0,9.7,9.6,111.7,2.0,16.0,29.0,78.0,2.689655172413793,2.7,66.0,419.0,6.35,3.0,3.0,2.0,2.0,3.0,148.0,17.0,1.0,0.0,18.0,6.0,13.0,0.0,1.0,6.0,57.0,0.0,1.0,1.0,35:11,0,ATL,NFC South,NFC South
2.0,2.0,2013-09-15,Sun,,LAR,W,31.0,24.0,,33.0,43.0,0.767,357.0,2.0,8.3,9.23,116.1,2.0,17.0,16.0,36.0,2.25,2.3,61.0,393.0,6.44,1.0,1.0,4.0,4.0,6.0,318.0,17.0,2.0,0.0,19.0,7.0,13.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,30:17,32.0,55.0,0.5820000000000001,352.0,3.0,6.4,6.67,87.8,0.0,0.0,18.0,69.0,3.8333333333333335,3.8,73.0,421.0,5.77,1.0,1.0,3.0,3.0,6.0,298.0,18.0,4.0,2.0,24.0,7.0,17.0,2.0,2.0,7.0,53.0,0.0,1.0,1.0,29:43,0,ATL,NFC South,NFC West
3.0,3.0,2013-09-22,Sun,@,MIA,L,23.0,27.0,,23.0,38.0,0.605,231.0,2.0,6.1,5.95,84.4,0.0,0.0,30.0,146.0,4.866666666666666,4.9,68.0,377.0,5.54,4.0,3.0,2.0,2.0,2.0,66.0,14.0,9.0,1.0,24.0,5.0,11.0,0.0,0.0,7.0,59.0,1.0,1.0,2.0,37:09,24.0,35.0,0.6859999999999999,195.0,2.0,5.6,5.43,89.6,5.0,41.0,15.0,90.0,6.0,6.0,55.0,285.0,5.18,2.0,2.0,3.0,3.0,3.0,159.0,13.0,3.0,0.0,16.0,7.0,12.0,0.0,0.0,2.0,13.0,1.0,1.0,2.0,22:51,0,ATL,NFC South,AFC East
4.0,4.0,2013-09-29,Sun,,NWE,L,23.0,30.0,,34.0,54.0,0.63,399.0,2.0,7.4,7.3,90.0,2.0,22.0,15.0,58.0,3.866666666666666,3.9,71.0,457.0,6.44,3.0,3.0,2.0,2.0,3.0,137.0,20.0,3.0,3.0,26.0,6.0,14.0,0.0,2.0,6.0,55.0,0.0,1.0,1.0,29:21,20.0,31.0,0.645,316.0,2.0,10.2,11.48,119.8,0.0,0.0,31.0,132.0,4.258064516129032,4.3,62.0,448.0,7.23,3.0,3.0,3.0,3.0,2.0,110.0,14.0,5.0,2.0,21.0,7.0,13.0,0.0,1.0,9.0,93.0,0.0,0.0,0.0,30:39,0,ATL,NFC South,AFC East
5.0,5.0,2013-10-07,Mon,,NYJ,L,28.0,30.0,,37.0,46.0,0.804,299.0,2.0,6.5,7.37,108.2,2.0,12.0,22.0,64.0,2.909090909090909,2.9,70.0,363.0,5.19,0.0,0.0,4.0,4.0,3.0,99.0,20.0,3.0,3.0,26.0,6.0,12.0,1.0,2.0,4.0,46.0,1.0,0.0,1.0,35:27,16.0,20.0,0.8,170.0,3.0,8.5,11.5,141.7,4.0,29.0,22.0,118.0,5.363636363636363,5.4,46.0,288.0,6.26,3.0,3.0,3.0,3.0,3.0,140.0,10.0,5.0,0.0,15.0,6.0,11.0,0.0,0.0,6.0,24.0,0.0,0.0,0.0,24:33,0,ATL,NFC South,AFC East
6.0,7.0,2013-10-20,Sun,,TAM,W,31.0,23.0,,20.0,26.0,0.769,273.0,3.0,10.5,12.81,148.4,0.0,0.0,18.0,18.0,1.0,1.0,44.0,291.0,6.61,1.0,1.0,4.0,4.0,4.0,192.0,11.0,1.0,3.0,15.0,3.0,9.0,0.0,0.0,9.0,101.0,1.0,0.0,1.0,22:11,26.0,44.0,0.591,226.0,2.0,5.1,6.05,87.9,3.0,30.0,28.0,111.0,3.9642857142857135,4.0,75.0,337.0,4.49,3.0,3.0,2.0,2.0,5.0,188.0,13.0,5.0,5.0,23.0,5.0,17.0,3.0,3.0,11.0,103.0,1.0,0.0,1.0,37:49,0,ATL,NFC South,NFC South
7.0,8.0,2013-10-27,Sun,@,ARI,L,13.0,27.0,,34.0,61.0,0.557,265.0,1.0,4.3,1.72,44.8,4.0,36.0,14.0,27.0,1.9285714285714288,1.9,79.0,292.0,3.7,2.0,2.0,1.0,1.0,4.0,183.0,17.0,1.0,2.0,20.0,8.0,20.0,1.0,2.0,10.0,55.0,0.0,4.0,4.0,34:19,13.0,18.0,0.722,147.0,2.0,8.2,7.89,110.2,3.0,25.0,30.0,201.0,6.7,6.7,51.0,348.0,6.82,2.0,2.0,3.0,3.0,5.0,232.0,9.0,5.0,3.0,17.0,3.0,10.0,0.0,0.0,8.0,52.0,0.0,1.0,1.0,25:41,0,ATL,NFC South,NFC West
8.0,9.0,2013-11-03,Sun,@,CAR,L,10.0,34.0,,20.0,27.0,0.741,211.0,1.0,7.8,3.56,69.1,1.0,8.0,20.0,78.0,3.9,3.9,48.0,289.0,6.02,1.0,1.0,1.0,1.0,5.0,225.0,10.0,2.0,0.0,12.0,4.0,10.0,0.0,0.0,7.0,59.0,1.0,3.0,4.0,23:29,23.0,37.0,0.622,242.0,1.0,6.5,4.65,67.6,1.0,7.0,33.0,131.0,3.9696969696969697,4.0,71.0,373.0,5.25,2.0,2.0,4.0,4.0,3.0,128.0,13.0,9.0,5.0,27.0,8.0,14.0,1.0,1.0,2.0,15.0,0.0,2.0,2.0,36:31,0,ATL,NFC South,NFC South
9.0,10.0,2013-11-10,Sun,,SEA,L,10.0,33.0,,23.0,36.0,0.639,162.0,1.0,4.5,5.06,83.3,2.0,10.0,16.0,64.0,4.0,4.0,54.0,226.0,4.19,1.0,1.0,1.0,1.0,5.0,267.0,9.0,3.0,4.0,16.0,4.0,12.0,1.0,1.0,1.0,15.0,1.0,0.0,1.0,24:30,19.0,26.0,0.731,279.0,2.0,10.7,12.27,133.3,1.0,8.0,42.0,211.0,5.023809523809524,5.0,69.0,490.0,7.1,4.0,4.0,3.0,3.0,2.0,82.0,12.0,12.0,1.0,25.0,9.0,15.0,0.0,0.0,9.0,80.0,0.0,0.0,0.0,35:30,0,ATL,NFC South,NFC West
10.0,11.0,2013-11-17,Sun,@,TAM,L,28.0,41.0,,24.0,43.0,0.5579999999999999,268.0,2.0,6.2,5.07,70.7,3.0,20.0,20.0,152.0,7.6,7.6,66.0,420.0,6.36,2.0,2.0,2.0,2.0,2.0,24.0,10.0,7.0,7.0,24.0,1.0,7.0,1.0,2.0,7.0,45.0,1.0,2.0,3.0,26:46,20.0,25.0,0.8,224.0,2.0,9.0,10.56,130.7,2.0,7.0,38.0,186.0,4.894736842105263,4.9,65.0,410.0,6.31,3.0,2.0,5.0,5.0,4.0,168.0,11.0,10.0,3.0,24.0,3.0,11.0,1.0,2.0,11.0,121.0,0.0,0.0,0.0,33:14,0,ATL,NFC South,NFC South
11.0,12.0,2013-11-21,Thu,,NOR,L,13.0,17.0,,30.0,39.0,0.769,264.0,0.0,6.8,6.77,94.4,5.0,28.0,22.0,91.0,4.136363636363637,4.1,66.0,355.0,5.38,3.0,2.0,1.0,1.0,3.0,136.0,15.0,5.0,2.0,22.0,6.0,12.0,0.0,0.0,3.0,25.0,1.0,0.0,1.0,33:46,23.0,33.0,0.6970000000000001,271.0,2.0,8.2,9.42,114.6,1.0,7.0,25.0,103.0,4.12,4.1,59.0,374.0,6.34,1.0,1.0,2.0,2.0,4.0,198.0,14.0,5.0,0.0,19.0,7.0,13.0,0.0,1.0,5.0,66.0,0.0,0.0,0.0,26:14,0,ATL,NFC South,NFC South
12.0,13.0,2013-12-01,Sun,@,BUF,W,34.0,31.0,OT,28.0,47.0,0.596,272.0,1.0,5.8,6.21,82.9,6.0,39.0,30.0,151.0,5.033333333333333,5.0,83.0,423.0,5.1,2.0,2.0,4.0,4.0,7.0,278.0,15.0,7.0,4.0,26.0,10.0,18.0,0.0,0.0,8.0,75.0,1.0,0.0,1.0,38:09,18.0,32.0,0.563,210.0,1.0,6.6,7.19,86.7,0.0,0.0,31.0,195.0,6.290322580645161,6.3,63.0,405.0,6.43,1.0,1.0,4.0,4.0,7.0,299.0,9.0,7.0,3.0,19.0,5.0,14.0,0.0,0.0,6.0,49.0,2.0,0.0,2.0,24:51,0,ATL,NFC South,AFC East
13.0,14.0,2013-12-08,Sun,@,GNB,L,21.0,22.0,,20.0,35.0,0.5710000000000001,202.0,2.0,5.8,5.63,80.9,1.0,4.0,23.0,83.0,3.608695652173913,3.6,59.0,285.0,4.83,1.0,0.0,3.0,3.0,4.0,178.0,12.0,6.0,0.0,18.0,6.0,13.0,0.0,1.0,3.0,15.0,1.0,1.0,2.0,26:28,24.0,32.0,0.75,222.0,1.0,6.9,6.16,90.9,5.0,36.0,33.0,112.0,3.393939393939394,3.4,70.0,334.0,4.77,3.0,3.0,1.0,1.0,3.0,142.0,12.0,7.0,1.0,20.0,7.0,15.0,0.0,0.0,2.0,10.0,1.0,1.0,2.0,33:32,0,ATL,NFC South,NFC North
14.0,15.0,2013-12-15,Sun,,WAS,W,27.0,26.0,,29.0,38.0,0.763,189.0,1.0,5.0,4.32,84.2,3.0,21.0,21.0,54.0,2.571428571428572,2.6,62.0,243.0,3.92,2.0,2.0,3.0,3.0,6.0,296.0,10.0,5.0,4.0,19.0,5.0,14.0,0.0,1.0,7.0,73.0,1.0,1.0,2.0,33:52,29.0,45.0,0.644,373.0,3.0,8.3,7.62,94.0,1.0,8.0,21.0,103.0,4.904761904761905,4.9,67.0,476.0,7.1,2.0,2.0,2.0,2.0,3.0,158.0,18.0,4.0,0.0,22.0,5.0,10.0,0.0,0.0,9.0,66.0,5.0,2.0,7.0,26:08,0,ATL,NFC South,NFC East
15.0,16.0,2013-12-23,Mon,@,SFO,L,24.0,34.0,,37.0,48.0,0.7709999999999999,341.0,2.0,7.1,6.06,92.4,1.0,7.0,20.0,61.0,3.05,3.1,69.0,402.0,5.83,1.0,1.0,3.0,3.0,5.0,244.0,20.0,2.0,3.0,25.0,8.0,15.0,1.0,1.0,5.0,37.0,0.0,2.0,2.0,30:28,13.0,21.0,0.619,180.0,1.0,8.6,9.52,105.3,3.0,17.0,30.0,199.0,6.633333333333334,6.6,54.0,379.0,7.02,2.0,2.0,4.0,4.0,3.0,156.0,8.0,11.0,1.0,20.0,4.0,9.0,0.0,0.0,7.0,45.0,0.0,0.0,0.0,29:32,0,ATL,NFC South,NFC West
16.0,17.0,2013-12-29,Sun,,CAR,L,20.0,21.0,,28.0,40.0,0.7,231.0,2.0,5.8,5.65,90.7,9.0,49.0,20.0,76.0,3.8,3.8,69.0,307.0,4.45,2.0,2.0,2.0,2.0,5.0,242.0,13.0,5.0,2.0,20.0,7.0,16.0,1.0,1.0,5.0,56.0,0.0,1.0,1.0,34:26,15.0,27.0,0.556,149.0,2.0,5.5,5.33,80.6,1.0,0.0,29.0,134.0,4.620689655172414,4.6,57.0,283.0,4.96,0.0,0.0,3.0,3.0,6.0,292.0,5.0,9.0,2.0,16.0,7.0,15.0,0.0,0.0,4.0,38.0,1.0,1.0,2.0,25:34,0,ATL,NFC South,NFC South
1.0,1.0,2013-09-05,Thu,@,DEN,L,27.0,49.0,,34.0,62.0,0.5479999999999999,335.0,2.0,5.4,4.6,67.6,4.0,27.0,21.0,58.0,2.761904761904762,2.8,87.0,393.0,4.52,2.0,2.0,3.0,3.0,10.0,456.0,18.0,3.0,3.0,24.0,8.0,22.0,0.0,1.0,7.0,53.0,0.0,2.0,2.0,33:48,27.0,42.0,0.643,445.0,7.0,10.6,13.93,139.4,3.0,17.0,23.0,65.0,2.8260869565217392,2.8,68.0,510.0,7.5,0.0,0.0,7.0,7.0,7.0,319.0,20.0,2.0,2.0,24.0,8.0,15.0,0.0,0.0,8.0,61.0,2.0,0.0,2.0,26:12,0,BAL,AFC North,AFC West
2.0,2.0,2013-09-15,Sun,,CLE,W,14.0,6.0,,22.0,33.0,0.667,197.0,1.0,6.0,6.58,92.6,2.0,14.0,36.0,99.0,2.75,2.8,71.0,296.0,4.17,2.0,0.0,2.0,2.0,6.0,291.0,13.0,5.0,1.0,19.0,8.0,16.0,0.0,0.0,3.0,41.0,1.0,0.0,1.0,30:35,22.0,37.0,0.595,194.0,0.0,5.2,5.24,73.5,5.0,39.0,20.0,65.0,3.25,3.3,62.0,259.0,4.18,2.0,2.0,0.0,0.0,8.0,336.0,11.0,1.0,1.0,13.0,4.0,15.0,0.0,2.0,5.0,33.0,0.0,0.0,0.0,29:25,0,BAL,AFC North,AFC North
3.0,3.0,2013-09-22,Sun,,HOU,W,30.0,9.0,,16.0,24.0,0.667,161.0,0.0,6.7,6.71,85.6,2.0,10.0,31.0,75.0,2.419354838709677,2.4,57.0,236.0,4.14,3.0,3.0,3.0,3.0,4.0,194.0,7.0,5.0,4.0,16.0,8.0,16.0,0.0,0.0,10.0,87.0,0.0,0.0,0.0,29:24,25.0,35.0,0.7140000000000001,170.0,0.0,4.9,3.57,69.9,3.0,24.0,23.0,94.0,4.086956521739131,4.1,61.0,264.0,4.33,3.0,3.0,0.0,0.0,5.0,252.0,11.0,5.0,2.0,18.0,3.0,12.0,0.0,1.0,14.0,113.0,0.0,1.0,1.0,30:36,0,BAL,AFC North,AFC South
